dict	l_id	k1	predicted	sample_seq
vcp	42411	veDaka	encyclopedic	252
vcp	42574	voqra	encyclopedic	253
vcp	42729	vyAsa	encyclopedic	254
vcp	43663	SItalacCada	encyclopedic	255
vcp	43664	SItalajala	encyclopedic	256
vcp	43938	SfNKala	encyclopedic	257
vcp	44131	SyAmAka	encyclopedic	258
vcp	44283	SreQI	encyclopedic	259
vcp	446	aGarmma	encyclopedic	260
vcp	44600	zoqaSaka	encyclopedic	261
vcp	44803	sakaRwaka	encyclopedic	262
vcp	450	aGaSaMsa	encyclopedic	263
vcp	45088	sandAna	encyclopedic	264
vcp	45474	samprApti	encyclopedic	265
vcp	46470	supta	encyclopedic	266
vcp	46638	suvarRRa	encyclopedic	267
vcp	46846	sfkka	encyclopedic	268
vcp	47873	harivIja	encyclopedic	269
vcp	514	aNgaprAyaScitta	encyclopedic	270
vcp	5264	aviharyyata	encyclopedic	271
vcp	5598	aSvAmaGa	encyclopedic	272
vcp	7285	AyaHSUlika	encyclopedic	273
vcp	7326	AyurdAya	encyclopedic	274
vcp	7500	AryyamiSra	encyclopedic	275
vcp	7591	Alokya	encyclopedic	276
vcp	862	atikfcCra	encyclopedic	277
vcp	9083	udaDi	encyclopedic	278
vcp	9088	udan	encyclopedic	279
vcp	9420	unmfSya	encyclopedic	280
vcp	9983	upeya	encyclopedic	281
vcp	13504.1	kAsU	residual	282
vcp	17433.1	gAyattrI	residual	283
vcp	19575.1	cAnUra	residual	284
vcp	32303.1	pItavIjA	residual	285
vcp	33987.1	pratyAsAra	residual	286
vcp	34336.1	praveRI	residual	287
vcp	34958.1	prOzWa	residual	288
vcp	35563.1	bAhUbAhavi	residual	289
vcp	35727.1	vfhattiktA	residual	290
vcp	35730.1	vfhatpatra	residual	291
vcp	35732.1	vfhatpAda	residual	292
vcp	35749.1	vfhadukza	residual	293
vcp	35881.1	vrahmamImAMsA	residual	294
vcp	35883.1	vrahmayazwi	residual	295
vcp	35988.1	vrAhmaRalakzaRa	residual	296
vcp	37348.1	maWa	residual	297
vcp	37809.1	masI	residual	298
vcp	45419.1	samudrIya	residual	299
vcp	786.1	awanI	residual	300
