pwk_L	pwk_pc	hw_slp1	iast	pipeline_tier	rank	mw_fuzzy	evidence	mw_forms	verdict	corr_n	corr_dicts	mahavy	mahavy_refs	dcs_lemma	dcs_form	body_chars	review_note
217010	7-339-b	gOrAvaskandin	gaurāvaskandin	NO-MATCH	B		B:gOra;B:gOrijeya		confirmed-missing	3	pwg;sch;vcp	0		0	0	49	
217014	7-339-b	gOlAkzIya	gaulākṣīya	nearform0.82		gOkakzyA		gOkakzyA	near-form-needs-eyes	2	acc;sch	0		0	0	58	
217020	7-339-c	grahagocaraPala	grahagocaraphala	NO-MATCH	B		B:graB;B:grahaRa		confirmed-missing	2	acc;sch	0		0	0	88	
217023	7-339-c	grahaRakriyAkrama	grahaṇakriyākrama	NO-MATCH	A		A:grahaRaka;B:grahatva		confirmed-missing	2	acc;sch	0		0	0	49	
217027	7-339-c	grahavicAra	grahavicāra	nearform0.87		grahavicArin		grahavicArin	confirmed-missing	2	acc;sch	0		0	0	43	add-check:auto-confirmed-false-friend: near form 'grahavicArin' is a separate pw.txt entry at 2-192-a (candidate at 7-339-c) carrying its own distinct sense - omission stands
217029	7-339-c	grahArcanaprokzaRa	grahārcanaprokṣaṇa	NO-MATCH	A		A:grahAntarukTya;B:grahi		confirmed-missing	2	acc;sch	0		0	0	89	
217031	7-339-c	grahika	grahika	stem				grahikA	covered-by-MW-stem-form	2	bhs;sch	1	127,8	0	0	93	
217032	7-339-c	grahilI	grahilī	stem				grahila	covered-by-MW-stem-form	1	sch	0		0	0	43	
217046	7-339-c	grAvaReya	grāvaṇeya	nearform0.82		gaRAvarA		gaRAvarA	confirmed-missing	1	sch	0		0	0	41	add-check:auto-confirmed-false-friend: near form 'gaRAvarA' is a separate pw.txt entry at 2-146-c (candidate at 7-339-c) carrying its own distinct sense - omission stands
217048	7-339-c	grAsapAtrI	grāsapātrī	NO-MATCH	B		B:grAvarohaka;B:grAha		confirmed-missing	1	sch	0		0	0	167	
217056	7-339-c	greDa	gredha	nearform0.91		gAreDa		gAreDa	near-form-needs-eyes	2	bhs;sch	1	245,1145	0	0	151	
217057	7-339-d	glaTamlaTa	glathamlatha	NO-MATCH	B		B:glahana		confirmed-missing	1	sch	1	245,1166	0	0	85	
217059	7-339-d	glAnatA	glānatā	nearform0.80		GanatAla		GanatAla	confirmed-missing	2	sch;stc	0		0	0	132	add-check:auto-confirmed-false-friend: near form 'GanatAla' is a separate pw.txt entry at 2-197-b (candidate at 7-339-d) carrying its own distinct sense - omission stands
217060	7-339-d	glAnapratyayaBEzajya	glānapratyayabhaiṣajya	NO-MATCH	B		B:glunTa		confirmed-missing	1	sch	1	239	0	0	148	
217062	7-339-d	GaNGaSAlA	ghaṅghaśālā	NO-MATCH	B		B:glunTa;B:Gaw		confirmed-missing	1	sch	0		0	0	41	
217065	7-339-d	GawikAcalamAhAtmya	ghaṭikācalamāhātmya	NO-MATCH	B		B:Gawa;B:Gaww		confirmed-missing	1	acc	0		0	0	50	
217072	7-339-d	GanAsTikaPa	ghanāsthikapha	NO-MATCH	B		B:Ganamud;B:Ganodaya		confirmed-missing	0		0		0	0	47	
217090	7-339-d	GfRAvant	ghṛṇāvant	nearform0.93		GfRAvat		GfRAvat	near-form-needs-eyes	1	sch	0		0	0	40	
217102	7-340-a	Gowakamfga	ghoṭakamṛga	NO-MATCH	B		B:GftAhuti		confirmed-missing	2	bhs;sch	1	213,29	0	0	138	
217103	7-340-a	GowapAlaka	ghoṭapālaka	NO-MATCH	B		B:GorasaMsparSa		confirmed-missing	1	sch	0		0	0	42	
217110	7-340-a	cakawi	cakaṭi	NO-MATCH	B		B:GrA		confirmed-missing	2	bhs;sch	0		0	0	140	
217111	7-340-a	cakArasamarTana	cakārasamarthana	NO-MATCH	B		B:cakoradfS		confirmed-missing	2	acc;sch	0		0	0	47	
217113	7-340-a	cakoranayanA	cakoranayanā	nearform0.87		cakranAyaka		cakranAyaka	confirmed-missing	1	sch	0		0	0	105	add-check:auto-confirmed-false-friend: near form 'cakranAyaka' is a separate pw.txt entry at 2-203-c (candidate at 7-340-a) carrying its own distinct sense - omission stands
217117	7-340-a	cakranyAsa	cakranyāsa	nearform0.86		caraRanyAsa		caraRanyAsa	confirmed-missing	2	acc;sch	0		0	0	42	add-check:auto-confirmed-false-friend: near form 'caraRanyAsa' is a separate pw.txt entry at 2-218-a (candidate at 7-340-a) carrying its own distinct sense - omission stands
217124	7-340-a	cakravant	cakravant	nearform0.94		cakravat		cakravat	near-form-needs-eyes	3	pwg;sch;stc	0		1	1	45	
217128	7-340-b	cakrIvant	cakrīvant	nearform0.94		cakrIvat		cakrIvat	near-form-needs-eyes	3	pwg;sch;stc	0		1	0	45	
217132	7-340-b	cakzuzmant	cakṣuṣmant	nearform0.95		cakzuzmat		cakzuzmat	near-form-needs-eyes	7	ben;cae;ccs;lan;pwg;sch;stc	1	197,92	0	0	141	
217136	7-340-b	cawacaw	caṭacaṭ	stem				cawacawA;cawacawa	covered-by-MW-stem-form	1	md	0		0	0	39	
217138	7-340-b	cawitasPuwitaka	caṭitasphuṭitaka	NO-MATCH	B		B:cawitaka		confirmed-missing	1	sch	0		0	0	126	
217139	7-340-b	cawulay	caṭulay	stem				cawulaya	covered-by-MW-stem-form	0		0		0	0	41	
217141	7-340-b	caRqaBAskara	caṇḍabhāskara	NO-MATCH	B		B:cawulita;B:caRqAntika		confirmed-missing	2	acc;sch	0		0	0	44	
217143	7-340-b	caRqAlasamavfttimant	caṇḍālasamavṛttimant	NO-MATCH	B		B:caRqAntika;B:caRqikA		confirmed-missing	1	sch	0		0	0	52	
217155	7-340-b	caturdant	caturdant	stem				caturdanta	covered-by-MW-stem-form	1	sch	0		0	0	106	
217156	7-340-b	caturdaSatattvArTasArasaMgraha	caturdaśatattvārthasārasaṃgraha	NO-MATCH	B		B:caturdaSAkzara		confirmed-missing	1	sch	0		0	0	113	
217158	7-340-b	caturdaSIstotra	caturdaśīstotra	NO-MATCH	B		B:caturdaSAkzara;B:caturdvAra		confirmed-missing	2	acc;sch	0		0	0	69	
217164	7-340-c	caturmatatAtparyasaMgraha	caturmatatātparyasaṃgraha	NO-MATCH	B		B:caturBUmika;B:caturmuKatIrTa		confirmed-missing	1	sch	0		0	0	57	
217168	7-340-c	caturyoginIsaMpuwa	caturyoginīsaṃpuṭa	NO-MATCH	B		B:caturyukta;B:caturvaktra		confirmed-missing	1	sch	0		0	0	50	
217170	7-340-c	caturvargasaMgraha	caturvargasaṃgraha	NO-MATCH	B		B:caturvaktra;B:caturviMSatikftvas		confirmed-missing	1	sch	0		0	0	50	
217178	7-340-c	caturvedatattvArTasaMgraha	caturvedatattvārthasaṃgraha	NO-MATCH	B		B:caturviMSika;B:catuScakra		confirmed-missing	0		0		0	0	115	
217180	7-340-c	catuHSlokI	catuḥślokī	NO-MATCH	B		B:catuScakra;B:catuzka		confirmed-missing	2	acc;sch	0		0	0	42	
217183	7-340-c	catuzkumBikA	catuṣkumbhikā	NO-MATCH	B		B:catuzkizku;B:catuzpaTa		confirmed-missing	2	bhs;sch	1	281,111	0	0	84	
217190	7-340-c	catustridviBAgI	catustridvibhāgī	NO-MATCH	B		B:catuzpuwa;B:catustridvyekaBAga		confirmed-missing	1	sch	0		0	0	137	
217193	7-340-c	catuHsUtrIBAzyaprakASa	catuḥsūtrībhāṣyaprakāśa	NO-MATCH	B		B:catuHsIta;B:catvara		confirmed-missing	1	sch	0		0	0	54	
217202	7-340-c	candrakAntIy	candrakāntīy	stem				candrakAntIya	covered-by-MW-stem-form	0		0		0	0	44	
217206	7-340-d	candracUqIya	candracūḍīya	NO-MATCH	B		B:candracitra;B:candraputra		confirmed-missing	1	sch	0		0	0	112	
217213	7-340-d	candrAdigupti	candrādigupti	NO-MATCH	B		B:candrAtapa;B:candrASma		confirmed-missing	1	sch	0		0	0	45	
217215	7-340-d	candrikAKaRqana	candrikākhaṇḍana	NO-MATCH	B		B:candrASma		confirmed-missing	2	acc;sch	0		0	0	93	
217216	7-340-d	candrikAy	candrikāy	stem				candrikAya	covered-by-MW-stem-form	0		0		0	0	126	
217217	7-340-d	cannuBawwIya	cannubhaṭṭīya	NO-MATCH	B		B:capya		confirmed-missing	1	sch	0		0	0	69	
217220	7-340-d	camakaBAzya	camakabhāṣya	nearform0.91		carakaBAzya		carakaBAzya	near-form-needs-eyes	1	sch	0		0	0	62	
217222	7-340-d	camUha	camūha	NO-MATCH	A		B:camasADvaryu;A:campakaSrezWikaTAnaka		confirmed-missing	1	sch	0		0	0	58	
217225	7-340-d	cayanamUla	cayanamūla	NO-MATCH	B		B:cayana		confirmed-missing	1	sch	0		0	0	193	
217226	7-340-d	cayanAnandapille	cayanānandapille	NO-MATCH	B		B:car		confirmed-missing	1	sch	0		0	0	48	
217228	7-341-a	carakasaMdeSa	carakasaṃdeśa	NO-MATCH	A		B:car;A:caraRaka		confirmed-missing	2	acc;sch	0		0	0	45	
217237	7-341-a	caramaSlokacandrikA	caramaślokacandrikā	NO-MATCH	B		B:caramavayas;B:carAcaraguru		confirmed-missing	1	acc	0		0	0	96	
217239	7-341-a	caritaguRa	caritaguṇa	NO-MATCH	B		B:carAcaraguru;B:caritapUrva		confirmed-missing	1	sch	0		0	0	135	
217249	7-341-a	caryApAda	caryāpāda	nearform0.89		cakrapAda		cakrapAda	confirmed-missing	1	sch	0		0	0	41	add-check:auto-confirmed-false-friend: near form 'cakrapAda' is a separate pw.txt entry at 2-204-a (candidate at 7-341-a) carrying its own distinct sense - omission stands
217251	7-341-a	calAkzara	calākṣara	NO-MATCH	B		B:carvaRa;B:calitasTAna		confirmed-missing	2	acc;sch	0		0	0	72	
217253	7-341-a	calitendriya	calitendriya	NO-MATCH	B		B:calitasTAna;B:cazaka		confirmed-missing	1	sch	0		0	0	44	
217259	7-341-a	cAkzuzIyanItiSAstra	cākṣuṣīyanītiśāstra	NO-MATCH	B		B:cAkzuza		confirmed-missing	2	acc;sch	0		0	0	106	
217260	7-341-a	cAturdvIpaka	cāturdvīpaka	NO-MATCH	B		B:cAturDAkAraRika		confirmed-missing	2	bhs;sch	1	154,1	1	0	112	
217276	7-341-b	cApodara	cāpodara	NO-MATCH	B		B:cApaveda;B:cAmara		confirmed-missing	2	bhs;sch	1	223,133	0	0	162	
217278	7-341-b	cAmarajju	cāmarajju	NO-MATCH	B		B:cAmara;B:cAmIkarIya		confirmed-missing	1	sch	0		0	0	41	
217287	7-341-b	cArumanta	cārumanta	nearform0.94		carmAnta		carmAnta	confirmed-missing	2	bhs;sch	1	180,10	0	0	101	add-check:auto-confirmed-false-friend: near form 'carmAnta' is a separate pw.txt entry at 2-219-c (candidate at 7-341-b) carrying its own distinct sense - omission stands
217303	7-341-c	ciYcaRI	ciñcaṇī	nearform0.86		ciYciRI		ciYciRI	confirmed-missing	0		0		0	0	43	add-check:auto-confirmed-false-friend: near form 'ciYciRI' is a separate pw.txt entry at 2-226-c (candidate at 7-341-c) carrying its own distinct sense - omission stands
217304	7-341-c	ciwiciwAy	ciṭiciṭāy	stem				ciwiciwAya	covered-by-MW-stem-form	0		0		1	0	93	
217318	7-341-c	citrapadDati	citrapaddhati	NO-MATCH	B		B:citrapawa;B:citraBArata		confirmed-missing	1	sch	0		0	0	44	
217320	7-341-c	citray	citray	stem				citraya	covered-by-MW-stem-form	4	cae;ccs;pwg;sch	0		1	0	92	
217321	7-341-c	citraraktapawa	citraraktapaṭa	NO-MATCH	B		B:citrApUrRamAsa		confirmed-missing	2	acc;sch	0		0	0	69	
217327	7-341-c	cidavasAna	cidavasāna	NO-MATCH	B		B:cidambara		confirmed-missing	1	sch	0		0	0	164	
217328	7-341-c	cidekarasa	cidekarasa	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	117	
217329	7-341-c	cidDarman	ciddharman	NO-MATCH	B		B:cint		confirmed-missing	1	sch	0		0	0	114	
217337	7-341-d	ciray	ciray	stem				ciraya	covered-by-MW-stem-form	4	cae;lrv;pwg;sch	0		1	0	101	
217342	7-341-d	cIvaravant	cīvaravant	nearform0.95		cIvaravat		cIvaravat	near-form-needs-eyes	1	sch	0		0	0	58	
217347	7-341-d	cubukapratizWita	cubukapratiṣṭhita	NO-MATCH	B		B:cubukadaGna;B:cumb		confirmed-missing	1	sch	0		0	0	48	
217350	7-341-d	culukI	culukī	stem				culukA;culuka	covered-by-MW-stem-form	2	sch;skd	0		1	1	42	
217354	7-341-d	cUcu	cūcu	nearform0.89		cuccU		cuccU	near-form-needs-eyes	2	sch;stc	0		0	0	83	auto-confirm withheld: near form is a pw cross-reference entry with no own sense
217361	7-341-d	cUlakarman	cūlakarman	nearform0.90		cOlakarman		cOlakarman	near-form-needs-eyes	1	sch	0		0	0	97	
217362	7-341-d	cUlha	cūlha	nearform0.89		cUla		cUla	confirmed-missing	3	cae;ccs;sch	0		0	0	52	add-check:auto-confirmed-false-friend: near form 'cUla' is a separate pw.txt entry at 2-236-a (candidate at 7-341-d) carrying its own distinct sense - omission stands
217364	7-342-a	ceNgi	ceṅgi	NO-MATCH	B		B:cUz		confirmed-missing	1	sch	0		0	0	37	
217365	7-342-a	cetaHparyAyajYAna	cetaḥparyāyajñāna	NO-MATCH	C				confirmed-missing	1	sch	1	14	0	0	135	
217366	7-342-a	cetanAy	cetanāy	nearform0.92		cetanA		cetanA	near-form-needs-eyes	0		0		0	0	182	
217370	7-342-a	cezwi	ceṣṭi	stem				cezw;cezwA;cezwa	covered-by-MW-stem-form	1	sch	0		1	0	76	
217371	7-342-a	cEkkasa	caikkasa	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	100	
217372	7-342-a	cEtanaka	caitanaka	nearform0.80		cEtanya		cEtanya	near-form-needs-eyes	2	bhs;sch	1	260,10	0	0	149	auto-confirm withheld: a case-folded MW headword exists (Akalita/akalita trap: SLP1 case is phonemic) - needs eyes
217373	7-342-a	cEtradaRqika	caitradaṇḍika	nearform0.83		citradaRqaka		citradaRqaka	confirmed-missing	2	bhs;sch	1	186,65	0	0	112	add-check:auto-confirmed-false-friend: near form 'citradaRqaka' is a separate pw.txt entry at 2-229-a (candidate at 7-342-a) carrying its own distinct sense - omission stands
217379	7-342-a	corapaYcASat	corapañcāśat	NO-MATCH	B		B:codana;B:colaka		confirmed-missing	1	sch	0		0	0	44	
217381	7-342-a	colacarita	colacarita	NO-MATCH	B		B:colaka;B:colapawwaka		confirmed-missing	2	acc;sch	0		0	0	42	
217383	7-342-a	colapparAjIya	colapparājīya	NO-MATCH	B		B:colapawwaka;B:cOtapallava		confirmed-missing	2	acc;sch	0		0	0	45	
217390	7-342-a	cyutisaMkrama	cyutisaṃkrama	NO-MATCH	B		B:cyu		confirmed-missing	1	sch	1	148,13	0	0	122	
217391	7-342-a	cyutyupapatti	cyutyupapatti	NO-MATCH	B		B:CagalAntrI		confirmed-missing	1	sch	1	7	0	0	138	
217394	7-342-b	CaRqikAvArika	chaṇḍikāvārika	NO-MATCH	B		B:CagalikA		confirmed-missing	1	sch	1	274,20	0	0	119	
217395	7-342-b	CaRqIkalpa	chaṇḍīkalpa	NO-MATCH	B		B:CattropAnaha		confirmed-missing	1	sch	0		0	0	61	
217402	7-342-b	Cadizmant	chadiṣmant	nearform0.94		Cadizmat		Cadizmat	near-form-needs-eyes	1	sch	0		0	0	63	
217405	7-342-b	CandadAyaka	chandadāyaka	NO-MATCH	A		A:CandaHpratizWAna		confirmed-missing	1	sch	1	281,207	0	0	111	
217406	7-342-b	CandapariSudDi	chandapariśuddhi	NO-MATCH	C				confirmed-missing	1	sch	1	265,19	0	0	118	
217407	7-342-b	CandapratyudDAra	chandapratyuddhāra	NO-MATCH	C				confirmed-missing	1	sch	1	261,57	0	0	146	
217408	7-342-b	CandavAsin	chandavāsin	NO-MATCH	C				confirmed-missing	1	sch	1	281,248	0	0	122	
217409	7-342-b	CandaHSloka	chandaḥśloka	NO-MATCH	C				confirmed-missing	2	acc;sch	0		0	0	79	
217410	7-342-b	CandoBaNgavant	chandobhaṅgavant	nearform0.96		CandoBaNgavat		CandoBaNgavat	near-form-needs-eyes	1	sch	0		0	0	46	
217412	7-342-b	CandombuDi	chandombudhi	NO-MATCH	B		B:CandoBAga;B:CamaRqala		confirmed-missing	1	acc	0		0	0	103	
217414	7-342-b	Card	chard	stem				Carda;Cardi	covered-by-MW-stem-form	11	ap;ap90;ben;bop;bur;ccs;lrv;md;mw72;pwg;sch	0		0	0	109	
217420	7-342-b	CAyApatti	chāyāpatti	NO-MATCH	B		B:CAya;B:CAyApaTa		confirmed-missing	1	sch	0		0	0	294	
217422	7-342-c	CAyApuruzAvaboDana	chāyāpuruṣāvabodhana	NO-MATCH	B		B:CAyApaTa;B:Cid		confirmed-missing	2	acc;sch	0		0	0	50	
217426	7-342-c	Cinnaplotika	chinnaplotika	NO-MATCH	A		A:CinnakarRa;B:CinnaBakta		confirmed-missing	1	sch	1	63,27	0	0	110	
217428	7-342-c	CinnamastakI	chinnamastakī	stem				CinnamastakA	covered-by-MW-stem-form	1	sch	0		0	0	72	
217430	7-342-c	CurikAlakzaRa	churikālakṣaṇa	NO-MATCH	B		B:Cur;B:Cowana		confirmed-missing	2	acc;sch	0		0	0	45	
217436	7-342-c	jagatsUtravAdArTa	jagatsūtravādārtha	NO-MATCH	B		B:jagatkAraRakAraRa;B:jagDa		confirmed-missing	2	acc;sch	0		0	0	166	
217439	7-342-c	jaGna	jaghna	stem				jaGni;jaGnu	covered-by-MW-stem-form	1	sch	0		0	0	94	
217442	7-342-c	jawAdarpaRa	jaṭādarpaṇa	nearform0.87		jYAnadarpaRa		jYAnadarpaRa	confirmed-missing	2	acc;sch	0		0	0	57	add-check:auto-confirmed-false-friend: near form 'jYAnadarpaRa' is a separate pw.txt entry at 2-276-b (candidate at 7-342-c) carrying its own distinct sense - omission stands
217443	7-342-c	jawApura	jaṭāpura	nearform0.88		jawAsura		jawAsura	confirmed-missing	2	bhs;sch	0		0	0	114	add-check:auto-confirmed-false-friend: near form 'jawAsura' is a separate pw.txt entry at 2-248-c (candidate at 7-342-c) carrying its own distinct sense - omission stands
217444	7-342-c	jawAmaRi	jaṭāmaṇi	NO-MATCH	C				confirmed-missing	2	acc;sch	0		0	0	55	
217445	7-342-c	jawAmaha	jaṭāmaha	NO-MATCH	B		B:jawAvallI		confirmed-missing	1	sch	1	229	0	0	102	
217447	7-342-c	jawAsidDAntacandrikA	jaṭāsiddhāntacandrikā	NO-MATCH	B		B:jawAvallI		confirmed-missing	2	acc;sch	0		0	0	52	
217448	7-342-c	jawilay	jaṭilay	stem				jawilaya	covered-by-MW-stem-form	2	pwg;sch	0		1	0	45	
217449	7-342-c	jawiSilAmAhAtmya	jaṭiśilāmāhātmya	NO-MATCH	B		B:jaWarajvalana		confirmed-missing	2	acc;sch	0		0	0	48	
217458	7-342-d	janapadakalyARa	janapadakalyāṇa	NO-MATCH	B		B:jananATa;B:janapadaGAtaka		confirmed-missing	1	sch	1	245,1222	0	0	108	
217465	7-342-d	janimant	janimant	nearform0.93		janiman		janiman	confirmed-missing	5	cae;ccs;pwg;sch;stc	0		0	0	44	add-check:auto-confirmed-false-friend: near form 'janiman' is a separate pw.txt entry at 2-252-a (candidate at 7-342-d) carrying its own distinct sense - omission stands
217470	7-342-d	janmagaha	janmagaha	nearform0.89		janmagfha		janmagfha	confirmed-missing	0		0		0	0	74	add-check:auto-confirmed-false-friend: near form 'janmagfha' is a separate pw.txt entry at 2-252-b (candidate at 7-342-d) carrying its own distinct sense - omission stands
217472	7-342-d	janmatapovidyAcAravarRASramavant	janmatapovidyācāravarṇāśramavant	NO-MATCH	B		B:janmacitraka;B:janman		confirmed-missing	1	sch	0		0	0	64	
217477	7-342-d	janmavarzAdiPala	janmavarṣādiphala	NO-MATCH	B		B:janmabanDa;B:janya		confirmed-missing	2	acc;sch	0		0	0	48	
217482	7-343-a	jambUsvAmi	jambūsvāmi	nearform0.95		jambUsvAmin		jambUsvAmin	confirmed-missing	1	sch	0		0	0	42	add-check:auto-confirmed-false-friend: near form 'jambUsvAmin' is a separate pw.txt entry at 2-254-a (candidate at 7-343-a) carrying its own distinct sense - omission stands
217484	7-343-a	jamBam	jambham	stem				jamB;jamBA;jamBI	covered-by-MW-stem-form	1	sch	0		0	1	80	
217487	7-343-a	jamBi	jambhi	stem				jamB;jamBA;jamBI	covered-by-MW-stem-form	2	bhs;sch	1	189,25	0	0	94	
217491	7-343-a	jayapUrva	jayapūrva	NO-MATCH	B		B:jayantI;B:jayabAhu		confirmed-missing	1	sch	0		0	0	41	
217494	7-343-a	jayarAmIya	jayarāmīya	nearform0.80		jaWarAmaya		jaWarAmaya	near-form-needs-eyes	1	sch	0		0	0	42	
217495	7-343-a	jayavant	jayavant	nearform0.93		jayavat		jayavat	near-form-needs-eyes	3	ben;pwg;sch	0		0	0	40	
217513	7-343-a	jalaruhekzaRA	jalaruhekṣaṇā	stem				jalaruhekzaRa	covered-by-MW-stem-form	0		0		0	0	45	
217520	7-343-a	jalodanapaYcaka	jalodanapañcaka	NO-MATCH	B		B:jalAmatra		confirmed-missing	2	acc;sch	0		0	0	47	
217521	7-343-a	jalpAkay	jalpākay	nearform0.93		jalpAka		jalpAka	confirmed-missing	0		0		0	0	113	add-check:auto-confirmed-false-friend: near form 'jalpAka' is a separate pw.txt entry at 2-260-c (candidate at 7-343-a) carrying its own distinct sense - omission stands
217523	7-343-b	javanaprajYa	javanaprajña	NO-MATCH	B		B:jau;B:javita		confirmed-missing	1	sch	1	48,29	0	0	105	
217529	7-343-b	jANgalIka	jāṅgalīka	nearform1.00		jANgalika		jANgalika	covered-by-fold-twin-flagged	1	sch	0		0	0	90	case/vowel-length twin of MW form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
217531	7-343-b	jAqyavant	jāḍyavant	NO-MATCH	B		B:jAqAyana;B:jAtaka		confirmed-missing	1	sch	0		0	0	41	
217539	7-343-b	jAtiKaRqana	jātikhaṇḍana	NO-MATCH	A		A:jAtavedas;A:jAtyantarIyaka		confirmed-missing	2	acc;sch	0		0	0	64	
217543	7-343-b	jAnana	jānana	nearform1.00		jAnAna		jAnAna	covered-by-fold-twin-flagged	5	bhs;sch;shs;wil;yat	1	101,12	0	0	103	case/vowel-length twin of MW form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
217551	7-343-b	jAyAMpatika	jāyāṃpatika	nearform1.00		jAyAmpatika		jAyAmpatika	covered-by-fold-twin-flagged	1	bhs	0		1	0	107	case/vowel-length twin of MW form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
217556	7-343-c	jAlImAMsa	jālīmāṃsa	NO-MATCH	B		B:jAlin		confirmed-missing	1	sch	0		0	0	68	
217557	7-343-c	jAva	jāva	stem				jAvan;jAvat	covered-by-MW-stem-form	2	bhs;sch	1	104,82	0	0	75	
217558	7-343-c	jAvita	jāvita	nearform1.00		javita		javita	covered-by-fold-twin-flagged	2	bhs;sch	1	217,27	0	0	77	case/vowel-length twin of MW form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
217562	7-343-c	jijYAsTi	jijñāsthi	nearform0.80		jijYAsA		jijYAsA	confirmed-missing	3	pwg;sch;vcp	0		0	0	253	add-check:auto-confirmed-false-friend: near form 'jijYAsA' is a separate pw.txt entry at 2-267-a (candidate at 7-343-c) carrying its own distinct sense - omission stands
217567	7-343-c	jihIrizu	jihīriṣu	nearform0.93		jihIrzu		jihIrzu	confirmed-missing	1	sch	0		0	0	40	add-check:auto-confirmed-false-friend: near form 'jihIrzu' is a separate pw.txt entry at 2-268-b (candidate at 7-343-c) carrying its own distinct sense - omission stands
217569	7-343-c	jihvAniScAraka	jihvāniścāraka	NO-MATCH	A		A:jihmakArin		confirmed-missing	1	sch	1	263,58	0	0	117	
217570	7-343-c	jihvAsPowakam	jihvāsphoṭakam	NO-MATCH	B		B:jIrvi		confirmed-missing	1	sch	1	263,63	0	0	113	
217584	7-343-d	jIvantiSUlA	jīvantiśūlā	nearform0.82		jIvantiSAka		jIvantiSAka	near-form-needs-eyes	1	sch	0		0	0	178	
217589	7-343-d	jIvAntarhita	jīvāntarhita	NO-MATCH	B		B:jIvAtu;B:jIviteSa		confirmed-missing	1	sch	0		0	0	163	
217593	7-343-d	juka	juka	nearform0.89		juzka		juzka	near-form-needs-eyes	1	sch	0		0	0	56	auto-confirm withheld: a case-folded MW headword exists (Akalita/akalita trap: SLP1 case is phonemic) - needs eyes
217596	7-343-d	jumbakA	jumbakā	stem				jumbaka	covered-by-MW-stem-form	1	sch	0		0	0	174	
217597	7-343-d	juzARavant	juṣāṇavant	nearform0.95		juzARavat		juzARavat	near-form-needs-eyes	1	sch	0		0	0	60	
217605	7-343-d	jozwra	joṣṭra	NO-MATCH	B		B:jomA;B:jYapti		confirmed-missing	1	sch	0		1	0	57	
217617	7-344-a	jYAnavatI	jñānavatī	nearform0.94		jYAnavat		jYAnavat	near-form-needs-eyes	2	bhs;sch	1	25,2	0	1	127	
217620	7-344-a	jYAnAnuparivartin	jñānānuparivartin	NO-MATCH	B		B:jYAnAgni;B:jYApti		confirmed-missing	1	sch	1	9,14	0	0	122	
217636	7-344-b	jyot	jyot	stem				jyotA;jyotI;jyoti	covered-by-MW-stem-form	1	sch	0		0	0	121	
217638	7-344-b	jyotirjyotizparAyaRa	jyotirjyotiṣparāyaṇa	NO-MATCH	A		A:jyotayamAmaka;B:jyotirBAga		confirmed-missing	1	sch	1	147,4	0	0	90	
217640	7-344-b	jyotizpaTa	jyotiṣpatha	nearform0.86		jyotizpakza		jyotizpakza	confirmed-missing	1	sch	0		0	0	42	add-check:auto-confirmed-false-friend: near form 'jyotizpakza' is a separate pw.txt entry at 2-279-a (candidate at 7-344-b) carrying its own distinct sense - omission stands
217641	7-344-b	jyotizpraBaratna	jyotiṣprabharatna	NO-MATCH	C				confirmed-missing	1	sch	1	235,21	0	0	147	
217642	7-344-b	jyotizmati	jyotiṣmati	stem				jyotizmatI	covered-by-MW-stem-form	1	bhs	1	23,54	0	1	125	
217643	7-344-b	jyotistamaHparAyaRa	jyotistamaḥparāyaṇa	NO-MATCH	B		B:jyotIrasa		confirmed-missing	1	sch	1	147,3	0	0	89	
217647	7-344-b	jvalanolka	jvalanolka	NO-MATCH	B		B:jvalana;B:jvalita		confirmed-missing	2	bhs;sch	1	21,94	0	0	118	
217650	7-344-b	Jakawa	jhakaṭa	NO-MATCH	A		A:jvAla		confirmed-missing	1	sch	0		0	0	38	
217651	7-344-b	JaMkfti	jhaṃkṛti	nearform0.86		JAMkfta		JAMkfta	confirmed-missing	4	cae;ccs;lrv;sch	0		0	0	85	add-check:auto-confirmed-false-friend: near form 'JAMkfta' is a separate pw.txt entry at 2-281-c (candidate at 7-344-b) carrying its own distinct sense - omission stands
217653	7-344-b	JalaYJalA	jhalañjhalā	NO-MATCH	B		B:Jara;B:JallIkA		confirmed-missing	8	ap;bur;lrv;sch;shs;vcp;wil;yat	0		0	0	143	
217664	7-344-b	qItara	ḍītara	NO-MATCH	B		B:qimBa;B:Qakka		confirmed-missing	4	mw72;pwg;sch;vcp	0		1	0	43	
217667	7-344-b	QuRQika	ḍhuṇḍhika	stem				QuRQikA	covered-by-MW-stem-form	1	sch	0		0	0	39	
217678	7-344-c	taqAGAta	taḍāghāta	nearform1.00		tAqaGAta		tAqaGAta	covered-by-fold-twin-flagged	9	lrv;mw72;pwg;sch;shs;stc;vcp;wil;yat	0		0	0	93	case/vowel-length twin of MW form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
217679	7-344-c	taqilleKAy	taḍillekhāy	nearform0.95		taqilleKA		taqilleKA	near-form-needs-eyes	0		0		0	0	106	auto-confirm withheld: near form is a pw cross-reference entry with no own sense
