sup7_headword	class	verdict	pw_L	pw_pc	pwkvn_L	pwkvn_pc	bhs_L	bhs_pc	mahavy	mahavy_refs	corr_n	corr_dicts	review_note
maYjaray	never-seen	covered-by-MW-stem-form	593476	5-262-c	25822	5-262-c			0		0		MW99 stem-family forms: maYjaraya; named false-positive class: denominal -aya verb stem (MW handles under root/verb apparatus, not as a separate headword)
maYjulI	never-seen	covered-by-MW-stem-form	635710	7-366-b	67654	7-366-b			0		1	sch	MW99 stem-family forms: maYjulA;maYjula
madeha	never-seen	confirmed-missing	640205	7-380-a	72046	7-380-a			0		0		
madguka	never-seen	confirmed-missing	635840	7-366-c	67780	7-366-c			0		1	sch	
madodaka	never-seen	confirmed-missing	593518	5-262-c	25864	5-262-c			0		1	sch	
mahAhatamanda	never-seen	confirmed-missing	636275	7-367-c	68212	7-367-c	11910	427,1	0		2	bhs;sch	
mahant	never-seen	covered-by-MW-stem-form	347923	5-040-c	29572	6-305-a			0		8	ben;cae;ccs;fri;ieg;lan;pwg;sch	MW99 stem-family forms: mahanta
mahardDika	never-seen	confirmed-missing	348000	5-041-a	68086	7-367-b	11648	421,1	0		4	bhs;cae;pwg;sch	
mahardDimant	never-seen	confirmed-missing	348011	5-041-b	68089	7-367-b			0		2	pwg;sch	
mahasvasara	never-seen	confirmed-missing	593632	5-263-b	25978	5-263-b			0		1	sch	
mahaviSva	never-seen	confirmed-missing	597248	6-305-a	29575	6-305-a			0		1	sch	
majman	never-seen	confirmed-missing	635698	7-366-a	67642	7-366-a			0		6	ben;cae;ccs;gra;sch;vcp	
malay	never-seen	covered-by-MW-stem-form	642969	7-389-c	74788	7-389-c			0		0		MW99 stem-family forms: malayA;malayU;malaya; named false-positive class: denominal -aya verb stem (MW handles under root/verb apparatus, not as a separate headword)
mananavant	never-seen	confirmed-missing	593563	5-263-a	25909	5-263-a			0		1	sch	
mandayitar	never-seen	confirmed-missing	593581	5-263-a	25927	5-263-a			0		1	sch	
manmaTavant	never-seen	confirmed-missing	636035	7-367-a	67972	7-367-a			0		1	sch	
mar	never-seen	covered-by-MW-stem-form	345321	5-031-c	67993	7-367-a			0		7	ae;bor;ccs;fri;gra;pwg;sch	MW99 stem-family forms: marI;mara;maru
marS	never-seen	covered-by-MW-stem-form	346544	5-036-b	74782	7-389-c			0		4	ccs;fri;pwg;sch	MW99 stem-family forms: marSa
mard	never-seen	covered-by-MW-stem-form	346214	5-035-a	68026	7-367-a			0		4	ccs;fri;pwg;sch	MW99 stem-family forms: marda
martyI	never-seen	covered-by-MW-stem-form	593611	5-263-a	25957	5-263-a			0		1	sch	MW99 stem-family forms: martyA;martya
maryAs	never-seen	confirmed-missing	636098	7-367-b	68035	7-367-b			0		1	sch	
mataNgasarasa	never-seen	confirmed-missing	635797	7-366-b	67738	7-366-b			0		1	sch	
matisAgara	never-seen	confirmed-missing	593503	5-262-c	25849	5-262-c			0		1	sch	
meRqya	never-seen	confirmed-missing	593775	5-263-c	26119	5-263-c			0		1	sch	
melanduka	never-seen	covered-by-fold-twin-flagged	367582	5-107-a	68692	7-369-a	12288	439,2	0		2	bhs;sch	case/vowel-length twin of an MW99 form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
merukadambaka	never-seen	confirmed-missing	593781	5-263-c	26125	5-263-c			0		1	sch	
mfdumaDya	never-seen	covered-by-MW-stem-form	636733	7-369-a	68653	7-369-a			0		1	sch	MW99 stem-family forms: mfdumaDyA
mfgAramAtar	never-seen	confirmed-missing	636712	7-368-d	68632	7-368-d	12221	438,1	0		2	bhs;sch	
mfgAruvrata	never-seen	confirmed-missing	636715	7-368-d	68635	7-368-d			0		1	sch	
mfqIcI	never-seen	confirmed-missing	636721	7-369-a	68641	7-369-a			0		1	sch	
moGAy	never-seen	covered-by-MW-stem-form	593796	5-264-a	26140	5-264-a			0		0		MW99 stem-family forms: moGAya
mudray	never-seen	covered-by-MW-stem-form	362233	5-089-c	68563	7-368-d			0		4	cae;ccs;pwg;sch	MW99 stem-family forms: mudraya; named false-positive class: denominal -aya verb stem (MW handles under root/verb apparatus, not as a separate headword)
mukurAy	never-seen	covered-by-MW-stem-form	636536	7-368-b	68461	7-368-b			0		0		MW99 stem-family forms: mukurAya
murucikA	never-seen	confirmed-missing	636651	7-368-d	68572	7-368-d	12157	435,1	1	273	2	bhs;sch	MAHAVY 273,47
musuntikA	never-seen	confirmed-missing	636660	7-368-d	68581	7-368-d			1	245	1	sch	MAHAVY 245,667
mutsarI	never-seen	confirmed-missing	597326	6-305-b	29650	6-305-b			0		1	sch	
muzwiGAtam	never-seen	covered-by-MW-stem-form	593754	5-263-c	26098	5-263-c			0		1	sch	MW99 stem-family forms: muzwiGAta
nAmANkita	never-seen	confirmed-missing	596603	6-302-c	28930	6-302-c			0		2	cae;sch	
nAnAgneya	never-seen	confirmed-missing	630276	7-352-b	62275	7-352-b			0		1	sch	
nAnAratnAkaravant	never-seen	confirmed-missing	592005	5-257-c	24355	5-257-c			0		1	sch	
nApinaBARqa	never-seen	confirmed-missing	630330	7-352-b	62329	7-352-b			1	273	0		MAHAVY 273,99
nArIy	never-seen	covered-by-MW-stem-form	592017	5-257-c	24367	5-257-c			0		0		MW99 stem-family forms: nArIya
nArikelI	never-seen	covered-by-MW-stem-form	238700	3-197-c	62368	7-352-c			0		2	lrv;sch	MW99 stem-family forms: nArikela
nAtimudAvant	never-seen	confirmed-missing	586579	4-300-c	18970	4-300-c			0		1	sch	
nAtiprasIdant	never-seen	confirmed-missing	596585	6-302-c	28912	6-302-c			0		2	sch;stc	
nEhArika	never-seen	confirmed-missing	592257	5-258-b	24604	5-258-b			0		1	sch	
nEjAmazAha	never-seen	confirmed-missing	592239	5-258-b	24586	5-258-b			0		1	sch	
nEmittaka	never-seen	confirmed-missing	631187	7-354-c	63175	7-354-c	8679	312,1	0		2	bhs;sch	
nEvaSEkzASEkza	never-seen	confirmed-missing	631220	7-354-c	63208	7-354-c			1	95	1	sch	MAHAVY 95,10
nIhArAdri	never-seen	confirmed-missing	631099	7-354-b	63088	7-354-b			0		1	sch	
nIhAragiri	never-seen	confirmed-missing	631096	7-354-b	63085	7-354-b			0		1	sch	
nIkz	never-seen	covered-by-fold-twin-flagged	596669	6-303-a	28996	6-303-a			0		1	sch	case/vowel-length twin of an MW99 form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
nOcakrIvant	never-seen	confirmed-missing	586690	4-301-b	19081	4-301-b			0		1	sch	
nOnetar	never-seen	confirmed-missing	631268	7-354-d	63256	7-354-d			0		1	sch	
nOsaMkama	never-seen	confirmed-missing	631280	7-354-d	63268	7-354-d			0		0		
nadasy	never-seen	covered-by-MW-stem-form	629994	7-351-c	62002	7-351-c			0		0		MW99 stem-family forms: nadasya
naktaMBojin	never-seen	confirmed-missing	586540	4-300-c	18934	4-300-c			0		1	sch	
nakulAQyA	never-seen	confirmed-missing	230927	3-172-a	16324	3-264-c			0		4	pwg;sch;skd;vcp	
nandanaBawwAcArya	never-seen	confirmed-missing	591912	5-257-b	24262	5-257-b			0		1	sch	
nandimitra	never-seen	confirmed-missing	591915	5-257-b	24265	5-257-b			0		1	sch	
nanditA	never-seen	confirmed-missing	596564	6-302-c	28891	6-302-c			0		1	sch	
naraMmanya	never-seen	covered-by-fold-twin-flagged	234077	3-182-b	62098	7-351-d			0		2	pwg;sch	case/vowel-length twin of an MW99 form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
narajANgala	never-seen	covered-by-fold-twin-flagged	642622	7-388-c	74443	7-388-c			0		2	cae;sch	case/vowel-length twin of an MW99 form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
narakavartman	never-seen	confirmed-missing	630091	7-351-d	62092	7-351-d			0		1	sch	
narmAlI	never-seen	confirmed-missing	591945	5-257-b	24295	5-257-b			0		1	sch	
nart	never-seen	covered-by-MW-stem-form	234363	3-183-b	62110	7-351-d			0		3	ccs;pwg;sch	MW99 stem-family forms: nartU;narta
natravAr	never-seen	confirmed-missing	631150	7-354-c	63139	7-354-c			0		0		
navAlAbu	never-seen	confirmed-missing	583937	3-264-c	16348	3-264-c			0		1	sch	
navalakzaRa	never-seen	confirmed-missing	591951	5-257-b	24301	5-257-b			0		2	sch;vcp	
navayoga	never-seen	confirmed-missing	586573	4-300-c	18964	4-300-c			0		1	sch	
nayahIna	never-seen	confirmed-missing	583928	3-264-c	16339	3-264-c			0		3	cae;ccs;sch	
nayanAyuDa	never-seen	confirmed-missing	630076	7-351-d	62077	7-351-d			0		1	sch	
nayanavant	never-seen	confirmed-missing	642619	7-388-c	74440	7-388-c			0		2	cae;sch	
niBftI	never-seen	covered-by-MW-stem-form	586618	4-301-a	19009	4-301-a			0		1	sch	MW99 stem-family forms: niBftA;niBfta;niBftam
niDAtar	never-seen	confirmed-missing	240841	3-204-c	24412	5-257-c			0		2	pwg;sch	
niHsaraDArA	never-seen	confirmed-missing	630993	7-354-a	62992	7-354-a			1	195	1	sch	MAHAVY 195,25
niHsaraRIya	never-seen	confirmed-missing	630990	7-354-a	62989	7-354-a	8612	310,1	1	82	2	bhs;sch	MAHAVY 82,1
niSAdAru	never-seen	confirmed-missing	246044	3-223-a	28954	6-302-c			0		1	sch	
niScikIrzA	never-seen	confirmed-missing	630831	7-353-c	62830	7-353-c	8520	306,2	1	127	2	bhs;sch	MAHAVY 127,15
niSvAsAy	never-seen	confirmed-missing	642679	7-388-c	74500	7-388-c			0		1	sch	
nicCuraRa	never-seen	confirmed-missing	596609	6-302-c	28936	6-302-c			0		2	sch;stc	
nigarhaRIya	never-seen	confirmed-missing	630450	7-352-c	62449	7-352-c	8228	295,1	1	265	2	bhs;sch	MAHAVY 265,5
nihrAdavant	never-seen	confirmed-missing	631008	7-354-a	63007	7-354-a			0		1	sch	
nijAma	never-seen	confirmed-missing	592044	5-257-c	24394	5-257-c			0		1	sch	
nikvARa	never-seen	covered-by-fold-twin-flagged	239669	3-200-c	24382	5-257-c			0		5	lrv;pwg;sch;stc;vcp	case/vowel-length twin of an MW99 form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
nimnay	never-seen	covered-by-MW-stem-form	642661	7-388-c	74482	7-388-c			0		0		MW99 stem-family forms: nimnaya; named false-positive class: denominal -aya verb stem (MW handles under root/verb apparatus, not as a separate headword)
nipAnI	never-seen	covered-by-MW-stem-form	630528	7-352-d	62527	7-352-d			0		1	sch	MW99 stem-family forms: nipAna
nirBasmita	never-seen	confirmed-missing	592113	5-258-a	24463	5-258-a			0		1	sch	
nirDavana	never-seen	confirmed-missing	596621	6-302-c	28948	6-302-c			0		1	sch	
nirUzmaka	never-seen	confirmed-missing	630621	7-353-a	62620	7-353-a			0		1	sch	
niraBisaDAna	never-seen	confirmed-missing	630573	7-353-a	62572	7-353-a			0		0		
nirgrahasTAna	never-seen	confirmed-missing	630645	7-353-a	62644	7-353-a			1	200	1	sch	MAHAVY 200,18
nirjalamInAy	never-seen	covered-by-MW-stem-form	586633	4-301-a	19024	4-301-a			0		0		MW99 stem-family forms: nirjalamInAya
nirktara	never-seen	confirmed-missing	592092	5-258-a	24442	5-258-a			0		0		
nirnIrita	never-seen	confirmed-missing	642667	7-388-c	74488	7-388-c			0		1	sch	
nirnidray	never-seen	confirmed-missing	592104	5-258-a	24454	5-258-a			0		0		named false-positive class: denominal -aya verb stem (MW handles under root/verb apparatus, not as a separate headword)
nirodDar	never-seen	confirmed-missing	586630	4-301-a	19021	4-301-a			0		2	ccs;sch	
nirokAra	never-seen	confirmed-missing	630633	7-353-a	62632	7-353-a			0		0		
nirudDapakaSa	never-seen	confirmed-missing	243089	3-213-a	16381	3-265-a			0		1	sch	
nirvaska	never-seen	confirmed-missing	630735	7-353-b	62734	7-353-b			0		1	sch	
nisamIkzA	never-seen	confirmed-missing	596648	6-303-a	28975	6-303-a			0		1	sch	
nistArayitar	never-seen	confirmed-missing	630969	7-354-a	62968	7-354-a			0		1	sch	
nivAsAcArya	never-seen	confirmed-missing	245734	3-222-a	24481	5-258-a			0		1	sch	
nivfttasaMtApIya	never-seen	confirmed-missing	592134	5-258-a	24484	5-258-a			0		1	sch	
nizWIvitA	never-seen	covered-by-MW-stem-form	642688	7-388-c	74509	7-388-c			0		1	sch	MW99 stem-family forms: nizWIvita
nizade	never-seen	covered-by-MW-stem-form	596633	6-303-a	28960	6-303-a			0		1	sch	MW99 stem-family forms: nizad;nizada
nizeDayitar	never-seen	confirmed-missing	630867	7-353-d	62866	7-353-d			0		1	sch	
nizekavicara	never-seen	covered-by-fold-twin-flagged	583982	3-265-b	16393	3-265-b			0		1	sch	case/vowel-length twin of an MW99 form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
nizkuwaka	never-seen	confirmed-missing	592155	5-258-a	24505	5-258-a			0		1	sch	
nizpatayAlu	never-seen	confirmed-missing	592158	5-258-a	24508	5-258-a			0		1	sch	
nizpraBita	never-seen	confirmed-missing	592167	5-258-a	24517	5-258-a			0		1	sch	
nizpramanda	never-seen	confirmed-missing	630951	7-354-a	62950	7-354-a			0		1	sch	
nizputrI	never-seen	covered-by-MW-stem-form	586666	4-301-a	19057	4-301-a			0		1	sch	MW99 stem-family forms: nizputra
nyAyaprasUnAYjali	never-seen	confirmed-missing	586699	4-301-b	19090	4-301-b			0		1	sch	
oGI	never-seen	covered-by-MW-stem-form	590168	5-251-a	22540	5-251-a			0		1	sch	MW99 stem-family forms: oGa
oMkAracaturTa	never-seen	confirmed-missing	619315	7-328-b	51505	7-328-b			0		1	sch	
oMkAravAda	never-seen	confirmed-missing	576914	2-296-c	9343	2-296-c			0		2	acc;sch	
ojApratyAhAriRI	never-seen	confirmed-missing	619327	7-328-b	51517	7-328-b			1	197	1	sch	MAHAVY 197
ojaskAra	never-seen	confirmed-missing	619324	7-328-b	51514	7-328-b			0		1	sch	
oqigalla	never-seen	confirmed-missing	585697	4-297-b	18097	4-297-b	4193	159,1	0		2	bhs;sch	
ozaDrivanaspatimant	never-seen	confirmed-missing	619351	7-328-b	51541	7-328-b			0		0		
pARigfhItA	never-seen	covered-by-MW-stem-form	270591	4-063-c	24922	5-259-c			0		1	sch	MW99 stem-family forms: pARigfhIta
pARquray	never-seen	covered-by-MW-stem-form	592594	5-259-c	24940	5-259-c			0		0		MW99 stem-family forms: pARquraya; named false-positive class: denominal -aya verb stem (MW handles under root/verb apparatus, not as a separate headword)
pARqvAti	never-seen	confirmed-missing	632393	7-357-c	64363	7-357-c			0		0		
pASAy	never-seen	covered-by-MW-stem-form	632561	7-358-a	64531	7-358-a			0		0		MW99 stem-family forms: pASAya
pAWAntaray	never-seen	covered-by-MW-stem-form	592570	5-259-c	24916	5-259-c			0		0		MW99 stem-family forms: pAWAntaraya; named false-positive class: denominal -aya verb stem (MW handles under root/verb apparatus, not as a separate headword)
pAjipakzin	never-seen	confirmed-missing	592555	5-259-c	24901	5-259-c			0		1	sch	
pAlIza	never-seen	confirmed-missing	586872	4-302-a	19261	4-302-a			0		1	sch	
pArAvArajalAy	never-seen	confirmed-missing	632501	7-358-a	64471	7-358-a			0		1	sch	
pAruzyaka	never-seen	confirmed-missing	632525	7-358-a	64495	7-358-a	9460	343,2	0		2	bhs;sch	
pArzRiyantar	never-seen	confirmed-missing	632543	7-358-a	64513	7-358-a			0		1	sch	
pAtI	never-seen	covered-by-MW-stem-form	632411	7-357-d	64381	7-357-d			1	197	1	sch	MW99 stem-family forms: pAt;pAta;pAtf
pAtrAvalehakam	never-seen	confirmed-missing	632426	7-357-d	64396	7-357-d			1	263	1	sch	MAHAVY 263,65
pElottika	never-seen	confirmed-missing	633210	7-359-d	65176	7-359-d	9794	354,2	1	281	2	bhs;sch	MAHAVY 281,242
pIWAy	never-seen	covered-by-MW-stem-form	632696	7-358-c	64666	7-358-c			0		0		MW99 stem-family forms: pIWAya
pIpAsAvant	never-seen	confirmed-missing	632711	7-358-c	64678	7-358-c			0		0		
pOroqASIya	never-seen	confirmed-missing	633261	7-359-d	65224	7-359-d			0		1	sch	
pOsya	never-seen	confirmed-missing	633240	7-359-d	65203	7-359-d			0		0		
pUlaka	never-seen	covered-by-fold-twin-flagged	285848	4-115-c	74614	7-389-a			0		6	cae;ieg;lrv;pwg;sch;vcp	case/vowel-length twin of an MW99 form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
pUrRAmftAMSu	never-seen	confirmed-missing	633063	7-359-b	65029	7-359-b			0		1	sch	
pUraRadvitIyA	never-seen	covered-by-fold-twin-flagged	633033	7-359-b	64999	7-359-b			0		1	sch	case/vowel-length twin of an MW99 form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
pUrowi	never-seen	covered-by-fold-twin-flagged	592777	5-260-b	25123	5-260-b			0		1	sch	case/vowel-length twin of an MW99 form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
pUtkfta	never-seen	covered-by-fold-twin-flagged	633027	7-359-b	64993	7-359-b			0		1	sch	case/vowel-length twin of an MW99 form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
paNkapezam	never-seen	confirmed-missing	592287	5-258-c	24634	5-258-c			0		1	sch	
paNkay	never-seen	covered-by-MW-stem-form	253878	4-003-b	63373	7-355-a			0		1	sch	MW99 stem-family forms: paNkaya; named false-positive class: denominal -aya verb stem (MW handles under root/verb apparatus, not as a separate headword)
paRAy	never-seen	covered-by-MW-stem-form	256715	4-012-c	63529	7-355-c			0		4	cae;ccs;pwg;sch	MW99 stem-family forms: paRAyA;paRAya
paRitaka	never-seen	covered-by-fold-twin-flagged	631546	7-355-c	63532	7-355-c	8799	316,2	1	281	2	bhs;sch	case/vowel-length twin of an MW99 form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
paTikAy	never-seen	covered-by-MW-stem-form	631628	7-355-d	63610	7-355-d			0		1	sch	MW99 stem-family forms: paTikAya
paYcacUqaka	never-seen	confirmed-missing	592302	5-258-c	24649	5-258-c			0		1	sch	
paYcagfhItin	never-seen	covered-by-fold-twin-flagged	586723	4-301-b	19114	4-301-b			0		1	sch	case/vowel-length twin of an MW99 form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
padmAy	never-seen	covered-by-MW-stem-form	596729	6-303-b	29056	6-303-b			0		0		MW99 stem-family forms: padmAya
padmacala	never-seen	covered-by-fold-twin-flagged	631694	7-356-a	63667	7-356-a			0		0		case/vowel-length twin of an MW99 form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
padmakoSI	never-seen	covered-by-MW-stem-form	592378	5-259-a	24724	5-259-a			0		0		MW99 stem-family forms: padmakoSa
padmavyUhA	never-seen	covered-by-MW-stem-form	631688	7-355-d	63661	7-355-d	8863	318,1	1	25	2	bhs;sch	MW99 stem-family forms: padmavyUha
padyAmftataraMgiRIsopAna	never-seen	confirmed-missing	592384	5-259-a	24730	5-259-a			0		1	sch	
pakzaMbfhat	never-seen	confirmed-missing	631355	7-355-a	63343	7-355-a			0		1	sch	
pakzasaMmita	never-seen	covered-by-fold-twin-flagged	586714	4-301-b	19105	4-301-b			0		1	sch	case/vowel-length twin of an MW99 form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
pakzmasaMpAta	never-seen	covered-by-fold-twin-flagged	596696	6-303-a	29023	6-303-a			0		1	sch	case/vowel-length twin of an MW99 form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
paligoDa	never-seen	confirmed-missing	632206	7-357-b	64177	7-357-b	9314	337,2	1	245	2	bhs;sch	MAHAVY 245,122
palitavant	never-seen	confirmed-missing	592522	5-259-b	24868	5-259-b			0		1	sch	
palvalI	never-seen	covered-by-MW-stem-form	632230	7-357-b	64201	7-357-b			0		1	sch	MW99 stem-family forms: palvala
par	never-seen	covered-by-MW-stem-form	260474	4-027-c	19159	4-301-c			0		7	ae;bor;ccs;fri;gra;pwg;sch	MW99 stem-family forms: parA;parI;para
parAgamana	never-seen	covered-by-fold-twin-flagged	592414	5-259-a	24760	5-259-a			0		1	sch	case/vowel-length twin of an MW99 form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
parAgvadana	never-seen	confirmed-missing	586785	4-301-c	19174	4-301-c			0		3	cae;ccs;sch	
parApAtam	never-seen	confirmed-missing	592426	5-259-a	24772	5-259-a			0		1	sch	
parIzaha	never-seen	covered-by-MW-stem-form	592492	5-259-b	24838	5-259-b			0		1	sch	MW99 stem-family forms: parIzahA
paraMparaBojana	never-seen	covered-by-fold-twin-flagged	631792	7-356-b	63763	7-356-b	8919	319,2	1	261	2	bhs;sch	case/vowel-length twin of an MW99 form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
pariBakza	never-seen	covered-by-MW-stem-form	264258	4-042-a	29065	6-303-b			0		1	sch	MW99 stem-family forms: pariBakz;pariBakzA
pariDAnI	never-seen	covered-by-MW-stem-form	592438	5-259-a	24784	5-259-a			0		1	sch	MW99 stem-family forms: pariDAna
pariDAsyE	never-seen	confirmed-missing	586800	4-301-c	19189	4-301-c			0		1	sch	
pariSEla	never-seen	confirmed-missing	586830	4-301-c	19219	4-301-c			0		1	sch	
parihAyam	never-seen	confirmed-missing	632086	7-357-a	64057	7-357-a			0		1	sch	
parijetar	never-seen	confirmed-missing	631900	7-356-c	63871	7-356-c	9001	323,1	1	126	2	bhs;sch	MAHAVY 126,62
paripUri	never-seen	confirmed-missing	631954	7-356-c	63925	7-356-c	9080	327,1	1	244	2	bhs;sch	MAHAVY 244,71
paripiRqI	never-seen	confirmed-missing	631948	7-356-c	63919	7-356-c			0		1	sch	
parivfkza	never-seen	confirmed-missing	586824	4-301-c	19213	4-301-c			0		1	sch	
parivyAkulI	never-seen	covered-by-MW-stem-form	632047	7-356-d	64018	7-356-d			0		1	sch	MW99 stem-family forms: parivyAkula
parj	never-seen	confirmed-missing	266627	4-050-a	29080	6-303-b			0		2	pwg;sch	
paroNhu	never-seen	confirmed-missing	632116	7-357-a	64087	7-357-a			0		0		
partvA	never-seen	confirmed-missing	586839	4-301-c	19228	4-301-c			0		1	sch	
paryARay	never-seen	covered-by-MW-stem-form	642756	7-388-d	74575	7-388-d			0		1	sch	MW99 stem-family forms: paryARaya; named false-positive class: denominal -aya verb stem (MW handles under root/verb apparatus, not as a separate headword)
paryantI	never-seen	covered-by-MW-stem-form	632140	7-357-a	64111	7-357-a			0		1	sch	MW99 stem-family forms: paryanta;paryantam;paryante
paryavadApayitar	never-seen	confirmed-missing	632143	7-357-a	64114	7-357-a	9258	334,1	0		2	bhs;sch	
paryupAsanA	never-seen	covered-by-MW-stem-form	632167	7-357-a	64138	7-357-a			0		1	sch	MW99 stem-family forms: paryupAsana
paryuzaRAvicArabfhadavacUrRi	never-seen	confirmed-missing	632176	7-357-b	64147	7-357-b			0		1	sch	
patAkAy	never-seen	covered-by-MW-stem-form	642721	7-388-d	74542	7-388-d			0		0		MW99 stem-family forms: patAkAya
patant	never-seen	confirmed-missing	257315	4-015-c	63556	7-355-c			0		5	cae;ccs;pwg;sch;stc	
pattI	never-seen	covered-by-MW-stem-form	631589	7-355-c	63571	7-355-c			0		3	ap;ieg;sch	MW99 stem-family forms: pattas;patti
pattodaSa	never-seen	confirmed-missing	586750	4-301-b	19141	4-301-b			0		1	sch	
pawU	never-seen	covered-by-MW-stem-form	631537	7-355-c	63523	7-355-c			0		1	sch	MW99 stem-family forms: paw;pawI;pawa
pawavAsinIM	never-seen	confirmed-missing	631525	7-355-b	63511	7-355-b			1	281	0		MAHAVY 281,249
pfzWI	never-seen	covered-by-MW-stem-form	633171	7-359-c	65137	7-359-c			1	130	1	sch	MW99 stem-family forms: pfzWa;pfzWe
pfzant	never-seen	covered-by-MW-stem-form	287052	4-119-b	29185	6-303-c			0		8	ben;cae;ccs;fri;lan;pwg;sch;stc	MW99 stem-family forms: pfzanti
piNgARaka	never-seen	confirmed-missing	592639	5-259-c	24985	5-259-c			0		1	sch	
piRqatakzuka	never-seen	confirmed-missing	275946	4-081-c	29137	6-303-b			0		1	sch	
piSaNgay	never-seen	covered-by-MW-stem-form	632657	7-358-b	64627	7-358-b			0		0		MW99 stem-family forms: piSaNgaya; named false-positive class: denominal -aya verb stem (MW handles under root/verb apparatus, not as a separate headword)
piWarikA	never-seen	confirmed-missing	632591	7-358-a	64561	7-358-a	9507	344,2	0		2	bhs;sch	
piYjulikA	never-seen	confirmed-missing	592654	5-259-c	25000	5-259-c			0		0		
piculikA	never-seen	confirmed-missing	592645	5-259-c	24991	5-259-c			0		1	sch	
pipatizant	never-seen	confirmed-missing	276995	4-085-a	64612	7-358-b			0		3	pwg;sch;stc	
pizwapepaRa	never-seen	confirmed-missing	632690	7-358-b	64660	7-358-b			0		0		
plozwar	never-seen	confirmed-missing	634430	7-363-a	66391	7-363-a			0		1	sch	
ponti	never-seen	confirmed-missing	633225	7-359-d	65191	7-359-d			0		1	sch	
popPala	never-seen	confirmed-missing	633231	7-359-d	65194	7-359-d	9805	355,1	1	231	2	bhs;sch	MAHAVY 231,33
potAy	never-seen	covered-by-MW-stem-form	288235	4-123-a	65188	7-359-d			0		1	sch	MW99 stem-family forms: potAya
prANmuKAYcana	never-seen	confirmed-missing	592975	5-261-a	25324	5-261-a			0		1	sch	
prAcInapratIcitas	never-seen	confirmed-missing	592981	5-261-a	25330	5-261-a			0		0		
prApayitar	never-seen	confirmed-missing	592993	5-261-a	25342	5-261-a			0		1	sch	
prAvis	never-seen	covered-by-fold-twin-flagged	634305	7-362-d	66268	7-362-d			0		1	sch	case/vowel-length twin of an MW99 form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
prIRayitar	never-seen	confirmed-missing	593017	5-261-a	25366	5-261-a			0		1	sch	
praRamrI	never-seen	covered-by-MW-stem-form	633375	7-360-b	65338	7-360-b			0		1	sch	MW99 stem-family forms: praRamra
praRatAtmavant	never-seen	confirmed-missing	633369	7-360-b	65332	7-360-b			0		1	sch	
praSAntaviniScayaprAtihAryanirdeSa	never-seen	covered-by-fold-twin-flagged	634092	7-362-a	66055	7-362-a	10576	387,2	1	65	2	bhs;sch	case/vowel-length twin of an MW99 form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
prabADanA	never-seen	covered-by-MW-stem-form	633897	7-361-c	65860	7-361-c			0		1	sch	MW99 stem-family forms: prabADana
pracalAy	never-seen	covered-by-MW-stem-form	633321	7-360-a	65284	7-360-a			0		1	pwg	MW99 stem-family forms: pracalAya
pradaRqavant	never-seen	confirmed-missing	633843	7-361-c	65806	7-361-c			0		1	sch	
praheRavaka	never-seen	confirmed-missing	634179	7-362-c	66142	7-362-c			0		1	sch	
prakzAlayitar	never-seen	confirmed-missing	633294	7-360-a	65257	7-360-a			0		1	sch	
pralabDar	never-seen	confirmed-missing	592921	5-260-c	25267	5-260-c			0		1	sch	
pramAtar	never-seen	confirmed-missing	299694	4-164-a	65890	7-361-d			0		3	ccs;pwg;sch	
prasTAvant	never-seen	confirmed-missing	303505	4-177-b	66103	7-362-b			0		2	pwg;sch	
prasftiMpaca	never-seen	covered-by-fold-twin-flagged	303200	4-176-b	25306	5-261-a			0		1	sch	case/vowel-length twin of an MW99 form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
pratItimant	never-seen	confirmed-missing	642843	7-389-a	74662	7-389-a			0		1	sch	
pratanU	never-seen	covered-by-MW-stem-form	633396	7-360-b	65359	7-360-b			0		1	sch	MW99 stem-family forms: pratana;pratanu
pratiSizyakA	never-seen	confirmed-missing	633618	7-360-d	65581	7-360-d	10138	369,2	0		2	bhs;sch	
pratibimb	never-seen	covered-by-MW-stem-form	596891	6-303-c	29218	6-303-c			0		0		MW99 stem-family forms: pratibimba
