form_slp1	lemma_slp1	pos	n_entries
Satrumardana	Satrumardana	noun	4
SatrunASanam	SatrunASana	noun	3
Satrunandana	Satrunandana	noun	2
SatrunibarhaRa	SatrunibarhaRa	noun	2
SatrunibarhaRam	SatrunibarhaRa	noun	3
Satrupakza	Satrupakza	noun	4
SatrusAha	SatrusAha	noun	2
SatrusAt	SatrusAt	ind	1
Satrusaha	Satrusaha	noun	2
SatrutApana	SatrutApana	noun	4
SatrutApanam	SatrutApana	noun	6
SatrutApane	SatrutApana	noun	18
SatrutUryAya	SatrutUrya	noun	2
Satruta	SatrutA	noun	3
Satrutva	Satrutva	noun	2
Satrutvam	Satrutva	noun	3
Satrutve	Satrutva	noun	9
Satruvat	Satruvat	ind	1
SatruvinASana	SatruvinASana	noun	2
SavaDara	SavaDara	noun	2
SavaSiras	SavaSiras	noun	5
Savapannaga	Savapannaga	noun	2
Sawa	Saw	noun	4
SayanAn	Si	noun	1
SayanAsanam	SayanAsana	noun	3
Sayanaracana	Sayanaracana	noun	2
SayanasTa	SayanasTa	noun	2
Sayu	Sayu	noun	6
SayyAgata	SayyAgata	noun	2
SayyAgfha	SayyAgfha	noun	2
SayyAgfhe	SayyAgfha	noun	9
SayyAsane	SayyAsana	noun	9
SayyotsaNge	SayyotsaNga	noun	9
Scot	Scoti	noun	7
Scut	Scut	noun	7
SeDvam	SI	verb	1
SevaDipa	SevaDipA	noun	1
Sevya	Sev	noun	2
SezaRam	Siz	noun	9
SezaSeziBAva	SezaSeziBAva	noun	2
SezatA	Siz	noun	4
Sezin	Siz	noun	6
SfDyA	SfD	noun	3
SfNgAracezwa	SfNgAracezwA	noun	3
SfNgAravezABaraRa	SfNgAravezABaraRa	noun	2
SfNgaverapura	SfNgaverapura	noun	2
SfRvAna	Sru	noun	2
SftapA	SftapA	noun	2
SftapAkam	SftapAka	noun	3
SiBra	SiBra	noun	2
SiKAjawa	SiKAjawa	noun	2
SiKariRi	SiKarin	noun	8
SiKarin	SiKarin	noun	4
SiMSapAm	SiMSapA	noun	2
SiSUla	SiSUla	noun	2
SiSirAtyaya	SiSirAtyaya	noun	2
SiSiramayUKa	SiSiramayUKa	noun	2
SiSiratara	SiSiratara	noun	2
SiSnaTa	SiSnaTa	noun	2
SiSnadevA	SiSnadeva	noun	1
SiSnodaram	SiSnodara	noun	3
SiSriyARa	Sri	noun	2
SiSupAlavaDa	SiSupAlavaDa	noun	2
SiSupramARa	SiSupramARa	noun	2
SiSutva	SiSutva	noun	2
SiSutve	SiSutva	noun	9
SiTilAm	SiTila	noun	2
SiYjAra	SiYjAra	noun	2
Sikvas	Sikvas	noun	5
SikyAkfta	SikyAkfta	noun	2
SikzAnara	SikzAnara	noun	2
Sikzitavat	Sikzi	noun	6
SilAGana	SilAGana	noun	2
SilASitAn	SilASita	noun	1
SilASita	SilASita	noun	2
SilASitam	SilASita	noun	3
SilAgfha	SilAgfha	noun	2
SilAhArI	SilAhArin	noun	1
SilAmaya	SilAmaya	noun	2
SilAtalAni	SilAtala	noun	3
SilAtala	SilAtala	noun	2
SilAtale	SilAtala	noun	9
SilAtalezu	SilAtala	noun	2
SilAvahA	SilAvahA	noun	3
SilAveSman	SilAveSman	noun	3
SilIpfzWa	SilIpfzWa	noun	2
SiloYCavftti	SiloYCavftti	noun	3
SilpakArikA	SilpakArikA	noun	3
Silpakara	Silpakara	noun	2
Silpakarman	Silpakarman	noun	3
SilpaprajApati	SilpaprajApati	noun	3
Silpin	Silpin	noun	4
Sima	Sima	noun	2
Simida	SimidA	noun	3
Simyu	Simyu	noun	6
SiprAByAm	Sipra	noun	9
Sipri	Siprin	noun	3
SirIzaka	SirIzaka	noun	2
SirIzakusuma	SirIzakusuma	noun	2
SiraHkapAla	SiraHkapAla	noun	2
SiraHpraRAma	SiraHpraRAma	noun	2
SiraHsTAne	SiraHsTAna	noun	9
SiraHsnAta	SiraHsnAta	noun	2
SiraSCeda	SiraSCeda	noun	2
Sirassu	Siras	noun	3
SirimbiWa	SirimbiWa	noun	2
SiroBAga	SiroBAga	noun	2
SiroDara	SiroDarA	noun	3
Sirogata	Sirogata	noun	2
SitA	Si	noun	4
Sitezu	Si	noun	2
SitiNga	SitiNga	noun	2
SitibAhu	SitibAhu	noun	3
Sitikakza	Sitikakza	noun	2
SitipAda	SitipAda	noun	2
SitipAdam	SitipAda	noun	3
SitipfzWa	SitipfzWa	noun	4
SivABimarSana	SivABimarSana	noun	2
SivAKya	SivAKya	noun	2
SivAtmaka	SivAtmaka	noun	4
SivadAyin	SivadAyin	noun	2
SivamArga	SivamArga	noun	2
Sivamaya	Sivamaya	noun	2
SivaprasAda	SivaprasAda	noun	2
SivarUpa	SivarUpa	noun	4
Sivatva	Sivatva	noun	2
Sivopanizad	Sivopanizad	noun	7
SizwAcIrRa	SizwAcIrRa	noun	2
SizwAdizwa	SizwAdizwa	noun	2
Sizwasammata	Sizwasammata	noun	2
Sizwavat	Siz	noun	9
SizyamARa	Siz	noun	6
SizyaparamparayA	SizyaparamparA	noun	2
Sizyatva	Sizyatva	noun	2
Sizyatvam	Sizyatva	noun	3
SlAGanIyatA	SlAGanIyatA	noun	3
SlAGyAnAm	SlAG	noun	3
SlAGyatara	SlAGyatara	noun	2
SlaTalambin	SlaTalambin	noun	2
SlaTodyamam	SlaTodyama	noun	3
SlakzRAyAm	SlakzRA	noun	2
SlakzRatA	SlakzRatA	noun	3
SlakzRavAdI	SlakzRavAdin	noun	1
SlakzRavAk	SlakzRavAc	noun	7
Slezita	Slezi	noun	8
SlezmAgAra	SlezmAgAra	noun	2
SlezmAtakamaya	SlezmAtakamaya	noun	2
Slezman	Slezman	noun	6
Slizyante	Sliz	verb	2
Slok	Slok	noun	7
SlokabadDA	SlokabadDa	noun	1
Slokadvaya	Slokadvaya	noun	2
Slokakft	Slokakft	noun	7
SlokatrayeRa	Slokatraya	noun	2
Slokatva	Slokatva	noun	2
Slokatvam	Slokatva	noun	3
SmaSAnaSUla	SmaSAnaSUla	noun	2
SmaSAnagocara	SmaSAnagocara	noun	2
SmaSAnavAsin	SmaSAnavAsin	noun	4
SnaTana	SnaTana	noun	2
SoBayAYcakrire	SoBi	verb	6
SoBayetAm	SoBi	verb	6
SoBin	SuB	noun	6
SoRASvAn	SoRASva	noun	2
SoRahaya	SoRahaya	noun	2
SoRahayam	SoRahaya	noun	3
SoRitAdigDa	SoRitAdigDa	noun	2
SoRitAkza	SoRitAkza	noun	2
SoRitabinduvarzi	SoRitabinduvarzin	noun	3
SoRitodA	SoRitoda	noun	1
SoRitodAm	SoRitoda	noun	1
SoRitokzita	SoRitokzita	noun	2
SoSuByamAna	SoSuBya	noun	30
SoSucatI	SoSuc	noun	8
Socakas	Suc	noun	4
SocamAna	Suc	noun	2
SocanIyam	Suc	noun	6
SocanIyatA	SocanIyatA	noun	3
Socana	Suc	noun	4
Soci	Soci	noun	21
Socita	Soci	noun	4
Socitavya	Suc	noun	4
SocizmAn	Socizmat	noun	1
Socyante	Soci	verb	2
SocyatA	SocyatA	noun	3
SokABiBUtasya	SokABiBUta	noun	2
SokABiBUte	SokABiBUta	noun	9
SokAgni	SokAgni	noun	3
SokAntara	SokAntara	noun	2
SokApaha	SokApaha	noun	2
SokApanuda	SokApanuda	noun	2
SokArtA	SokArta	noun	1
SokArta	SokArta	noun	2
SokArtasya	SokArta	noun	2
SokAtiga	SokAtiga	noun	2
SokaBAra	SokaBAra	noun	2
Sokaja	Sokaja	noun	2
Sokajam	Sokaja	noun	3
SokakarzitA	Sokakarzita	noun	1
Sokakarzita	Sokakarzita	noun	2
SokalAlasA	SokalAlasa	noun	1
SokalAlasa	SokalAlasa	noun	2
SokamUrCita	SokamUrCita	noun	2
SokanASana	SokanASana	noun	2
SokanASanam	SokanASana	noun	3
SokaparAyaRA	SokaparAyaRa	noun	1
SokaparAyaRAn	SokaparAyaRa	noun	1
SokaparAyaRa	SokaparAyaRa	noun	2
Sokaparipluta	Sokaparipluta	noun	2
SokasAgara	SokasAgara	noun	2
SokasAgaram	SokasAgara	noun	3
SokasAgare	SokasAgara	noun	9
SokasTAna	SokasTAna	noun	2
SokasTAne	SokasTAna	noun	9
SokasaMvignamAnasa	SokasaMvignamAnasa	noun	2
Sokasantapta	SokasaMtapta	noun	2
SokasantaptamAnasa	SokasaMtaptamAnasa	noun	2
SokavinASanAt	SokavinASana	noun	2
SokavivarDana	SokavivarDana	noun	2
SokodBava	SokodBava	noun	2
SokonmaTitacittAtmA	SokonmaTitacittAtman	noun	3
Sokopahata	Sokopahata	noun	2
Sona	Sun	noun	4
Sonita	Soni	noun	2
Sozayeya	Sozi	verb	1
SrAdDakAla	SrAdDakAla	noun	2
SrAdDakAle	SrAdDakAla	noun	9
SrAdDakalpa	SrAdDakalpa	noun	2
SrAdDakarmARi	SrAdDakarman	noun	3
SrAdDakarman	SrAdDakarman	noun	3
SrAdDakarmasu	SrAdDakarman	noun	3
SrAma	SrA	noun	6
SrAmaRa	SrAmaRa	noun	2
SrAntasad	SrAntasad	noun	7
SrAntasadAm	SrAntasad	noun	3
SrAta	SrA	verb	2
SrAvasta	SrAvasta	noun	2
SrAvastaka	SrAvastaka	noun	2
SrAvayAYcakrire	SrAvi	verb	2
SrAvayatpati	SrAvayatpati	noun	3
SrIRAna	SrI	noun	4
SrIRan	SrI	noun	2
SrIkAma	SrIkAmA	noun	3
SrImatAm	SrImat	noun	4
SrImattama	SrImattama	noun	2
SrImatyA	SrImatI	noun	3
SrInagara	SrInagara	noun	2
SrItIrTa	SrItIrTa	noun	2
SrIta	SrI	noun	2
SrIvaha	SrIvaha	noun	2
SrIvatsaDArin	SrIvatsaDArin	noun	2
SrIviSAlA	SrIviSAla	noun	1
SraTaya	SraTi	verb	2
SraTnAna	SranT	noun	2
SradDAdeya	SradDAdeya	noun	2
SradDAkfte	SradDAkfta	noun	9
SradDAmanas	SradDAmanas	noun	5
SradDAmaya	SradDAmaya	noun	2
SradDAvat	SradDAvat	noun	3
SradDAvirahita	SradDAvirahita	noun	2
SradDAvirahitam	SradDAvirahita	noun	3
SradDivam	SradDiva	noun	3
SraddaDAnatA	SraddaDAnatA	noun	3
SramArta	SramArta	noun	2
SramArtas	SramArta	noun	1
SramacCid	SramacCid	noun	7
SramakarSita	SramakarSita	noun	2
SramamohitAm	Sramamohita	noun	1
SramapIqita	SramapIqita	noun	2
SramavArileSa	SramavArileSa	noun	2
Srapaya	SrApi	verb	1
Srapayan	SrApi	noun	2
Srapita	SrapitA	noun	3
SravAyya	SravAyya	noun	4
SravaRADikArin	SravaRADikArin	noun	2
SravaRapaTagata	SravaRapaTagata	noun	2
SravaRaparuza	SravaRaparuza	noun	2
SravaRasuBagam	SravaRasuBaga	noun	3
SravaRavizayam	SravaRavizaya	noun	3
SravaRavizayaprApiRA	SravaRavizayaprApin	noun	2
Sravam	Sru	noun	9
SravaskAma	SravaskAma	noun	2
Sravasyam	Sravasya	noun	6
Sravasyu	Sravasyu	noun	3
Sravojitam	Sravojit	noun	2
SrayAmi	Sri	verb	1
Srayan	Sri	noun	2
Sre	SrA	noun	52
SreRIBUta	SreRIBUta	noun	2
SreRIDarma	SreRIDarma	noun	2
SreRIbanDAt	SreRIbanDa	noun	2
SreRIkfta	SreRIkfta	noun	2
SreRiSas	SreRiSas	ind	1
SreRibadDa	SreRibadDa	noun	2
SreRimat	SreRimat	noun	3
SreyaHketa	SreyaHketa	noun	2
SreyaskAmatA	SreyaskAmatA	noun	3
Sreyaskaratara	Sreyaskaratara	noun	2
Sreyastva	Sreyastva	noun	2
SreyorTin	SreyorTin	noun	2
SrezWaBAg	SrezWaBAj	noun	7
SrezWatA	SrezWatA	noun	3
SrezWatAm	SrezWatA	noun	2
SrezWatayA	SrezWatA	noun	2
SrezWatva	SrezWatva	noun	2
SrezWavarcas	SrezWavarcas	noun	5
SrezWavarcasA	SrezWavarcas	noun	3
Sriti	Sri	noun	6
SroRIsUtra	SroRIsUtra	noun	2
SroRibimbam	SroRibimba	noun	3
SroRideSa	SroRideSa	noun	2
SromatA	Sromata	noun	1
Sromata	Sromata	noun	2
SrotrAdIni	SrotrAdi	noun	2
SrotrAdi	SrotrAdi	noun	3
SrotrApeta	SrotrApeta	noun	2
SrotramArgam	SrotramArga	noun	3
Srotramaya	Srotramaya	noun	2
Srotrapeyam	Srotrapeya	noun	3
SrotraramyAn	Srotraramya	noun	1
SrotrasuKAm	SrotrasuKa	noun	1
Srotrendriya	Srotrendriya	noun	2
Srotri	Sru	noun	2
Srotriyasva	Srotriyasva	noun	2
SroturAti	SroturAti	noun	3
SrozamARa	SrozamARa	noun	2
SrutAnIka	SrutAnIka	noun	2
SrutArTa	SrutArTa	noun	4
SrutAyu	SrutAyu	noun	3
SrutAyuDa	SrutAyuDa	noun	2
SrutAyus	SrutAyus	noun	9
SrutaDarmA	SrutaDarman	noun	3
SrutaDarman	SrutaDarman	noun	3
SrutaDvaja	SrutaDvaja	noun	2
SrutaSIla	SrutaSIla	noun	4
SrutaSIlavat	SrutaSIlavat	noun	3
SrutaSravas	SrutaSravas	noun	10
SrutaYjaya	SrutaMjaya	noun	2
Srutagrahe	Srutagraha	noun	9
SrutakIrti	SrutakIrti	noun	6
Srutakakza	Srutakakza	noun	2
Srutakarman	Srutakarman	noun	3
Srutanizkraya	Srutanizkraya	noun	2
SrutapAradfSvA	SrutapAradfSvan	noun	1
SrutapUrva	SrutapUrva	noun	2
SrutaprakASa	SrutaprakASa	noun	2
SrutaraTa	SrutaraTa	noun	2
Srutarya	Srutarya	noun	2
SrutavatAm	Sru	noun	2
SrutavfdDa	SrutavfdDa	noun	2
Srutavftte	Srutavftta	noun	9
SrutiDara	SrutiDara	noun	2
Sruticodana	Sruticodana	noun	2
Srutimaye	Srutimaya	noun	9
SrutimuKaramuKa	SrutimuKaramuKa	noun	2
SrutisAgara	SrutisAgara	noun	2
SrutismftiByAm	Srutismfti	noun	9
SrutismftivirudDAni	SrutismftivirudDa	noun	3
Srutismftyudita	Srutismftyudita	noun	2
SrutisuKAvaha	SrutisuKAvaha	noun	2
SrutisuKa	SrutisuKa	noun	2
SrutivikrAyaka	SrutivikrAyaka	noun	2
SrutivipratipannA	Srutivipratipanna	noun	1
Srutivipratipanna	Srutivipratipanna	noun	2
SrutkarRa	SrutkarRa	noun	2
Srutyukta	Srutyukta	noun	2
SruzwIvAnam	SruzwIvan	noun	1
SruzwIva	SruzwIvan	noun	3
Sruzwigu	Sruzwigu	noun	3
SuBANga	SuBANga	noun	4
SuBANgada	SuBANgada	noun	2
SuBASuBAn	SuBASuBa	noun	2
SuBASuBa	SuBASuBa	noun	4
SuBASuBaPala	SuBASuBaPala	noun	2
SuBASuBam	SuBASuBa	noun	6
SuBAcArAm	SuBAcArA	noun	2
SuBAcAra	SuBAcArA	noun	3
SuBAnanA	SuBAnana	noun	1
SuBAnana	SuBAnana	noun	2
SuBAnane	SuBAnana	noun	9
SuBAnvita	SuBAnvita	noun	2
SuBApANge	SuBApANgA	noun	14
SuBaBru	SuBaBrU	noun	5
SuBaMyunA	SuBaMyu	noun	2
SuBaNkara	SuBaMkara	noun	4
SuBaSaMsi	SuBaSaMsin	noun	3
SuBada	SuBada	noun	4
SuBadarSanA	SuBadarSana	noun	1
SuBadarSana	SuBadarSana	noun	2
SuBadarSane	SuBadarSana	noun	9
SuBakaTa	SuBakaTa	noun	2
SuBakara	SuBakara	noun	2
SuBakarmaRA	SuBakarman	noun	9
SuBakarmaRAm	SuBakarman	noun	9
SuBakarman	SuBakarman	noun	9
SuBakftsna	SuBakftsna	noun	2
SuBalakzaRA	SuBalakzaRa	noun	1
SuBalakzaRa	SuBalakzaRa	noun	2
SuBalakzaRam	SuBalakzaRa	noun	3
SuBalocanA	SuBalocana	noun	1
SuBalocane	SuBalocana	noun	9
SuBatara	SuBatara	noun	2
SuBavrata	SuBavrata	noun	4
SuBekzaRA	SuBekzaRa	noun	1
SuBekzaRa	SuBekzaRa	noun	2
SuBraSastama	SuBraSastama	noun	2
SuBrayAmA	SuBrayAma	noun	1
SuDyantAm	SunD	verb	2
SuSrUzam	SuSrUza	noun	11
SuSrUzita	SuSrUzi	noun	2
SuSrUzu	SuSrUza	noun	3
SuSukvanam	SuSukvana	noun	3
SuSulUkayAtu	SuSulUkayAtu	noun	3
SucadraTa	SucadraTa	noun	2
Sucanti	Sucanti	noun	3
SucibanDu	SucibanDu	noun	3
Sucidat	Sucidat	noun	7
Sucijanman	Sucijanman	noun	3
SucikAma	SucikAma	noun	2
Sucin	Sucin	noun	2
SucipA	SucipA	noun	2
Sucipa	SucipA	noun	1
SucipeSasam	SucipeSas	noun	2
SucisaNkzaye	SucisaMkzaya	noun	9
SucismitA	Sucismita	noun	1
SucismitAm	Sucismita	noun	1
SucismitAni	Sucismita	noun	3
Sucismita	Sucismita	noun	2
Sucismitam	Sucismita	noun	3
Sucismite	Sucismita	noun	9
SucitAm	SucitA	noun	2
Sucitva	Sucitva	noun	2
SucivarRa	SucivarRa	noun	2
SucivratA	Sucivrata	noun	1
SucivratAm	Sucivrata	noun	1
Sucivrata	Sucivrata	noun	2
Sucivrate	Sucivrata	noun	9
SucyupacAra	SucyupacAra	noun	2
SudDADivAsa	SudDADivAsa	noun	2
SudDAnta	SudDAntA	noun	3
SudDAntaHpura	SudDAntaHpura	noun	2
SudDAntacara	SudDAntacara	noun	2
SudDAntarakzyA	SudDAntarakzI	noun	3
SudDAtman	SudDAtman	noun	6
SudDaBAva	SudDaBAva	noun	4
SudDaBAvam	SudDaBAva	noun	6
SudDaBAve	SudDaBAva	noun	18
SudDahasta	SudDahasta	noun	2
SudDapakza	SudDapakza	noun	2
SudDasattva	SudDasattva	noun	2
SudDasnAnAt	SudDasnAna	noun	2
SudDavaMSyA	SudDavaMSya	noun	1
SudDimat	SudDimat	noun	3
SudDitama	SudDitama	noun	2
SukanAsikAn	SukanAsikA	noun	1
SuklAmbara	SuklAmbara	noun	2
SuklAmbaraDara	SuklAmbaraDara	noun	2
SuklApANga	SuklApANga	noun	2
SuklIkfta	SuklIkfta	noun	2
SuklakfzRa	SuklakfzRa	noun	2
SuklamAlyAnulepana	SuklamAlyAnulepana	noun	2
Suklas	Sukla	noun	3
SuklavAsas	SuklavAsas	noun	5
SuklavastrAm	Suklavastra	noun	1
Suklavftta	Suklavftta	noun	2
SukraSoca	SukraSoca	noun	2
SukraSocis	SukraSocis	noun	9
SukraSocize	SukraSocis	noun	3
SukraduGasya	SukraduGa	noun	2
SukrapiSam	SukrapiS	noun	2
SukrasadmanAm	Sukrasadman	noun	3
SukravAra	SukravAra	noun	2
SukravarRAm	SukravarRa	noun	1
SukravarRa	SukravarRa	noun	2
Suktasvara	Suktasvara	noun	2
SuktikarRa	SuktikarRa	noun	2
SuktimatI	SuktimatI	noun	8
SuktisAhvaya	SuktisAhvayA	noun	3
SulkAvApta	SulkAvApta	noun	2
Sulkada	Sulkada	noun	2
SulkasTAna	SulkasTAna	noun	2
SulkopajIvin	SulkopajIvin	noun	2
SunDya	SunD	noun	6
SunDyu	SunDyU	noun	15
SunapfzWa	SunapfzWa	noun	2
Sunezitam	Sunezita	noun	3
SuruDas	SuruD	noun	12
SutudrI	SutudrI	noun	8
SuzRahatyezu	SuzRahatya	noun	2
Suza	Suz	noun	2
SuzkAsyA	SuzkAsya	noun	1
SuzkaBfNgAra	SuzkaBfNgAra	noun	2
SuzkakaRWa	SuzkakaRWa	noun	2
SuzkamuKa	SuzkamuKa	noun	2
SuzkasrotA	Suzkasrota	noun	1
Suzkavfkza	Suzkavfkza	noun	2
Suzkavfkzam	Suzkavfkza	noun	3
Suzmi	Suzmin	noun	6
Suzmintama	Suzmintama	noun	2
SvApad	SvApad	noun	7
SvApadasevita	SvApadasevita	noun	2
SvApadasevite	SvApadasevita	noun	9
SvAtraBAjA	SvAtraBAj	noun	3
SvAtryam	SvAtrya	noun	3
SvAviDa	SvAviDa	noun	2
SvAvid	SvAviD	noun	7
SvaGnin	SvaGnin	noun	2
SvaHSvas	SvaHSva	noun	1
Svadfti	Svadfti	noun	3
SvagaRa	SvagaRa	noun	2
Svahata	Svahata	noun	2
SvajAGanI	SvajAGanI	noun	8
SvakrIqI	SvakrIqin	noun	2
SvamAMsa	SvamAMsa	noun	2
SvamAMsam	SvamAMsa	noun	3
Svan	SvaNk	noun	7
Svanara	Svanara	noun	2
Svapad	Svapad	noun	7
SvapadI	Svapad	noun	3
Svapada	Svapada	noun	2
SvarUpaDArin	SvarUpaDArin	noun	2
SvasA	Svas	noun	4
SvasAn	Svas	noun	2
SvasaTa	SvasaTa	noun	2
Svavat	Svavat	noun	6
Svavftti	Svavftti	noun	6
SvavizWAyAm	SvavizWA	noun	2
SvayAtu	SvayAtu	noun	3
SvayAtum	SvayAtu	noun	2
SvetARqa	SvetARqa	noun	2
SvetASva	SvetASva	noun	4
SvetAmbara	SvetAmbara	noun	4
SvetAnAm	Svit	noun	6
SvetAnulepana	SvetAnulepana	noun	4
SvetArDavaktra	SvetArDavaktra	noun	2
SvetAtapatra	SvetAtapatra	noun	2
SvetaBadra	SvetaBadra	noun	2
SvetaSIrza	SvetaSIrza	noun	2
Svetagiri	Svetagiri	noun	3
Svetahaya	Svetahaya	noun	2
Svetahayena	Svetahaya	noun	2
SvetaromANkam	SvetaromANka	noun	3
SvetasarzapAn	Svetasarzapa	noun	1
SvetavAhAt	SvetavAha	noun	4
Svetavaktra	Svetavaktra	noun	2
SvetavarRa	SvetavarRA	noun	3
Svetavatsa	SvetavatsA	noun	3
SvetayAvarI	SvetayAvarI	noun	8
Svitrin	Svitrin	noun	2
SvoBAva	SvoBAva	noun	2
SvoBAvini	SvoBAvin	noun	4
SvomaraRa	SvomaraRa	noun	2
SyAmAkAd	SyAmAka	noun	4
SyAmAkataRqulAd	SyAmAkataRqula	noun	2
SyAmAsu	SyAma	noun	3
SyAmAvadAtAs	SyAmAvadAta	noun	5
SyAmamuKa	SyAmamuKa	noun	2
SyAmatA	SyAmatA	noun	3
SyAmatva	SyAmatva	noun	2
SyAvASvastuta	SyAvASvastuta	noun	2
SyAvAsu	SyAva	noun	2
SyAvInAm	SyAvI	noun	2
SyAvadanta	SyAvadanta	noun	2
SyAvadantaka	SyAvadantaka	noun	2
SyAvaka	SyAvaka	noun	4
SyenABfta	SyenABfta	noun	2
SyenAm	SyenA	noun	2
SyenaBfta	SyenaBfta	noun	2
SyenajIvI	SyenajIvin	noun	1
SyenajUta	SyenajUta	noun	2
Syenajitam	Syenajit	noun	2
SyenakapotIya	SyenakapotIya	noun	2
SyenapAte	SyenapAta	noun	18
SyenapatvA	Syenapatvan	noun	1
Uhavat	Uhavat	noun	3
Uma	Uma	noun	4
UnadvivArzika	UnadvivArzika	noun	2
UnazoqaSavarza	UnazoqaSavarza	noun	2
UrDvANguli	UrDvANguli	noun	3
UrDvaBAk	UrDvaBAj	noun	7
UrDvabuDna	UrDvabuDna	noun	2
UrDvadfzwi	UrDvadfzwi	noun	6
UrDvagA	UrDvaga	noun	2
UrDvakeSa	UrDvakeSa	noun	4
UrDvakfSanam	UrDvakfSana	noun	3
UrDvaliNginA	UrDvaliNgin	noun	4
UrDvamAyu	UrDvamAyu	noun	3
UrDvamUla	UrDvamUla	noun	2
UrDvamUlam	UrDvamUla	noun	3
UrDvamuKa	UrDvamuKa	noun	2
UrDvanAla	UrDvanAla	noun	2
UrDvapAda	UrDvapAda	noun	4
UrDvapaTa	UrDvapaTa	noun	2
UrDvapavitra	UrDvapavitra	noun	2
UrDvaretas	UrDvaretas	noun	10
UrDvaroman	UrDvaroman	noun	6
UrDvasasya	UrDvasasya	noun	2
UrDvasvapna	UrDvasvapna	noun	2
UrDvocCvAsI	UrDvocCvAsin	noun	1
UrDvocCvAsin	UrDvocCvAsin	noun	2
Urdara	Urdara	noun	2
UrjAhuti	UrjAhuti	noun	6
Urjavya	Urjavya	noun	2
UrjayantI	Urji	noun	8
Urmayas	Urmi	noun	4
UrmimAlin	UrmimAlin	noun	4
UrmimAlinIm	UrmimAlin	noun	2
Urmimat	Urmimat	noun	6
Urmin	Urmin	noun	2
UrmyAsu	UrmyA	noun	2
UrucCinna	UrucCinna	noun	2
Uruja	Uruja	noun	4
UrvarA	UrvarA	noun	3
UrvarAsu	UrvarA	noun	2
Uzatu	Uz	verb	1
Uzman	Uzman	noun	3
Uzmapa	Uzmapa	noun	4
Uzu	av	noun	3
aBAga	aBAga	noun	2
aBAji	BAji	verb	5
aBAvayat	aBAvayat	noun	7
aBAvayata	BAvi	verb	10
aBAvayatas	aBAvayat	noun	12
aBAvin	aBAvin	noun	2
aBAvya	aBAvya	noun	2
aBId	aBii	noun	7
aBIdDa	aBIdDa	noun	2
aBIm	aBI	noun	2
aBIma	aBIma	noun	4
aBIme	aBIma	noun	18
aBIpsamAna	aBiIpsa	noun	3
aBIpsat	aBiIpsa	noun	3
aBIpsu	aBiIpsa	noun	8
aBIruRa	aBIruRa	noun	2
aBIruka	aBIruka	noun	2
aBIsAra	aBIsAra	noun	2
aBItA	aBii	noun	4
aBItavat	aBii	noun	3
aBItyA	aBii	noun	7
aBIvarga	aBIvarga	noun	2
aBIzAhAn	aBIzAha	noun	1
aBIzAha	aBIzAha	noun	2
aBUtapUrva	aBUtapUrva	noun	2
aBUtapUrvam	aBUtapUrva	noun	3
aBUza	aBUza	noun	2
aBaga	aBaga	noun	2
aBagnakAma	aBagnakAma	noun	2
aBarizyat	Bf	verb	2
aBavatam	BU	verb	2
aBayaNkara	aBayaMkara	noun	2
aBayaNkaram	aBayaMkara	noun	3
aBayaprada	aBayaprada	noun	2
aBayatama	aBayatama	noun	2
aBedyatA	aBedyatA	noun	3
aBedyatva	aBedyatva	noun	2
aBiBAta	aBiBA	noun	2
aBiBAva	aBiBAvi	noun	16
aBiBAvya	aBiBAvi	noun	4
aBiBAzamARa	aBiBAz	noun	4
aBiBAzita	aBiBAz	noun	2
aBiBU	aBiBu	noun	6
aBiBUtyojas	aBiBUtyojas	noun	5
aBiBUtyojasam	aBiBUtyojas	noun	2
aBiBUyamAna	aBiBU	noun	2
aBiBaNga	aBiBaNga	noun	2
aBiBu	aBiBU	noun	5
aBiDAni	aBiDA	noun	13
aBiDAvAmi	aBisf	verb	1
aBiDAvam	aBiDAv	noun	14
aBiDAvantam	aBisf	noun	1
aBiDAvat	aBisf	noun	3
aBiDAyin	aBiDA	noun	2
aBiDIyamAna	aBiDA	noun	2
aBiDarma	aBiDarma	noun	2
aBiDattam	aBiDA	verb	1
aBiDrug	aBidruh	noun	7
aBiDvasta	aBiDvaMs	noun	2
aBiDyAta	aBiDyE	noun	2
aBiDyAtavya	aBiDyE	noun	2
aBiDyAtf	aBiDyE	noun	6
aBiDyAyamAna	aBiDyE	noun	4
aBiDyeya	aBiDyE	noun	2
aBiGArita	aBiGArita	noun	2
aBiGnantam	aBihan	noun	1
aBiKyAtf	aBiKyA	noun	6
aBiSaMsana	aBiSaMs	noun	2
aBiSaNkin	aBiSaNkin	noun	2
aBiSaNkita	aBiSaNkita	noun	2
aBiSabdita	aBiSabdita	noun	2
aBiSapta	aBiSapta	noun	2
aBiSas	aBiSas	noun	5
aBiSasticAtana	aBiSasticAtana	noun	2
aBiSastipA	aBiSastipA	noun	2
aBiSastipAvA	aBiSastipAvan	noun	1
aBiSoBita	aBiSoBita	noun	2
aBiSoSucAna	aBiSoSuc	noun	2
aBiSoSucAnam	aBiSoSuc	noun	3
aBiSocana	aBiSuc	noun	2
aBiSocayizRu	aBiSoci	noun	3
aBiSoka	aBiSuc	noun	4
aBiSrI	aBiSrI	noun	8
aBiSumBamAnA	aBiSumB	noun	1
aBicArin	aBicar	noun	2
aBicakANkza	aBikANkz	verb	3
