slp1	hom	sense_id	gloss_de	ls_loci
BAj		1d	d〉 innehabend, einnehmend (einen Sitz, Platz), bewohnend, wohnend in, an: RAGH. 5,3 . 19,39 . Spr. 116 . RAGH. 15,2 . NAIGH. 22,44 . mit dem acc. : (wohl zu lesen) MĀRK. P. 102,8	RAGH. 5,3;RAGH 19,39;Spr. 116;RAGH. 15,2;NAIGH. 22,44;MĀRK. P. 102,8
BAj		1e	e〉 hingehend zu: RAGH. 12,35 . in den Schooss kommend so v. a. zufallend KIR. 5,52	RAGH. 12,35;KIR. 5,52
BAj		1f	f〉 verehrend: BHAG. 9,30 . RAGH. 11,2	BHAG. 9,30;RAGH. 11,2
BAj		2	2〉 Angelegenheit: BHAṬṬ. 3,21 . — Vgl. (auch LĀṬY. 6,2,23 . 7,20 )	BHAṬṬ. 3,21;LĀṬY. 6,2,23;LĀṬY. 6, 7,20
BAj		1	1〉 mit gen. : reiche —, vornehme Männer VARĀH. BṚH. S. 68,64	VARĀH. BṚH. S. 68,64
BAjana		1	1〉 n. proparox. Stellvertretung; instr. an der Stelle von: ŚAT. BR. 3,3,3,11 . 1,8,1,40 . Am Ende eines comp. ( oxyt. ) n. Stellvertreter, vertretend, gleichgeltend, gleichbedeutend ŚAT. BR. 2,3,1,23 	ŚAT. BR. 3,3,3,11;ŚAT. BR 1,8,1,40;ŚAT. BR. 2,3,1,23;ŚAT. BR. 2, 4,2,13;ŚAT. BR 3,3,2,4;ŚAT. BR 3,4,2,15;ŚAT. BR. 3,4,2, 3;ŚAT. BR. 3,4,2, 22;AIT. BR. 1,22;AIT. BR 6,3;ŚĀṄKH. GṚHY. 6,3;ŚAT. BR. 2,6,1,15
BAjana		2	2〉 am Ende eines adj. comp. ( f. )	
BAjana		2a	a〉 theilhabend an, theilhaft, berechtigt zu: AIT. BR. 2,18 . ŚĀṄKH. BR. 10,6 . 13,2 . ŚAT. BR. 6,6,1,11 . ŚĀṄKH. BR. 10,4 . ( MIT. 3,3,a,2 v. u. ) YĀJÑ. 3,6 . R. GORR. 2,64,8 . dessen Gunst er erfahre	AIT. BR. 2,18;ŚĀṄKH. BR. 10,6;ŚĀṄKH. BR 13,2;ŚAT. BR. 6,6,1,11;ŚĀṄKH. BR. 10,4;MIT. 3,3,a,2 v. u;YĀJÑ. 3,6;R. GORR. 2,64,8;BHĀG. P. 4,14,33
BAjana		2b	b〉 gehörig zu, in Beziehung stehend zu: AIT. BR. 1,10 . 3 . 18 . ŚAT. BR. 2,4,4,20	AIT. BR. 1,10;AIT. BR. 1, 3;AIT. BR. 1, 18;ŚAT. BR. 2,4,4,20
BAjana		3	3〉 n. das Dividiren COLEBR. Alg. 8	COLEBR. Alg. 8
BAjana		4	4〉 Gefäss AK. 2,9,33 . TRIK. 3,3,250 . H. 1026 . MED. n. 101 . HĀR. 138 . HALĀY. 2,172 . M. 3,202 . 4,65 . 10,54 . YĀJÑ. 1,230 . MBH. 7,2159 . 12,3252 . R. 1,53,4 . SUŚR. 1,158,16 ( ). 237,1 . 2,221,6	AK. 2,9,33;TRIK. 3,3,250;H. 1026;MED. n. 101;HĀR. 138;HALĀY. 2,172;M. 3,202;M 4,65;M 10,54;YĀJÑ. 1,230;MBH. 7,2159;MBH 12,3252;R. 1,53,4;SUŚR. 1,158,16;SUŚR 237,1;SUŚR 2,221,6;SUŚR. 2, 353,6;RAGH. 5,22;Spr. 2398;MĀRK. P. 34,101;KATHĀS. 3,47;PRAB. 59,3;SUŚR. 1,74,19;SUŚR 2,341,2;MĀRK. P. 15,26;KATHĀS. 45,131;M. 11,147;R. 3,4,49;SUŚR. 2,50,17;SUŚR. 2, 73,6;ŚĀK. 44,1;BURN. Intr. 261, N. 2;HARIV. 4485;KATHĀS. 45,228;TRIK;MED;ŚAṂK;WIND. Sancara 125;VEDĀNTAS. (Allah.) No. 144;SĀH. D. 56,15;VID. 4;Spr. 2424;Spr 5160;KATHĀS. 34,205;Spr. 2451;Spr 5282;Spr 2978;Spr 1657;Spr 4445;ŚUK. in LA. (II) 35,10;HARIV. 1028;PAÑCAR. 4,3,31;Verz. d. Oxf. H. 263,a. 3;Spr. 1576;KATHĀS. 36;KATHĀS 106;Spr. 3023;Spr 2069;DHŪRTAS. in LA. 78,17;MĀLAV. 12,18;RĀJA-TAR. 4,511;RĀJA-TAR 3,102;HARIV. 4369;Spr. 4863;Spr
BAjana		5	5〉 n. ein best. Maass, = Āḍhaka = 64 Pala ŚĀRṄG. SAṂH. 1,1,20 . Verz. d. Oxf. H. 307,b,9	ŚĀRṄG. SAṂH. 1,1,20;Verz. d. Oxf. H. 307,b,9
BAjana		6	6〉 m. N. pr. eines Mannes gaṇa zu P. 4,1,104 . Davon patron. ebend. : pl. gaṇa zu 2,4,67 . — Vgl	P. 4,1,104;ebend;P 2,4,67
BAjana		1	1〉 (so die ed. Bomb. ) MBH. 3,15815	ed. Bomb;MBH. 3,15815
BAjana		4	4〉 in übertr. Bed. : (richtig) HEM. YOGAŚ. 3,63	HEM;YOGAŚ. 3,63
BAjin		1	1〉 theilhabend an, theilhaftig CHĀND. UP. 3,9,2. fgg. KUMĀRAS. 6,74 . ŚATR. 1,22 . Vgl	CHĀND. UP. 3,9,2. fgg;KUMĀRAS. 6,74;ŚATR. 1,22
BAjin		2	2〉 verbunden mit: KĀM. NĪTIS. 8,46 . WEBER, RĀMAT. UP. 308	KĀM. NĪTIS. 8,46;WEBER, RĀMAT. UP. 308
BAkUwa		1	1〉 ein best. Fisch ( vgl. )	
BAkUwa		2	2〉 N. pr. eines Berges H. an. 3,166 . MED. ṭ. 52	H. an. 3,166;MED. ṭ. 52
BAkta	1	1	1〉 dem regelmässig Speise gereicht wird P. 4,4,68	P. 4,4,68
BAkta	1	2	2〉 zur Speise sich eignend P. 4,4,100 . Sch	P. 4,4,100
BAkta	2	1	1〉 adj. f. untergeordnet, secundär ( Gegens. ) ŚAṂK. _zu_ KAṬHOP. 1,1 . Schol. zu KAṆ. 7,2,5 . 6 . TITHYĀDIT. _im_ ŚKDR	ŚAṂK;KAṬHOP. 1,1;KAṆ. 7,2,5;KAṆ. 7,2, 6;TITHYĀDIT;ŚKDR
BAkta	2	2	2〉 m. Bez. einer Viṣṇu itischen und Śiva itischen Secte, die Gläubigen, Frommen WILSON, Sel. Works I, 15 . 17 . 250. fgg. ; vgl. 2,a. b	WILSON, Sel. Works I, 15;WILSON, Sel. Works I, 17;WILSON, Sel. Works I, 250. fgg
BAkta	2	1	1〉 SĀH. D. 342,16 . — a follower BENFEY nach RAGH. 11,2 ; hier ist aber =	SĀH. D. 342,16;BENFEY;RAGH. 11,2
BAktva		1	1〉	
BAktva		1a	a〉: PAT. a. a. O. 2,339,b	PAT. a. a. O. 2,339,b
BAkuri		1	1〉 ein zur Erkl. von erfundenes Wort: ŚAT. BR. 9,4,1,9	ŚAT. BR. 9,4,1,9
BAkuri		2	2〉 patron. PRAVARĀDHY. _in_ Verz. d. B. H. 58,27 ( d. i. )	PRAVARĀDHY;Verz. d. B. H. 58,27
BAlANka		1	1〉 adj. mit einem (Grosses ankündenden) Zeichen auf der Stirn versehen H. an. 3,77. fg. MED. k. 133	H. an. 3,77. fg;MED. k. 133
BAlANka		2	2〉 m	
BAlANka		2a	a〉 Cyprinus Rohita TRIK. 1,2,16 . H. an. MED. HĀR. 235	TRIK. 1,2,16;H. an;MED;HĀR. 235
BAlANka		2b	b〉 Schildkröte	
BAlANka		2c	c〉 Bein. Śiva ʼs	
BAlANka		2d	d〉 ein best. Gemüse H. an. MED	H. an;MED
BAla		1	1〉 Stirn AK. 3,4,1 . 17 . TRIK. 2,7,15 . H. 573. fg. an. 2,504 . MED. l. 42 . Spr. 3044 . 2386 . RĀJA-TAR. 2,89 . 1,2 . 3,1 . SĀH. D. 42,20 . 60,1 . PAÑCAR. 1,14,16 . 2,2,21 . 5,24 . Verz. d. Oxf. H. 	AK. 3,4,1;AK. 3,4, 17;TRIK. 2,7,15;H. 573. fg;H an. 2,504;MED. l. 42;Spr. 3044;Spr 2386;RĀJA-TAR. 2,89;RĀJA-TAR 1,2;RĀJA-TAR 3,1;SĀH. D. 42,20;SĀH. D 60,1;PAÑCAR. 1,14,16;PAÑCAR 2,2,21;PAÑCAR. 2, 5,24;Verz. d. Oxf. H. 242,a (No. 593. fgg.);Verz. d. Oxf. H 249,a,5;ŚĀRṄG. SAṂH. 3,8,28;ŚĀRṄG. SAṂH. 3, 10,5;Journ. of the Am. Or. S. 6,502, Śl. 1;Journ. of the Am. Or. S 7,11, Śl. 40;TRIK. 2,6;TRIK. 2, 29
BAla		2	2〉 Glanz H. an. MED. Inschr. in Journ. of the Am. Or. S. 6,505, Śl. 16 . — Vgl	H. an;MED;Journ. of the Am. Or. S. 6,505, Śl. 16
BAlacandra		1	1〉 Bein. Gaṇeśa ʼs (den Mond auf seiner [Page5-0257] Stirn habend) GAṆEŚOPAP. _in_ Journ. of the Am. Or. S. 6,526 (	GAṆEŚOPAP;Journ. of the Am. Or. S. 6,526 (7)
BAlacandra		2	2〉 N. pr. eines Lehrers Verz. d. B. H. No. 1045	Verz. d. B. H. No. 1045
BAma	1	1	1〉 Schein, Licht, Strahl H. an. 2,330 . MED. m. 21 . VIŚVA _bei_ UJJVAL. ṚV. 5,2,10 . 3,26,6 . 6,6,3 . 10,3,4 . 5	H. an. 2,330;MED. m. 21;VIŚVA;UJJVAL;ṚV. 5,2,10;ṚV 3,26,6;ṚV 6,6,3;ṚV 10,3,4;ṚV. 10,3, 5
BAma	1	2	2〉 die Sonne H. an. MED. VIŚVA a. a. O	H. an;MED;VIŚVA a. a. O
BAma	2	1	1〉 m. Grimm, Wuth, Zorn NAIGH. 2 . 13 . TRIK. 1,1 . 128 . H. an. 2,330 . MED. m. 21 . VIŚVA _bei_ UJJVAL. _zu_ UṆĀDIS. 1,139 . ṚV. 1,165,8 . 5,32,4 . 10,83,4 . ( die Hdschrr. ) AV. 14,2,35 . 18,4,82 .	NAIGH. 2;NAIGH 13;TRIK. 1,1;TRIK. 1, 128;H. an. 2,330;MED. m. 21;VIŚVA;UJJVAL;UṆĀDIS. 1,139;ṚV. 1,165,8;ṚV 5,32,4;ṚV 10,83,4;AV. 14,2,35;AV 18,4,82;VS. 18,4;VS 20,6;VS 21,39;VS. 21, 56;ŚAT. BR. 12,7,1,7
BAma	2	2	2〉 f	
BAma	2	2a	a〉 eine leidenschaftliche Frau ŚABDAR. _im_ ŚKDR	ŚABDAR;ŚKDR
BAma	2	2b	b〉 = N. pr. einer der Frauen Kṛṣṇa ʼs KATHĀS. 39,197	KATHĀS. 39,197
BAmin	1	1	1〉 adj. scheinend, glänzend NIR. 14,25 . ṚV. 1,77,1 . 84,16 . Häufig das fem. in der Bed. glänzend, schön, von Frauen gebraucht MBH. 1,2625 . 6524 . 3,16190 ( ed. Bomb. ). 4,503 . 14,1505 . R. 2,25,35	NIR. 14,25;ṚV. 1,77,1;ṚV. 1, 84,16;MBH. 1,2625;MBH. 1, 6524;MBH 3,16190;ed. Bomb;MBH 4,503;MBH 14,1505;R. 2,25,35;R 91,18;RAGH. 8,28;ed. Calc;BHĀG. P. 9,18,6;MBH. 1,1192;MBH 13,6552;MBH 14,629;MBH. 14, 631;R. 2,26,38;GĪT. 12,6;KUMĀRAS. 5,38;BHĀG. P. 3,20,34;BHĀG. P 8,9,6;HALĀY. 2,326;RĀJAN;ŚKDR
BAmin	1	2	2〉 f. N. pr. der Tochter eines Gandharva MĀRK. P. 128,7	MĀRK. P. 128,7
BAmin	1	1	1〉 KATHĀS. 75,137 . 101,230	KATHĀS. 75,137;KATHĀS 101,230
BAnavIya		1	1〉 adj. von der Sonne kommend: MAITRYUP. 6,31	MAITRYUP. 6,31
BAnavIya		2	2〉 n. das rechte Auge H. 576	H. 576
BAnu		1	1〉 m	
BAnu		1a	a〉 Schein, Licht, Strahl NAIGH. 1,9 . AK. 1,1,2,35 . 3,4,18,107 . H. 100 . an. 2,277 . MED. n. 14 . HALĀY. 1,39 . VAIJ. beim Schol. zu ŚIŚ. 1,27 . ṚV. 1,92,1 . 2,2,8 . 8,4 . 16,4 . 3,21,4 . 61,7 . 4,1	NAIGH. 1,9;AK. 1,1,2,35;AK 3,4,18,107;H. 100;H an. 2,277;MED. n. 14;HALĀY. 1,39;VAIJ;ŚIŚ. 1,27;ṚV. 1,92,1;ṚV 2,2,8;ṚV 8,4;ṚV 16,4;ṚV 3,21,4;ṚV 61,7;ṚV 4,1,17;ṚV 13,2;ṚV 45,1;ṚV 5,37,1;ṚV 10,75,3;ṚV 1,36,3;ṚV. 1, 87,6;ṚV. 1, 92,2;ṚV 97,5;ṚV 143,3;ṚV 6,64,2;AV. 18,3,29;AV 19,7,2;VS. 11,54;VS 12,32;M. 8,132;LIṄGA-P;MUIR, ST. IV, 325;ŚIŚ. 1,27
BAnu		1b	b〉 Sonne AK. 1,1,2,32 . 3,4,18,107 . H. 95 . H. an. MED. HĀR. 11 . HALĀY. 1,36 . VAIJ. a. a. O. MBH. 1,1103 . SUŚR. 1,20,12 . Spr. 2037 . MEGH. 35 . SŪRYAS. 1,36 . 39 . 3,48 . 9,9 . 12,24 . MĀRK. P. 7	AK. 1,1,2,32;AK 3,4,18,107;H. 95;H. an;MED;HĀR. 11;HALĀY. 1,36;VAIJ. a. a. O;MBH. 1,1103;SUŚR. 1,20,12;Spr. 2037;MEGH. 35;SŪRYAS. 1,36;SŪRYAS. 1, 39;SŪRYAS 3,48;SŪRYAS 9,9;SŪRYAS 12,24;MĀRK. P. 77,1;LIṄGA-P;MUIR, ST. IV, 325;ŚIŚ. 1,27;Verz. d. Oxf. H. 33,a,24
BAnu		1c	c〉 pl. die Āditya , Kinder des Bhānu , HARIV. 148 . 12480 . VP. 120 . PAÑCAR. 3,4,12 . die Götter im 3ten Manvantara HARIV. 425 . sg. N. eines best. Āditya WEBER, RĀMAT. UP. 304 . 313	HARIV. 148;HARIV 12480;VP. 120;PAÑCAR. 3,4,12;HARIV. 425;WEBER, RĀMAT. UP. 304;WEBER, RĀMAT. UP 313
BAnu		1d	d〉 Tag H. an	H. an
BAnu		1e	e〉 König; Herr DHAR. _im_ ŚKDR	DHAR;ŚKDR
BAnu		1f	f〉 = Śiva VAIJ. a. a. O	VAIJ. a. a. O
BAnu		1g	g〉 N. pr. eines Devagandharva MBH. 1,2555 . eines Sohnes des Kṛṣṇa 2,56 . HARIV. 9183 . VP. 591 . N. pr. eines Yādava HARIV. 8472 . des Vaters des 15ten Arhant ʼs der gegenwärtigen Avasarpiṇī H. 37 . 	MBH. 1,2555;MBH 2,56;HARIV. 9183;VP. 591;HARIV. 8472;H. 37;BHĀG. P. 9;BHĀG. P 12,10;Verz. d. Oxf. H. 206,b,10;Verz. d. Oxf. H. 206,b, 12;Verz. d. Oxf. H 248,a,2;HALL;VĀSAVAD. 45
BAnu		2	2〉 f	
BAnu		2a	a〉 = ŚABDAR. _im_ ŚKDR. ein schönes Weib WILSON	ŚABDAR;ŚKDR;WILSON
BAnu		2b	b〉 N. pr. einer Tochter Dakṣa ʼs. Gattin Dharma ʼs ( Manu ʼs) und Mutter der Bhānu ( Āditya ), HARIV. 145 . 148 . 12449 . 12480 . VP. 119. fg. Mutter des Devaṛṣabha BHĀG. P. 6,6,4 . 5 . N. pr. einer T	HARIV. 145;HARIV 148;HARIV 12449;HARIV 12480;VP. 119. fg;BHĀG. P. 6,6,4;BHĀG. P. 6,6, 5;HARIV. 9184;BHĀG. P. 7,2,19;ed. Bomb
BAnu		1	1〉	
BAnu		1g	g〉 eines Sohnes des Kṛṣṇa BHĀG. P. 10,61,10 . 90,33 . eines Schülers des Śaṃkarācārya LA. (II) 87,17	BHĀG. P. 10,61,10;BHĀG. P. 10, 90,33;LA. (II) 87,17
BAnu		1h	h〉 Titel der Kapitel im [Page5-1657] Wörterbuch eines unbekannten Verfassers: Verz. d. Oxf. H. 194,a,20. fgg	Verz. d. Oxf. H. 194,a,20. fgg
BAnumant		1	1〉 adj	
BAnumant		1a	a〉 leuchtend, scheinend, strahlend: Agni ṚV. 5,1,4 . 6,4,6 . MBH. 1,6604 . R. 5,11,3 . MBH. 1,1430 . 1433 . 7209 . 4,1010 . 1323 . 7,4641 . 8,2950 . 13,1839 ( ) 3505 . 14,2315 . 1,1433 . 3,15696 . 14,	ṚV. 5,1,4;ṚV 6,4,6;MBH. 1,6604;R. 5,11,3;MBH. 1,1430;MBH. 1, 1433;MBH. 1, 7209;MBH 4,1010;MBH. 1, 1323;MBH 7,4641;MBH 8,2950;MBH 13,1839;MBH. 1, 3505;MBH 14,2315;MBH 1,1433;MBH 3,15696;MBH 14,780;HARIV. 13146
BAnumant		1b	b〉 das Wort enthaltend ŚĀṄKH. ŚR. 11,13,15	ŚĀṄKH. ŚR. 11,13,15
BAnumant		2	2〉 m	
BAnumant		2a	a〉 die Sonne HALĀY. 1,36 . ŚABDAR. _im_ ŚKDR. MBH. 1,3665 . 14,892 . RAGH. 6,36 . KUMĀRAS. 3,65 . ṚT. 5,2 . VARĀH. BṚH. S. 30,10 . Spr. 1045	HALĀY. 1,36;ŚABDAR;ŚKDR;MBH. 1,3665;MBH 14,892;RAGH. 6,36;KUMĀRAS. 3,65;ṚT. 5,2;VARĀH. BṚH. S. 30,10;Spr. 1045
BAnumant		2b	b〉 N. pr. eines Mannes mit dem patron. Aupamanyava SV. VAṂŚA-BR. _in_ Ind. St. 4,372 . eines Streiters auf Seiten der Kuru (nach dem Schol. ein Sohn Kaliṅga ʼs) MBH. 6,2268 . eines Sohnes des Kuśadhva	SV;VAṂŚA-BR;Ind. St. 4,372;MBH. 6,2268;VP. 390;BHĀG. P. 9,13,21;BHĀG. P 12,10;BHĀG. P. 12, 11;BHĀG. P 23,16
BAnumant		3	3〉 f. n. pr. Verz. d. Oxf. H. 101,b,2 . einer Tochter des Aṅgiras MBH. 3,14124 . MĀRK. P. 52 . 21 . des Kṛtavīrya und Gemahlin des Ahaṃyāti MBH. 1,3768 . einer Tochter des Yādava Bhānu HARIV. 8472. fg	Verz. d. Oxf. H. 101,b,2;MBH. 3,14124;MĀRK. P. 52;MĀRK. P 21;MBH. 1,3768;HARIV. 8472. fgg;HARIV 8159;VARARUCI;ŚKDR;Verz. d. Oxf. H. 135,a (No. 254)
BAnumant		2	2〉	
BAnumant		2b	b〉 ein Sohn Kṛṣṇa ʼs BHĀG. P. 10,61,10	BHĀG. P. 10,61,10
BAnumant		1	¦, f. heisst die Ṭīkā des Cakradatta zu Suśruta	
BArAkrAnta		1	1〉 adj. überladen: Spr. 4626 . CHANDOM. 97	Spr. 4626;CHANDOM. 97
BArAkrAnta		2	2〉 f. ein best. Metrum, 4 Mal – – – –, ⏑ ⏑ ⏑ ⏑ ⏑ –, ⏑ – ⏑ ⏑ – – – CHANDOM. 97 ; vgl	CHANDOM. 97
BAra		1	1〉 Bürde, Tracht, Last H. 364 . = *⁾ an. 2,444 . MED. r. 73 . HALĀY. 4,73 . ṚV. 1,31,3 . 152,3 . 3,56,2 . 4,5,6 . 7,34,7 . AV. 9,3,24 . VS. 23,26 . AIT. BR. 4,13 . ŚAT. BR. 2,1,4,26 . 12,2,4,10 . TS. 	H. 364;H an. 2,444;MED. r. 73;HALĀY. 4,73;ṚV. 1,31,3;ṚV. 1, 152,3;ṚV 3,56,2;ṚV 4,5,6;ṚV 7,34,7;AV. 9,3,24;VS. 23,26;AIT. BR. 4,13;ŚAT. BR. 2,1,4,26;ŚAT. BR 12,2,4,10;TS. 6,2,5,1;Spr. 255;Spr 1570;R. 1,9,57;KATHĀS. 37,155;SUŚR. 1,341,19;BHĀG. P. 2,3,21;Spr. 4638;Spr 4919;MBH. 2,1866;AK. 2,9,88;KATHĀS. 44,132;KATHĀS. 44, 76;MBH. 3,1892;MBH 16,283;HARIV. 2894;HARIV 2916;HARIV 2898;BHĀG. P. 9,24,58;KATHĀS. 38,90;Spr. 242;HALĀY
BAra		1a	a〉 mit dem obj. : ŚĀṄKH. ŚR. 17,6,6 . SUŚR. 1,13,15 . KATHĀS. 44,77 . R. 1,4,21 . MBH. 3,12712 . ŚĀK. 101 . VARĀH. BṚH. S. 32,1 . VID. 209 . Spr. 1005 . RAGH. 2,18 . ŚRUT. 28 . GĪT. 1,39 . PRAB. 40,3 	ŚĀṄKH. ŚR. 17,6,6;SUŚR. 1,13,15;KATHĀS. 44,77;R. 1,4,21;MBH. 3,12712;ŚĀK. 101;VARĀH. BṚH. S. 32,1;VID. 209;Spr. 1005;RAGH. 2,18;ŚRUT. 28;GĪT. 1,39;PRAB. 40,3;MEGH. 80;Spr. 1530;Spr 1843;SUŚR. 1,53,6;MĀRK. P. 8,187;RAGH. 14,68
BAra		1b	b〉 mit dem subj. : MBH. 1,8012 . GĪT. 5,20 . die Last eines Fürsten KATHĀS. 39,237 . Last für die Erde BHĀG. P. 1,15,26 . so viel wie ein Kochtopf trägt, fasst MBH. 3,16851	MBH. 1,8012;GĪT. 5,20;KATHĀS. 39,237;BHĀG. P. 1,15,26;MBH. 3,16851
BAra		2	2〉 Last so v. a. schwere Arbeit, Arbeit, Mühe überh. : MBH. 1,6034 . KATHĀS. 28,89 . (so liest die ed. Bomb. ) MBH. 6,2579 . für das Schicksal ist keine Arbeit zu schwer (so ist zu übersetzen) Spr. 14	MBH. 1,6034;KATHĀS. 28,89;ed. Bomb;MBH. 6,2579;Spr. 1401;Spr 744;R. 1,12,4;RĀJA-TAR. 5,171;RĀJA-TAR 173;RĀJA-TAR 171. fg;MBH. 1,2918;MBH 5,2414;MBH. 5, 2416;MBH. 5, 6;MBH. 5, 4922;Spr. 2044;PAÑCAR. 1,14,45
BAra		3	3〉 Last so v. a. Masse, Menge; in Verbindung mit Wörtern, die Haar bedeuten, H. 568 . DAŚ. 1,27 . 34 . R. 2,28,13 . Verz. d. Oxf. H. 46,a,41 . PAÑCAR. 1,14,63 . 2,4,3 ( vgl. GĪT. 12,26 ). so v. a. der	H. 568;DAŚ. 1,27;DAŚ. 1, 34;R. 2,28,13;Verz. d. Oxf. H. 46,a,41;PAÑCAR. 1,14,63;PAÑCAR 2,4,3;GĪT. 12,26;MEGH. 54;HARIV. 12083;HARIV 8787;VIKR. 85;HARIV. 2199;MĀRK. P. 45,15;PAÑCAR. 1,14,92;CAURAP. 33
BAra		4	4〉 Last als best. Gewicht = 20 Tulā = 2000 Pala (etwa 140 Pfund) AK. 2,9,87 . H. 885 . H. an. MED. Verz. d. Oxf. H. 307,b,11 . SUŚR. 2,175,16 . ŚĀRṄG. SAṂH. 1,1,23 . BHAṬṬ. 15,54 . PAÑCAT. 99,25 . HAR	AK. 2,9,87;H. 885;H. an;MED;Verz. d. Oxf. H. 307,b,11;SUŚR. 2,175,16;ŚĀRṄG. SAṂH. 1,1,23;BHAṬṬ. 15,54;PAÑCAT. 99,25;HARIV. 6905;HARIV 15046;HARIV 15336
BAra		5	5〉 Bein. Viṣṇu ʼs MED. — Vgl	MED
BAra		4	4〉 HARIV. 15041 , wo mit der neueren Ausg. st. zu lesen ist. KATHĀS. 103,184	HARIV. 15041;KATHĀS. 103,184
BAradvAja		1	1〉 adj. f. von Bharadvāja herrührend, stammend, zu ihm in Beziehung stehend u. s. w. ŚAT. BR. 10,4,2,19 . 14,5,5,20 . 21 . 6,10,11 . ĀŚV. ŚR. 7,6 . 12,11 . 12 . NIR. 6,30 . WEBER, Nax. 2,392,2 . ŚĀṄKH	ŚAT. BR. 10,4,2,19;ŚAT. BR 14,5,5,20;ŚAT. BR. 14,5,5, 21;ŚAT. BR. 14, 6,10,11;ĀŚV. ŚR. 7,6;ĀŚV. ŚR 12,11;ĀŚV. ŚR. 12, 12;NIR. 6,30;WEBER, Nax. 2,392,2;ŚĀṄKH. ŚR. 14,32,12;ŚĀṄKH. ŚR 16,11,10;ṚV. 6;ŚĀṄKH. ŚR 10,11,21;AIT. BR. 8,3;Ind. St. 3,227,b;Ind. St 1,80;Verz. d. Oxf. H. 121,b (No. 214). 239,b (No. 580). 264,a,16;Verz. d. Oxf. H. 121,b (No. 214). 239, 356,a,5;Verz. d. Oxf. H 20;Ind. St. 3,246, N
BAradvAja		2	2〉 m	
BAradvAja		2a	a〉 patron. gaṇa zu P. 4,1,104 . TRIK. 3,3,86 . H. an. 4,56 . MED. j. 34 . MBH. 12,5249. fgg. Verz. d. Oxf. H. 53,a,22 . 54,b,10 . 80,a,12 . 82,a,13 . 276,b,17 . Śūṣa Vāhneya Ind. St. 4,373 . Śaunahotr	P. 4,1,104;TRIK. 3,3,86;H. an. 4,56;MED. j. 34;MBH. 12,5249. fgg;Verz. d. Oxf. H. 53,a,22;Verz. d. Oxf. H 54,b,10;Verz. d. Oxf. H 80,a,12;Verz. d. Oxf. H 82,a,13;Verz. d. Oxf. H 276,b,17;Ind. St. 4,373;Ind. St 1,281;Ind. St 280;Ind. St 440;Ind. St 454;P. 4,1,117;TRIK;MED;MBH. 6,3590;ŚKDR;H. an;ŚABDAR;ŚKDR;TAITT. PRĀT. 2,5;P. 7,2,63;P. 2,4,84, Vārtt
BAradvAja		2b	b〉 pl. N. pr. eines Volkes ( vgl. ) VP. 196	VP. 196
BAradvAja		2c	c〉 der Planet Mars ŚKDR. nach dem Grahayajñatattva	ŚKDR
BAradvAja		2d	d〉 Lerche ( vgl. ) H. an. PAÑCAT. 157,3	H. an;PAÑCAT. 157,3
BAradvAja		3	3〉 f	
BAradvAja		3a	a〉 ein best. Vogel PĀR. GṚHY. 1,19	PĀR. GṚHY. 1,19
BAradvAja		3b	b〉 die wilde Baumwollenstaude AK. 2,4,4,4 . MED. RATNAM. 171	AK. 2,4,4,4;MED;RATNAM. 171
BAradvAja		3c	c〉 N. pr. eines Flusses MBH. 6,336 ( VP. 183 )	MBH. 6,336;VP. 183
BAradvAja		4	4〉 n	
BAradvAja		4a	a〉 Knochen H. 625	H. 625
BAradvAja		4b	b〉 N. pr. einer Gegend P. 4,2,145 , v. l. für	P. 4,2,145
BAradvAja		2	2〉	
BAradvAja		2a	a〉 in ṚV. ANUKR. führen dieses patron. Ṛjiśvan , Garga , Nara , Pāyu , Vasu , Śāsa , Śirimbiṭha , Śunahotra , Sapratha , Suhotra und die Rātri ( f. )	ṚV. ANUKR
BAradvAja		2d	d〉 BHĀG. P. 10,15,13	BHĀG. P. 10,15,13
BAraka		1	¦ (von ) m. Bürde, Tracht, Last: M. 11,133 . KATHĀS. 44,76 . adj. 26,156 . — Vgl	M. 11,133;KATHĀS. 44,76;KATHĀS 26,156
BAraka		4	4〉	
BAratItIrTa		1	1〉 m. N. pr. eines Lehrers Verz. d. Oxf. H. 222,a,13 . 263,b,42 . Verz. d. B. H. No. 625 . 629 . HALL 98 . Vgl	Verz. d. Oxf. H. 222,a,13;Verz. d. Oxf. H 263,b,42;Verz. d. B. H. No. 625;Verz. d. B. H. No 629;HALL 98
BAratItIrTa		2	2〉 n. N. pr. eines heiligen Badeplatzes Verz. d. Oxf. H. 73,b,24	Verz. d. Oxf. H. 73,b,24
BArata		1	1〉 adj. ( f. ) gaṇa zu P. 4,1,86	P. 4,1,86
BArata		1a	a〉 Bez. des Agni , vielleicht so v. a. kriegerisch; nach SĀY. der von Ṛtvij ( Bharata ) stammende oder Träger (des Opfers). ṚV. 2,7,1 . 5 . 4,25,4 . 6,16,19 . TS. 2,5,9,1 . ŚAT. BR. 1,4,2,2 . ĀŚV. ŚR.	SĀY;ṚV. 2,7,1;ṚV. 2,7, 5;ṚV 4,25,4;ṚV 6,16,19;TS. 2,5,9,1;ŚAT. BR. 1,4,2,2;ĀŚV. ŚR. 1,2;TRIK. 1,1,67
