k1	hom	homonym_precise	deriv_base	deriv_suffix	deriv_class	deriv_citation	panini_sutras	compound_members_pwg	compound_status	ganas	gana_sutras	gana_corroborated
SUlika		1	SUla	ika	относит./vṛddhi	ŚABDAC.	P.57.41					
SUlikA							P.27.20					
SUlin							P.3.19.20|P.81.61					
SUlya		1	SUla	ya	относит./vṛddhi	P. 4,2,17	P.4.2.17					
SUzya		1	SUza	ya	относит./vṛddhi	ṚV. 1,54,3						
SfNKala							P.6.16.12|P.10.3.49|P.125.13					
SfNKalaka		1	SfNKala	ka	уменьш./собират.	P. 5,2,79	P.5.2.79					
SfNKalatodin							P.4.1.96		index-only	bAhvAdiH	4.1.96	1
SfNga							P.2.4.31|P.4.1.41|P.4.1.55|P.5.2.11|P.10.11.31|P.10.71.33|P.110.43			SAKAdiH|arDarcAdiH|gOrAdiH	2.4.31|4.1.41|5.3.103	1
SfNgajAha							P.5.2.24		index-only			
SfNgamaya		1	SfNga	maya	материал	MBH. 1,658			index-only			
SfNgavant							P.5.16.8|P.55.10					
SfNgAwaka		1	SfNgAwa	ka	уменьш./собират.	H. an. 4,38	P.8.15.16					
SfNgAra										tArakAdiH	5.2.36	
SfNgAraka							P.5.2.122					
SfNgArin		1	SfNgAra	in	поссессив	TRIK. 3,3,264. fg.						
SfNgiRa							P.5.2.114					
SfNgin							P.5.2.16|P.54.9|P.79.6					
SfNgya		1	SfNga	ya	относит./vṛddhi	P. 5,3,103	P.5.3.103					
Sfta							P.6.1.27|P.8.16|P.10.9.7					
Sftatva		1	Sfta	tva	абстракт	TS. 2,5,3,4			index-only			
SftozRa		1						Sfta + uzRa	pwg-new-fill			
SeKara							P.10.45.36					
SeKarita							P.10.83.8					
SePAlikA							P.4.3.167			harItakyAdiH	4.3.167	1
SevaDi		1					P.3.24.16	Seva + Di	agrees			
Sevala							P.5.3.84					
Sevaladatta							P.5.3.84		index-only			
Sevalika							P.5.3.84					
Sevaliya							P.5.3.84					
Sevalendradatta							P.5.3.84					
SevAla							P.1.4.61					
Savya		1	Sava	ya	относит./vṛddhi	CHĀND. UP. 4,15,5						
Seza							P.1.4.7|P.2.3.50|P.2.7.41|P.3.2.14|P.5.26.37|P.6.16.3|P.7.6.8|P.8.16.43|P.9.11.3|P.22.5|P.116.61					
SezatA		1	Seza	tA	абстракт	PAÑCAT. 9,4			index-only			
SezaBuj							P.3.30.11		index-only			
SezADikArIya		1					P.2.2.23|P.7.3.48	Seza + aDikAra	pwg-new-fill			
Sezin		1	Seza	in	поссессив	SARVADARŚANAS. 57,22						
SEkayatAyani							P.4.1.154					
SEkza							P.4.3.73					
SEkzita							P.4.1.113					
SEKaRqa							P.6.4.144					
SEKaRqina							P.4.2.77					
SEKarika		1	SeKara	ika	относит./vṛddhi	AK. 2,4,3,7						
SEKAyani							P.4.1.154					
SEKAvata							P.5.3.118					
SEgrava							P.4.1.104|P.4.3.164					
SEgrava							P.4.1.104|P.4.3.164					
SEGrya							P.5.21.3					
SEtikakza							P.6.2.37					
SEtibAheya		1	SitibAhu	eya	относит./vṛddhi	P. 4,1,135	P.4.1.135					
SEtozma		1						SIta + Uzman	pwg-new-fill			
SEtya		1	SIta	ya	относит./vṛddhi	P. 5,1,123	P.3.26.36|P.5.1.123					
SEtyamaya		1	SEtya	maya	материал	SĀH. D. 71,21			index-only			
SETilya		1	SiTila	ya	относит./vṛddhi	CARAKA 3,1	P.5.7.11|P.8.3.18|P.10.84.65|P.68.36|P.109.22					
SEneya		1	Sini	eya	относит./vṛddhi	TRIK. 1,1,35	P.1.8.7					
SEba							P.4.2|P.4.2.52					
SEbI							P.4.1.73					
SEbya							P.5.3.112|P.9.23.34|P.10.53.5					
SErasi							P.4.1.96					
SErIza							P.4.3.141					
SErIzaka							P.4.2.80					
SErIzika							P.4.2.80					
SErzaGAtya							P.5.1.124					
SErzacCedika		1	SIrzacCeda	ika	относит./vṛddhi	P. 5,1,65	P.5.1.65					
SErzAyaRa							P.4.2.80					
SErzya		1	SIrza	ya	относит./vṛddhi	P. 4,2,80	P.4.2.80					
SEla							P.3.28.22|P.11.27.12					
SElatA		1	SEla	tA	абстракт	Spr. (II) 545			index-only			
SElamaya		1	SEla	maya	материал	HARIV. 4718			index-only			
SElAKya		1						SEla + AKyA	pwg-new-fill			
SElAwa		1						SEla + awa	pwg-new-fill			
SElABa		1						SEla + ABA	pwg-new-fill			
SElAla							P.4.3.110					
SElAlin							P.4.3.110					
SElAsA		1						SEla + Asa	pwg-new-fill			
SElAhva		1						SEla + AhvA	pwg-new-fill			
SElika							P.58.20					
SElikya		1	Silika	ya	относит./vṛddhi	JAṬĀDH.	P.5.1.128					
SElUza							P.57.46			KalAdiH	4.2.51	
SElUzaka		1	SElUza	ka	уменьш./собират.	P. 4,2,53	P.4.2.53					
SElendra							P.87.2					
SEleya		1	SilA	eya	относит./vṛddhi	P. 5,3,102	P.5.3.102					
SEleSa		1						SEla + ISa	pwg-new-fill			
SElodA		1						SEla + uda	pwg-new-fill			
SElya		1	SilA	ya	относит./vṛddhi	ŚKDR.						
SEva	1						P.3.1.13|P.4.1.112					
SEva	2						P.3.1.13|P.4.1.112					
SEvapura							P.4.2.109		index-only			
SEvarUpya							P.4.2.106		index-only			
SEvala										tArakAdiH	5.2.36	
SEvalita							P.5.2.36					
SEvAkavi							P.4.1.96					
SEvAyana							P.4.1.110					
SEvAla							P.59.4					
SESava							P.3.31.28					
SESira							P.4.3.16					
SESiri										gahAdiH	4.2.138	
SESirika							P.4.2.63					
SESirIya		1	SESiri	Iya	относит./vṛddhi	P. 4,2,138	P.4.2.138					
SESireya		1	SESiri	eya	относит./vṛddhi	Verz. d. Oxf. H. 54,b,35						
SESumAra							P.2.2.24					
SESnya		1	SiSna	ya	относит./vṛddhi	BHĀG. P. 11,4,11	P.11.4.11					
SEzika							P.3.1.17|P.4.2.92|P.4.3.25					
SEzyopADyAyikA		1					P.5.1.133	Sizya + upADyAya	pwg-new-fill			
Soka	1						P.3.2.5|P.3.14.48|P.6.6.11|P.50.31					
Soka	2						P.3.2.5|P.3.14.48|P.6.6.11|P.50.31					
Sokamaya		1	Soka	maya	материал	KATHĀS. 17,54			index-only			
SokAri		1						Soka + ari	pwg-new-fill			
Socana							P.3.2.150					
SocizkeSa		1						Socis + keSa	differs			
Socis							P.2.9.18					
Socya							P.1.13.41|P.22.30					
Socyaka		1	Socya	ka	уменьш./собират.	ŚABDAM.						
SoRa							P.1.11.2|P.2.4.7|P.2.7.24|P.4.1.43|P.4.1.99|P.5.19.18|P.10.60.8|P.57.21			mAlAdiH|naqAdiH	4.1.99|6.2.88	1
SoRatA		1	SoRa	tA	абстракт	KATHĀS. 47,91			index-only			
SoRaprasTa							P.6.2.88		index-only			
SoRAprasTa							P.6.2.88					
SoRASva		1						SoRa + aSva	pwg-new-fill			
SoRita							P.2.4.11|P.3.28.28					
SoRitapura							P.10.62.23		index-only			
SoRitAkza		1						SoRita + akza	pwg-new-fill			
SoRitoda		1						SoRita + uda	pwg-new-fill			
SoRiman							P.1.11.2					
SoDana							P.35.35					
SoDanaka		1	SoDana	ka	уменьш./собират.	MṚCCH. 136,1. fgg.						
SoDanIya		1	SoDana	Iya	относит./vṛddhi	KULL.						
SoDayitavya							P.4.18					
SoPa							P.4.1.54					
SoPAri		1						SoPa + ari	pwg-new-fill			
SoPin		1	SoPa	in	поссессив	SUŚR. 2,134,5						
SoBa							P.3.15.49					
SoBakft		1						SoBA + kft	differs			
SoBana							P.3.1.134|P.4.3.16|P.4.20|P.4.20.11|P.4.25.25|P.4.30.10|P.5.19.21|P.9.2.27|P.58.57|P.71.11|P.116.67|P.123.4					
SoBanaka		1	SoBana	ka	уменьш./собират.	ŚABDAC.						
SoBin							P.3.15.20					
Soza	1						P.2.6.45|P.43.13					
Soza	2						P.2.6.45|P.43.13					
Sozaka							P.6.18.25					
SozaRa							P.1.11.10|P.3.26.40					
SOka							P.4.2.45					
SOkeya		1	Suka	eya	относит./vṛddhi	P. 4,1,123	P.4.1.123			yODeyAdiH	5.3.117	
SOktika		1	Sukta	ika	относит./vṛddhi	CARAKA 2,2						
SOkri							P.4.2.80					
SOkreya		1	Sukra	eya	относит./vṛddhi	P. 4,1,123	P.4.1.123|P.5.3.117			yODeyAdiH	4.1.178	
SOkrya		1	Sukra	ya	относит./vṛddhi	P. 5,1,123	P.5.1.123					
SOkla							P.4.31.10					
SOklya		1	Sukla	ya	относит./vṛddhi	P. 5,1,123	P.5.1.119|P.5.1.123					
SONga							P.4.1.117					
SONgi							P.4.1.117|P.4.2.138					
SANgIya							P.4.2.138					
SONgya		1	SuNga	ya	относит./vṛddhi	PRAVARĀDHY.						
SOca							P.3.23.2|P.5.1.131|P.6.1.10					
SOcikarRika		1	SucikarRa	ika	относит./vṛddhi	P. 4,2,80	P.4.2.80					
SOcin		1	SOca	in	поссессив	KULL.						
SOcivfkzi							P.4.1.81					
SOcivfkzyA							P.4.1.81					
SOceya		1	Suci	eya	относит./vṛddhi	ŚABDAR.						
SOwIra							P.5.1.124			brAhmaRAdiH	5.1.124	1
SOwIrya		1	SOwIra	ya	относит./vṛddhi	P. 5,1,124	P.5.1.124					
SORAyana							P.4.1.99					
SORqa							P.2.1.40|P.4.2.54|P.10.61.4|P.32.25			EzukAryAdiH|SORqAdiH	2.1.40|4.2.54	1
SORqAyana							P.4.1.98					
SORqi							P.1.16.11					
SORqika							P.4.3.76					
SORqikeya		1	SuRqikA	eya	относит./vṛddhi	PĀR. GṚHY. 1,16						
SORqIra							P.3.18.21					
SOdDAkzara		1						SudDa + akzara	pwg-new-fill			
SOdrakAyaRa							P.4.1.110					
SOdrAyaRa							P.4.2.54			EzukAryAdiH	4.2.54	1
SOnaka							P.1.1.4|P.4.1.104			SOnakAdiH	4.3.106	
SOnakAyana							P.4.1.102					
SOnakin							P.4.3.106					
SOnAsIrya		1	SunAsIra	ya	относит./vṛddhi	LĀṬY. 10,11,7						
SOBaneya		1	SoBanA	eya	относит./vṛddhi	P. 4,1,113	P.4.1.113					
SOBAyana							P.4.1.98					
SOBAyani							P.4.1.154					
SOBAyanya							P.4.1.98					
SOBrAyaRa							P.4.2.54			EzukAryAdiH	4.2.54	1
SOBreya		1	SuBra	eya	относит./vṛddhi	P. 4,1,123	P.4.1.123|P.4.1.178|P.5.3.117			yODeyAdiH	4.1.178|5.3.117	1
SOBrya		1	SuBra	ya	относит./vṛddhi	P. 4,1,151	P.4.1.151					
SOradevya		1	SUradeva	ya	относит./vṛddhi	ṚV. 8,59,15			index-only			
SOrasena							P.4.2.110		index-only			
SOrasenya		1	SUrasena	ya	относит./vṛddhi	P. 4,2,80	P.4.2.80		index-only			
SOri							P.1.10.33|P.3.1.27|P.118.22					
SOrpa							P.5.1.26					
SOrpaRAyya		1	SUrpaRAya	ya	относит./vṛddhi	P. 4,1,151	P.4.1.151					
SOrpika		1	SUrpa	ika	относит./vṛddhi	P. 5,1,26	P.5.1.26					
SOrya		1	SUra	ya	относит./vṛddhi	AK. 2,8,2,70	P.3.19.38					
SOryAdimant		1						SOrya + Adi	pwg-new-fill			
SOlkaSAlika							P.4.3.75					
SOlkAyani							P.12.7.2					
SOlkika		1	Sulka	ika	относит./vṛddhi	H. 724						
SOlkikeya		1	SulkikA	eya	относит./vṛddhi	AK. 1,2,1,11						
SOlbika		1	Sulba	ika	относит./vṛddhi	AK. 2,10,8						
SOva	1						P.6.4.144					
SOva	2						P.6.4.144					
SOvadaMzwra							P.7.3.8					
SOvana							P.4.2.45|P.6.4.133					
SOvani							P.4.2.80					
SOvaneya							P.4.1.123					
SOvastika							P.4.3.15					
SOvahAna							P.7.3.8					
SOvApada							P.7.3.9					
SOvAvatAna							P.4.2.116			kASyAdiH	4.2.116	1
Scut	2						P.3.16.8|P.7.4.61					
SmaSAna							P.3.14.24|P.6.3.109			kukkuwyAdiH	6.3.42	
SmaSru							P.4.6.51|P.6.9.13					
SmaSrukarman							P.34.75		index-only			
SmaSrujAta							P.2.2.37		index-only			
SmaSruDara							P.9.8.6		index-only			
SmaSruDArin							P.58.17		index-only			
SmaSrula							P.8.81|P.9.19.5|P.128.73					
SmASAnika							P.4.4.71					
SyAparRa							P.2.4.67|P.4.1.104			bidAdiH|gopavanAdiH	2.4.67|4.1.104	1
SyAparReya		1	SyAparRa	eya	относит./vṛddhi	P. 6,2,37	P.6.2.37					
SyAma							P.1.12.8|P.1.16.12|P.3.15.39|P.3.26.28|P.4.1|P.4.1.110|P.5.2.22|P.6.2.2|P.6.4.37|P.8.6.3|P.21.18|P.59.15			aSvAdiH|siDmAdiH	4.1.110|5.2.97	1
SyAmaka							P.4.1.104|P.9.24|P.9.24.28|P.58.47			bidAdiH|gopavanAdiH	2.4.67|4.1.104	1
SyAmatA		1	SyAma	tA	абстракт	MBH. 3,10996	P.43.26		index-only			
SyAmala							P.5.2.97|P.8.2.4|P.8.8.32					
SyAmalaka		1	SyAmala	ka	уменьш./собират.	PAÑCAT. ed. Bomb. Buch IV, S. 20,12						
SyAmalatA	1	1	SyAmala	tA	абстракт				index-only			
SyAmalatA	2		SyAmala	tA	абстракт				index-only			
SyAmalatva		1	SyAmala	tva	абстракт	SARVADARŚANAS. 110,16. fg.			index-only			
SyAmalekzu		1						SyAmala + ikzu	pwg-new-fill			
SyAmAka							P.2.4.67|P.4.1.104|P.4.3.152|P.32.9			bidAdiH|gopavanAdiH|tAlAdiH	2.4.67|4.1.104|4.3.152	1
SyAmANga		1						SyAma + aNga	pwg-new-fill			
SyAmAyana							P.4.1.110					
SyAmAyanin							P.4.3.104					
SyAmeya		1	SyAma	eya	относит./vṛddhi	P. 4,1,123	P.4.1.123					
SyAvaka		1	SyAva	ka	уменьш./собират.	ṚV. 8,3,12						
SyAvadant							P.5.4.144					
SyAvadanta							P.5.4.144|P.31.27		index-only			
SyAvadantatA		1	SyAvadanta	tA	абстракт	M. 11,49			index-only			
SyAvanAya							P.4.2.90		index-only	kurvAdiH|utkarAdiH	4.1.151|4.2.90	1
SyAvanAyIya		1	SyAvanAya	Iya	относит./vṛddhi	P. 4,2,90	P.4.2.90		index-only			
SyAvanAyya		1	SyAvanAya	ya	относит./vṛddhi	P. 4,1,151	P.4.1.151		index-only			
SyAvaputra									index-only	kurvAdiH	4.1.151	
SyAvaputrya		1	SyAvaputra	ya	относит./vṛddhi	ebend.			index-only			
SyAvaraTa									index-only	kurvAdiH	4.1.151	
SyAvaraTya		1	SyAvaraTa	ya	относит./vṛddhi	ebend.			index-only			
SyAvala							P.4.1.104					
SyAvali										bidAdiH	4.1.104	
SyAvASva		1						SyAva + aSva	pwg-new-fill			
Syeta							P.4.1.39|P.6.2.2					
SyetAkza		1						Syeta + akza	pwg-new-fill			
Syena							P.3.10.23|P.104.8					
SyenakapotIya		1						Syena + kapota	differs			
Syenacit							P.3.2.92		index-only			
SyenapAta	1						P.6.3.71		index-only			
SyenapAta	2						P.6.3.71		index-only			
SyenAKya		1						Syena + AKyA	pwg-new-fill			
SyEnaMpAta							P.4.2.58					
SyEneya		1	SyenI	eya	относит./vṛddhi	MAHAVĪRAC. 73,7						
SyonAka										gopavanAdiH	2.4.67	
Srat							P.1.12.3|P.2.1.10|P.3.3.145|P.3.6.35|P.3.24.5|P.3.33.11|P.5.2.36|P.5.4.57|P.10.65.12|P.10.69.43|P.10.89.15|P.16.3			UryAdiH	1.4.61	
SradDA		1					P.1.1.37|P.1.4.66|P.2.4.14|P.3.3.104|P.3.24.22|P.9.1|P.10.38.39|P.50.20	Srat + DA	pwg-new-fill	BidAdiH|sAkzAtpraBftiH|svarAdiH|tArakAdiH|upavastrAdiH	1.1.37|1.4.74|3.3.104|5.1.105|5.2.36	1
SradDAmaya		1	SradDA	maya	материал	BHAG. 17,3			index-only			
SradDAlu							P.3.2.158|P.3.8.9					
SradDAvant							P.5.16.30|P.32.28					
SradDeya							P.7.1.33					
SradDeyatva		1	SradDeya	tva	абстракт	PAÑCAT. 162,2			index-only			
SranTana	1						P.3.3.107					
SranTana	2						P.3.3.107					
Sram	1						P.1.1.37|P.1.6.15|P.1.13.6|P.3.4.10|P.3.20.36|P.4.26.11|P.7.3.74|P.10.52.10|P.10.88.29|P.61.18|P.133.17			svarAdiH	1.1.37	1
Sram	2						P.1.1.37|P.1.6.15|P.1.13.6|P.3.4.10|P.3.20.36|P.4.26.11|P.7.3.74|P.10.52.10|P.10.88.29|P.61.18|P.133.17			svarAdiH	1.1.37	1
Srama							P.1.2.8|P.1.9.31|P.2.7.31|P.3.13|P.3.13.4|P.3.31.15|P.4.4.10|P.4.26.10|P.7.8.27|P.9.21.11|P.129.13					
SramaRa							P.2.1.59|P.2.1.70|P.5.1.130|P.5.3.20			yuvAdiH	5.1.130	1
SramavAri							P.1.9.34		index-only			
Sramin							P.3.2.141					
SramB							P.3.3.23|P.5.8.6|P.5.26.32|P.8.3.110|P.10.89.35|P.11.5.14|P.11.26.24|P.21.67|P.22.14					
SrayaRa	1						P.3.15.44|P.8.9.28					
SrayaRa	2						P.3.15.44|P.8.9.28					
Sravaeza		1						Sravas + eza	pwg-new-fill			
SravaRa	1						P.1.2.17|P.2.2.37|P.4.2|P.4.2.5|P.4.12.48|P.5.23.6|P.10.59.12|P.33.14|P.34.71|P.58.41			SreRyAdiH|aMSvAdiH|yuvAdiH	2.1.59|5.1.130|6.2.193	
SravaRa	2						P.1.2.17|P.2.2.37|P.4.2|P.4.2.5|P.4.12.48|P.5.23.6|P.10.59.12|P.33.14|P.34.71|P.58.41			SreRyAdiH|aMSvAdiH|yuvAdiH	2.1.59|5.1.130|6.2.193	
SravaRa	3						P.1.2.17|P.2.2.37|P.4.2|P.4.2.5|P.4.12.48|P.5.23.6|P.10.59.12|P.33.14|P.34.71|P.58.41			SreRyAdiH|aMSvAdiH|yuvAdiH	2.1.59|5.1.130|6.2.193	
SravaRa	4						P.1.2.17|P.2.2.37|P.4.2|P.4.2.5|P.4.12.48|P.5.23.6|P.10.59.12|P.33.14|P.34.71|P.58.41			SreRyAdiH|aMSvAdiH|yuvAdiH	2.1.59|5.1.130|6.2.193	
SravaRa	5						P.1.2.17|P.2.2.37|P.4.2|P.4.2.5|P.4.12.48|P.5.23.6|P.10.59.12|P.33.14|P.34.71|P.58.41			SreRyAdiH|aMSvAdiH|yuvAdiH	2.1.59|5.1.130|6.2.193	
SravaRa	6						P.1.2.17|P.2.2.37|P.4.2|P.4.2.5|P.4.12.48|P.5.23.6|P.10.59.12|P.33.14|P.34.71|P.58.41			SreRyAdiH|aMSvAdiH|yuvAdiH	2.1.59|5.1.130|6.2.193	
SravaRadvAdaSI							P.8.18.5		index-only			
SravaRaBfta							P.10.87.40		index-only			
SravaRIya							P.1.15.36					
Sravas	1						P.3.20.7|P.4.17.6|P.4.24.1|P.5.11.10					
Sravas	2						P.3.20.7|P.4.17.6|P.4.24.1|P.5.11.10					
Sravasya	1	1	Sravas	ya	относит./vṛddhi	NIR. 5,25						
Sravasya	2		Sravas	ya	относит./vṛddhi	NIR. 5,25						
SravizWa							P.4.1.110|P.4.3.34					
SrA							P.4.4.67|P.6.1.27|P.6.1.36|P.6.14.27|P.10.16.4					
SrARika							P.4.4.67					
SrAdDa							P.5.1.110|P.5.2.101					
SrAdDatva		1	SrAdDa	tva	абстракт	Verz. d. Oxf. H. 397,a,11			index-only			
SrAdDadeva							P.3.1.22|P.8.13|P.8.157|P.106.4		index-only			
SrAdDadevatA							P.4.18.18		index-only			
SrAdDadevatva		1	SrAdDadeva	tva	абстракт	HARIV. 835			index-only			
SrAdDika		1	SrAdDa	ika	относит./vṛddhi	KAUŚ. 141	P.5.2.85					
SrAdDin							P.5.2.85					
SrAdDIya		1	SrAdDa	Iya	относит./vṛddhi	KULL.						
SrAmaRa							P.5.1.130					
SrAya	1						P.3.3.24					
SrAya	2						P.3.3.24					
SrAyasa							P.7.3.1					
SrAvaRa	1						P.4.2.5|P.4.2.23|P.4.2.92|P.40.7					
SrAvaRa	2						P.4.2.5|P.4.2.23|P.4.2.92|P.40.7					
SrAvaRa	3						P.4.2.5|P.4.2.23|P.4.2.92|P.40.7					
SrAvaRa	4						P.4.2.5|P.4.2.23|P.4.2.92|P.40.7					
SrAvaRatva		1	SrAvaRa	tva	абстракт	TARKAS. 42			index-only			
SrAvaRaviDi		1						SrAvaRa + viDi	agrees			
SrAvaRika							P.4.2.23					
SrAvaRIya							P.97.36					
SrAvasta							P.4.2.97					
SrAvasteya		1	SrAvastI	eya	относит./vṛddhi	P. 4,2,97	P.4.2.97					
SrAvizWAyana							P.4.1.110					
SrAvizWIya							P.4.3.84					
Sri	1						P.1.1|P.1.1.56|P.1.2.6|P.1.5.29|P.1.6.16|P.1.15.13|P.2.1.24|P.2.1.37|P.2.2.15|P.2.4.7|P.2.7.42|P.2.10.49|P.3.1.48|P.3.1.89|P.3.2.10|P.3.4.8|P.3.5.39|P.3.8.17|P.3.8.25|P.3.9.3|P.3.14.19|P.3.20.3|P.3.21.33|P.3.23.18|P.3.23.45|P.4.1.2|P.4.2.30|P.4.4.20|P.4.6.39|P.4.7.21|P.4.7.30|P.4.7.40|P.4.11.29|P.4.16.26|P.4.17.30|P.4.26.5|P.5.1.18|P.5.11.8|P.5.13.5|P.5.13.25|P.5.25.11|P.6.1.36|P.7.1.1|P.7.2.10|P.7.2.11|P.7.2.49|P.7.2.67|P.7.3.2|P.7.5.26|P.7.13.7|P.8.2.1|P.8.3.72|P.10.9.5|P.10.29.5|P.10.41.9|P.11.26.31|P.17.14|P.19.7|P.19.35|P.49.35|P.54.18|P.58.53|P.97.1|P.109.29|P.109.54					
Sri	2						P.1.1|P.1.1.56|P.1.2.6|P.1.5.29|P.1.6.16|P.1.15.13|P.2.1.24|P.2.1.37|P.2.2.15|P.2.4.7|P.2.7.42|P.2.10.49|P.3.1.48|P.3.1.89|P.3.2.10|P.3.4.8|P.3.5.39|P.3.8.17|P.3.8.25|P.3.9.3|P.3.14.19|P.3.20.3|P.3.21.33|P.3.23.18|P.3.23.45|P.4.1.2|P.4.2.30|P.4.4.20|P.4.6.39|P.4.7.21|P.4.7.30|P.4.7.40|P.4.11.29|P.4.16.26|P.4.17.30|P.4.26.5|P.5.1.18|P.5.11.8|P.5.13.5|P.5.13.25|P.5.25.11|P.6.1.36|P.7.1.1|P.7.2.10|P.7.2.11|P.7.2.49|P.7.2.67|P.7.3.2|P.7.5.26|P.7.13.7|P.8.2.1|P.8.3.72|P.10.9.5|P.10.29.5|P.10.41.9|P.11.26.31|P.17.14|P.19.7|P.19.35|P.49.35|P.54.18|P.58.53|P.97.1|P.109.29|P.109.54					
Srimanya							P.6.3.68					
SriyA							P.1.2.27					
SrI	3						P.1.11|P.1.11.13|P.1.11.26|P.3.2.178|P.3.15.16|P.3.18.2|P.3.21.40|P.4.1.43|P.4.25.22|P.7.1.56|P.9.10.17|P.10.73.20|P.50.25|P.52.15			siDmAdiH	5.2.97	
SrI	4						P.1.11|P.1.11.13|P.1.11.26|P.3.2.178|P.3.15.16|P.3.18.2|P.3.21.40|P.4.1.43|P.4.25.22|P.7.1.56|P.9.10.17|P.10.73.20|P.50.25|P.52.15			siDmAdiH	5.2.97	
SrI	5						P.1.11|P.1.11.13|P.1.11.26|P.3.2.178|P.3.15.16|P.3.18.2|P.3.21.40|P.4.1.43|P.4.25.22|P.7.1.56|P.9.10.17|P.10.73.20|P.50.25|P.52.15			siDmAdiH	5.2.97	
SrIka							P.9.6.19					
SrIdeva							P.9.24|P.9.24.22		index-only			
SrIDara							P.12.12.53		index-only			
SrIDAman							P.10.79.8		index-only			
SrIniketa							P.3.3.20		index-only			
SrIniketana							P.9.18.13		index-only			
SrInivAsa							P.1.16.31		index-only			
SrIpati							P.10.47.47		index-only			
SrIparvata							P.57.15		index-only			
SrIpA							P.1.2.47		index-only			
SrIPala							P.70.2		index-only			
SrIBAnu							P.10.61.11		index-only			
SrImant							P.1.16.34|P.4.9.56|P.8.2.1|P.8.15.12					
SrImanmanya		1						SrImant + manya	pwg-new-fill			
SrIraNga							P.10.79.14		index-only			
SrIla							P.5.2.97					
SrIvatsa							P.3.8.28		index-only			
SrIvAsa	1	1						SrI + vAsa	agrees			
SrIvAsa	2	1						SrI + vAsa	agrees			
SrISa		1						SrI + ISa	differs			
SrISEla							P.5.19.16		index-only			
SrIzeRa		1						SrI + senA	differs			
SrIsraja		1					P.5.4.106	SrI + sraj	differs			
Sru	1						P.1.3.29|P.1.3.42|P.1.3.44|P.1.3.57|P.1.3.59|P.1.4.29|P.1.4.40|P.1.4.52|P.1.5|P.1.5.26|P.1.5.40|P.1.7.38|P.1.8.36|P.1.11.3|P.1.11.11|P.1.12.27|P.1.16.14|P.1.18.15|P.1.19.22|P.2.1.59|P.2.9.6|P.2.9.40|P.3.1.74|P.3.4.10|P.3.13.47|P.3.14.2|P.3.21.3|P.3.22.8|P.3.22.10|P.3.33.37|P.4.1|P.4.4.10|P.4.9.5|P.4.12.49|P.4.15.23|P.4.15.25|P.4.17|P.4.31.23|P.5.2.10|P.5.6.17|P.5.19.2|P.5.25.8|P.6.3.133|P.6.4.102|P.6.5.30|P.6.5.34|P.6.7.38|P.6.18.30|P.7.2.13|P.7.2.34|P.7.4.81|P.7.5.3|P.8.1.21|P.8.2.92|P.8.13.1|P.10.23.48|P.10.57.4|P.10.64.44|P.10.68.29|P.10.74.30|P.10.85.28|P.10.89.45|P.10.90.49|P.46.43|P.99.13|P.100.17					
Sruta							P.1.5.40|P.1.16.27|P.3.12.28|P.6.2.148|P.8.13.1|P.10.61.14|P.11.19.1|P.24.55|P.50.26			izwAdiH	5.2.88	
Srutakarman							P.9.22.29		index-only			
SrutakIrti							P.9.22.28|P.9.24|P.9.24.29		index-only			
SrutaMjaya							P.9.15.12		index-only			
Srutatas		1	Sruta	tas	адверб	GOBH. 3,5,16			index-only			
Srutadeva							P.3.25.2|P.9.24|P.9.24.29|P.10.90.34		index-only			
SrutaDara							P.5.20.11|P.10.87.45		index-only			
SrutaDAraRa							P.2.7.46		index-only			
Srutarzi		1						Sruta + fzi	differs			
Srutavant							P.3.5.41					
SrutavindA							P.5.20.16		index-only			
SrutaSravas							P.9.22|P.9.22.9|P.9.24|P.9.24.29		index-only			
Srutasena							P.9.22.28|P.9.22.34		index-only			
SrutAnta		1						Sruta + anta	pwg-new-fill			
SrutAmaGa		1						Sruta + maGa	pwg-new-fill			
SrutAyu							P.9.13|P.9.13.23					
SrutArTa		1						Sruta + arTa	pwg-new-fill			
Sruti	1						P.1.2.3|P.1.4.7|P.3.3.95|P.4.3.100|P.4.21.45|P.5.2.4|P.5.2.21|P.5.18.11|P.7.9.25|P.8.24.61|P.9.4.18|P.61.24					
Sruti	2						P.1.2.3|P.1.4.7|P.3.3.95|P.4.3.100|P.4.21.45|P.5.2.4|P.5.2.21|P.5.18.11|P.7.9.25|P.8.24.61|P.9.4.18|P.61.24					
Sruti	3						P.1.2.3|P.1.4.7|P.3.3.95|P.4.3.100|P.4.21.45|P.5.2.4|P.5.2.21|P.5.18.11|P.7.9.25|P.8.24.61|P.9.4.18|P.61.24					
Srutitas		1	Sruti	tas	адверб	NIR. 13,12			index-only			
Srutin							P.5.2.88					
Srumant							P.5.3.118					
SreRi							P.2.8.18|P.3.16.31|P.10.71.37			SreRyAdiH	2.1.59	
SreRika		1	SreRi	ika	относит./vṛddhi	H. 712						
SreRikfta							P.2.1.59		index-only			
SreyaMs							P.1.1.9|P.1.2.23|P.1.7.51|P.3.29.32|P.4.8.32|P.4.8.41|P.5.3.60|P.6.2.25|P.50.70|P.126.5					
SreyaskAma							P.3.14.18		index-only			
Sreyaskft							P.1.13.13		index-only			
SrezWa							P.3.19|P.3.19.28|P.3.29.29|P.5.3.60|P.6.2.25					
