id	k1	hom	L_id	verdict	rule	stratum	pwg_members	index_members	pwg_source_split	mw_first_variant	mw_variant_count	mw_k2_raw	pwg_source_paren	dcs_freq	evidence	reason
pitfcewa	pitfcewa		45244	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	pitar + cewa	pitf + cewa	pitar + cewa	pitf + cewa	1	pitf—cewa	({#pitar#} + {#cewa#})		form_diffs=pitar|pitf	both sources cut the word in the same place; the members differ only in form (pitar|pitf) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
pitfdAna	pitfdAna		45251	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	pitar + dAna	pitf + dAna	pitar + dAna	pitf + dAna	1	pitf—dAna	({#pitar#} + <hom>1.</hom> {#dAna#})		form_diffs=pitar|pitf	both sources cut the word in the same place; the members differ only in form (pitar|pitf) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
pitfdAya	pitfdAya		45252	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	pitar + dAya	pitf + dAya	pitar + dAya	pitf + dAya	1	pitf—dAya	({#pitar#} + <hom>2.</hom> {#dAya#})		form_diffs=pitar|pitf	both sources cut the word in the same place; the members differ only in form (pitar|pitf) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
pitfdatta	pitfdatta		45250	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	pitar + datta	pitf + datta	pitar + datta	pitf + datta	1	pitf—datta	({#pitar#} + {#datta#})		form_diffs=pitar|pitf	both sources cut the word in the same place; the members differ only in form (pitar|pitf) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
pitfdeva~~h1	pitfdeva	1	45253	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	pitar + deva	pitf + deva	pitar + deva	pitf + deva	1	pitf—deva	({#pitar#} + {#deva#})		form_diffs=pitar|pitf	both sources cut the word in the same place; the members differ only in form (pitar|pitf) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
pitfdeva~~h2	pitfdeva	2	45253	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	pitar + deva	pitf + deva	pitar + deva	pitf + deva	1	pitf—deva	({#pitar#} + {#deva#})		form_diffs=pitar|pitf	both sources cut the word in the same place; the members differ only in form (pitar|pitf) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
pitfdevata	pitfdevata		45255	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	pitar + devatA	pitf + devata	pitar + devatA	pitf + devata	1	pitf—devata	({#pitar#} + {#devatA#})		form_diffs=pitar|pitf; devatA|devata; index_members_unattested=devata	both sources cut the word in the same place; the members differ only in form (pitar|pitf; devatA|devata) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
pitfgaRa	pitfgaRa		45237	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	pitar + gaRa	pitf + gaRa	pitar + gaRa	pitf + gaRa	1	pitf—gaRa	({#pitar#} + {#gaRa#})		form_diffs=pitar|pitf	both sources cut the word in the same place; the members differ only in form (pitar|pitf) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
pitfgfha	pitfgfha		45240	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	pitar + gfha	pitf + gfha	pitar + gfha	pitf + gfha	1	pitf—gfha	({#pitar#} + {#gfha#})		form_diffs=pitar|pitf	both sources cut the word in the same place; the members differ only in form (pitar|pitf) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
pitfgraha	pitfgraha		45241	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	pitar + graha	pitf + graha	pitar + graha	pitf + graha	1	pitf—graha	({#pitar#} + {#graha#})	2	form_diffs=pitar|pitf	both sources cut the word in the same place; the members differ only in form (pitar|pitf) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
pitfhU	pitfhU		45299	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	pitar + hU	pitf + hU	pitar + hU	pitf + hU	1	pitf—hU	({#pitar#} + {#hU#})		form_diffs=pitar|pitf	both sources cut the word in the same place; the members differ only in form (pitar|pitf) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
pitfhUya	pitfhUya		45300	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	pitar + hUya	pitf + hUya	pitar + hUya	pitf + hUya	1	pitf—hU/ya	({#pitar#} + {#hUya#})		form_diffs=pitar|pitf	both sources cut the word in the same place; the members differ only in form (pitar|pitf) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
pitfhan	pitfhan		45298	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	pitar + han	pitf + han	pitar + han	pitf + han	1	pitf—han	({#pitar#} + {#han#})		form_diffs=pitar|pitf	both sources cut the word in the same place; the members differ only in form (pitar|pitf) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
pitfkArya	pitfkArya		45232	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	pitar + kArya	pitf + kArya	pitar + kArya	pitf + kArya	1	pitf—kArya	({#pitar#} + {#kArya#})	4	form_diffs=pitar|pitf	both sources cut the word in the same place; the members differ only in form (pitar|pitf) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
pitfkalpa	pitfkalpa		45230	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	pitar + kalpa	pitf + kalpa	pitar + kalpa	pitf + kalpa	1	pitf—kalpa	({#pitar#} + {#kalpa#})		form_diffs=pitar|pitf	both sources cut the word in the same place; the members differ only in form (pitar|pitf) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
pitfkarman	pitfkarman		45229	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	pitar + karman	pitf + karman	pitar + karman	pitf + karman	1	pitf—karman	({#pitar#} + {#karman#})		form_diffs=pitar|pitf	both sources cut the word in the same place; the members differ only in form (pitar|pitf) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
pitfkfta	pitfkfta		45234	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	pitar + kfta	pitf + kfta	pitar + kfta	pitf + kfta	1	pitf/—kfta	({#pitar#} + {#kfta#})		form_diffs=pitar|pitf	both sources cut the word in the same place; the members differ only in form (pitar|pitf) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
pitfkftya	pitfkftya		45235	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	pitar + kftya	pitf + kftya	pitar + kftya	pitf + kftya	1	pitf—kftya	({#pitar#} + {#kftya#})	1	form_diffs=pitar|pitf	both sources cut the word in the same place; the members differ only in form (pitar|pitf) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
pitfloka	pitfloka		45282	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	pitar + loka	pitf + loka	pitar + loka	pitf + loka	1	pitf—loka/	({#pitar#} + {#loka#})	2	form_diffs=pitar|pitf	both sources cut the word in the same place; the members differ only in form (pitar|pitf) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
pitfmeDa	pitfmeDa		45276	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	pitar + meDa	pitf + meDa	pitar + meDa	pitf + meDa	1	pitf—meDa	({#pitar#} + {#meDa#})	4	form_diffs=pitar|pitf	both sources cut the word in the same place; the members differ only in form (pitar|pitf) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
pitfpEtAmaha	pitfpEtAmaha		45265	unresolved	cut_moved_both_readings_lexical	cut_moved_both_readings_lexical	pitar + pitAmaha	pitf + pEtAmaha	pitar + pitAmaha	pitf + pEtAmaha	1	pitf—pEtAmaha	(von {#pitar#} + {#pitAmaha#})	66		the two sources cut the word in different places and BOTH readings decompose into attested headwords (`pitar + pitAmaha` vs `pitf + pEtAmaha`) — a genuine lexicographic disagreement, not a notation difference
pitfpIta	pitfpIta		45263	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	pitar + pIta	pitf + pIta	pitar + pIta	pitf + pIta	1	pitf/—pIta	({#pitar#} + {#pIta#})		form_diffs=pitar|pitf	both sources cut the word in the same place; the members differ only in form (pitar|pitf) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
pitfpakza	pitfpakza		45259	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	pitar + pakza	pitf + pakza	pitar + pakza	pitf + pakza	1	pitf—pakza	({#pitar#} + {#pakza#})		form_diffs=pitar|pitf	both sources cut the word in the same place; the members differ only in form (pitar|pitf) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
pitfpriya	pitfpriya		45268	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	pitar + priya	pitf + priya	pitar + priya	pitf + priya	1	pitf—priya	({#pitar#} + {#priya#})	2	form_diffs=pitar|pitf	both sources cut the word in the same place; the members differ only in form (pitar|pitf) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
pitfrAja	pitfrAja		45280	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	pitar + rAjan	pitf + rAja	pitar + rAjan	pitf + rAja	1	pitf—rAja	({#pitar#} + {#rAjan#})	5	form_diffs=pitar|pitf; rAjan|rAja	both sources cut the word in the same place; the members differ only in form (pitar|pitf; rAjan|rAja) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
pitfrUpa	pitfrUpa		45281	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	pitar + rUpa	pitf + rUpa	pitar + rUpa	pitf + rUpa	1	pitf—rUpa	({#pitar#} + {#rUpa#})		form_diffs=pitar|pitf	both sources cut the word in the same place; the members differ only in form (pitar|pitf) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
pitfsU	pitfsU		45297	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	pitar + sU	pitf + sU	pitar + sU	pitf + sU	1	pitf—sU	({#pitar#} + {#sU#})	1	form_diffs=pitar|pitf	both sources cut the word in the same place; the members differ only in form (pitar|pitf) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
pitftIrTa	pitftIrTa		45248	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	pitar + tIrTa	pitf + tIrTa	pitar + tIrTa	pitf + tIrTa	1	pitf—tIrTa	({#pitar#} + {#tIrTa#})	18	form_diffs=pitar|pitf	both sources cut the word in the same place; the members differ only in form (pitar|pitf) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
pitfvana	pitfvana		45284	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	pitar + vana	pitf + vana	pitar + vana	pitf + vana	1	pitf—vana	({#pitar#} + {#vana#})	6	form_diffs=pitar|pitf	both sources cut the word in the same place; the members differ only in form (pitar|pitf) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
pitfvanecara	pitfvanecara		45285	unresolved	cut_moved_both_readings_lexical	cut_moved_both_readings_lexical	pitfvana + cara	pitf + vanecara	pitfvana + cara	pitf + vane-cara	1	pitf—vane-cara	({#pi˚#}, <ab>loc.</ab> von {#pitfvana#}, + {#cara#})		mw_hyphen_members=vane-cara	the two sources cut the word in different places and BOTH readings decompose into attested headwords (`pitfvana + cara` vs `pitf + vanecara`) — a genuine lexicographic disagreement, not a notation difference
pitfvitta	pitfvitta		45288	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	pitar + vitta	pitf + vitta	pitar + vitta	pitf + vitta	1	pitf—vitta/	({#pitar#} + {#vitta#})		form_diffs=pitar|pitf	both sources cut the word in the same place; the members differ only in form (pitar|pitf) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
pitfyARa	pitfyARa		45278	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	pitar + yAna	pitf + yARa	pitar + yAna	pitf + yARa	1	pitf—yA/Ra	({#pitar#} + {#yAna#})	7	form_diffs=pitar|pitf; yAna|yARa; index_members_unattested=yARa	both sources cut the word in the same place; the members differ only in form (pitar|pitf; yAna|yARa) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
pitfyajYa	pitfyajYa		45277	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	pitar + yajYa	pitf + yajYa	pitar + yajYa	pitf + yajYa	1	pitf—yajYa/	({#pitar#} + {#yajYa#})	5	form_diffs=pitar|pitf	both sources cut the word in the same place; the members differ only in form (pitar|pitf) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
pitfzad	pitfzad		45292	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	pitar + sad	pitf + zad	pitar + sad	pitf + zad	1	pitf—za/d	({#pitar#} + {#sad#})	3	form_diffs=pitar|pitf; sad|zad; index_members_unattested=zad	both sources cut the word in the same place; the members differ only in form (pitar|pitf; sad|zad) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
pittagadin	pittagadin		45302	pwg_members-right	pwg_lexeme_vs_mw_suffixed_tail	pwg_lexeme_vs_mw_suffixed_tail	pitta + gada	pitta + gadin	pitta + gada	pitta + gadin	1	pitta—gadin	(von {#pitta#} + {#gada#})		taddhita_suffix=in	only the final member differs: PWG's `gada` is an attested headword and MW's `gadin` is that lexeme plus `-in`, a suffix that derives the WHOLE compound rather than being one of its members
pittarogin	pittarogin		45308	pwg_members-right	pwg_lexeme_vs_mw_suffixed_tail	pwg_lexeme_vs_mw_suffixed_tail	pitta + roga	pitta + rogin	pitta + roga	pitta + rogin	1	pitta—rogin	(von {#pitta#} + {#roga#})		taddhita_suffix=in	only the final member differs: PWG's `roga` is an attested headword and MW's `rogin` is that lexeme plus `-in`, a suffix that derives the WHOLE compound rather than being one of its members
pituHputra	pituHputra		45219	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	pitur + putra	pituH + putra	pitur + putra	pituH + putra	1	pituH—putra	({#pitur#}, <ab>gen.</ab> von {#pitar#}, + {#putra#})		form_diffs=pitur|pituH; pwg_members_unattested=pitur	both sources cut the word in the same place; the members differ only in form (pitur|pituH) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
pitukft	pitukft		45220	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	pitu + kfta	pitu + kft	pitu + kfta	pitu + kft	1	pitu—kf/t	({#pitu#} + {#kfta#})		form_diffs=kfta|kft	both sources cut the word in the same place; the members differ only in form (kfta|kft) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
pituzaRi	pituzaRi		45224	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	pitu + sani	pitu + zaRi	pitu + sani	pitu + zaRi	1	pitu—za/Ri	({#pitu#} + {#sani#})	2	form_diffs=sani|zaRi; index_members_unattested=zaRi	both sources cut the word in the same place; the members differ only in form (sani|zaRi) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
plIhaGna	plIhaGna		51356	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	plIhan + Gna	plIha + Gna	plIhan + Gna	plIha + Gna	1	plIha—Gna	({#plIhan#} {%Milzkrankheit%} + {#Gna#})		form_diffs=plIhan|plIha	both sources cut the word in the same place; the members differ only in form (plIhan|plIha) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
plIhaSatru	plIhaSatru		51358	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	plIhan + Satru	plIha + Satru	plIhan + Satru	plIha + Satru	1	plIha—Satru	({#plIhan#} 2. + {#Satru#})	2	form_diffs=plIhan|plIha	both sources cut the word in the same place; the members differ only in form (plIhan|plIha) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
plavaMga	plavaMga		51330	pwg_members-right	mw_anusvara_right_of_boundary	mw_anusvara_right_of_boundary	plavam + ga	plava + Mga	plavam + ga	plava + M-ga	1	plava—M-ga	({#plavam#}, <ab>acc.</ab> von {#plava#} + <hom>1.</hom> {#ga#})	23	index_members_unattested=Mga; mw_hyphen_members=M-ga; pwg_members_unattested=plavam	MW puts the linking anusvāra on the right of the cut (`Mga`, hyphenated in its own <k2>) while PWG keeps it on the accusative first member (`plavam`) — MW's `Mga` is not a word
plavaMgama	plavaMgama		51331	pwg_members-right	mw_anusvara_right_of_boundary	mw_anusvara_right_of_boundary	plavam + gama	plava + Mgama	plavam + gama	plava + M-gama	1	plava—M-gama	({#plavam#} + {#gama#})	116	index_members_unattested=Mgama; mw_hyphen_members=M-gama; pwg_members_unattested=plavam	MW puts the linking anusvāra on the right of the cut (`Mgama`, hyphenated in its own <k2>) while PWG keeps it on the accusative first member (`plavam`) — MW's `Mgama` is not a word
potriraTA	potriraTA		47399	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	potrin + raTa	potri + raTA	potrin + raTa	potri + raTA	1	potri—raTA	({#potrin#} + {#raTa#})		form_diffs=potrin|potri; raTa|raTA; index_members_unattested=raTA	both sources cut the word in the same place; the members differ only in form (potrin|potri; raTa|raTA) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
prANmuKa	prANmuKa		50456	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	prAYc + muKa	prAN + muKa	prAYc + muKa	prAN + muKa	1	prAN—muKa	({#prAYc#} + {#muKa#})	104	form_diffs=prAYc|prAN	both sources cut the word in the same place; the members differ only in form (prAYc|prAN) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
prANnyAya~~h1	prANnyAya	1	50454	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	prAYc + nyAya	prAN + nyAya	prAYc + nyAya	prAN + nyAya	1	prAN—nyAya	({#prAYc#} + {#nyAya#})	4	form_diffs=prAYc|prAN	both sources cut the word in the same place; the members differ only in form (prAYc|prAN) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
prANnyAya~~h2	prANnyAya	2	50454	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	prAYc + nyAya	prAN + nyAya	prAYc + nyAya	prAN + nyAya	1	prAN—nyAya	({#prAYc#} + {#nyAya#})	4	form_diffs=prAYc|prAN	both sources cut the word in the same place; the members differ only in form (prAYc|prAN) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
prARacCeda	prARacCeda		50545	pwg_members-right	mw_cut_leaves_nonword	mw_cut_leaves_nonword	prARa + Ceda	prARa + cCeda	prARa + Ceda	prARa + cCeda	1	prARa—cCeda	(<hom>1.</hom> {#prARa#} + {#Ceda#})		index_members_unattested=cCeda	the two segmentations differ and every PWG member is an attested headword while MW's `cCeda` is not a word — MW cuts inside a sandhi-fused seam (mahA+arha -> mahA|rha) or spells the seam's surface form
prARacCid	prARacCid		50544	pwg_members-right	mw_cut_leaves_nonword	mw_cut_leaves_nonword	prARa + Cid	prARa + cCid	prARa + Cid	prARa + cCid	1	prARa—cCid	(<hom>1.</hom> {#prARa#} + <hom>2.</hom> {#Cid#})		index_members_unattested=cCid	the two segmentations differ and every PWG member is an attested headword while MW's `cCid` is not a word — MW cuts inside a sandhi-fused seam (mahA+arha -> mahA|rha) or spells the seam's surface form
prARidyUta	prARidyUta		50640	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	prARin + dyUta	prARi + dyUta	prARin + dyUta	prARi + dyUta	1	prARi—dyUta	({#prARin#} + {#dyUta#})		form_diffs=prARin|prARi	both sources cut the word in the same place; the members differ only in form (prARin|prARi) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
prASfNga	prASfNga		50956	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	pra + SfNga	prA + SfNga	pra + SfNga	prA + SfNga	1	prA—SfNga	(<hom>1.</hom> {#pra#} + {#SfNga#})		form_diffs=pra|prA	both sources cut the word in the same place; the members differ only in form (pra|prA) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
prAcInayogIputra	prAcInayogIputra		50476	pwg_members-right	mw_cut_leaves_nonword	mw_cut_leaves_nonword	prAcInayogya + putra	prAcIna + yogIputra	prAcInayogya + putra	prAcIna + yogI-putra	1	prA/cIna—yogI-pu/tra	({#prA˚#}, <lex>fem.</lex> zu {#prAcInayogya#}, + {#putra#})	2	index_members_unattested=yogIputra; mw_hyphen_members=yogI-putra	the two segmentations differ and every PWG member is an attested headword while MW's `yogIputra` is not a word — MW cuts inside a sandhi-fused seam (mahA+arha -> mahA|rha) or spells the seam's surface form
prAgBAga	prAgBAga		50431	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	prAYc + BAga	prAg + BAga	prAYc + BAga	prAg + BAga	1	prAg—BAga	({#prAYc#} + {#BAga#})		form_diffs=prAYc|prAg	both sources cut the word in the same place; the members differ only in form (prAYc|prAg) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
prAgBAra	prAgBAra		50432	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	prAYc + BAra	prAg + BAra	prAYc + BAra	prAg + BAra	1	prAg—BAra	({#prAYc#} + {#BAra#}?)	35	form_diffs=prAYc|prAg	both sources cut the word in the same place; the members differ only in form (prAYc|prAg) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
prAgBakta	prAgBakta		50430	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	prAk + Bakta	prAg + Bakta	prAk + Bakta	prAg + Bakta	1	prAg—Bakta	({#prAk#} + {#Bakta#})	9	form_diffs=prAk|prAg	both sources cut the word in the same place; the members differ only in form (prAk|prAg) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
prAgaBAva	prAgaBAva		50395	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	prAYc + aBAva	prAg + aBAva	prAYc + aBAva	prAg + aBAva	1	prAg—aBAva	({#prAYc#} + {#aBAva#})	9	form_diffs=prAYc|prAg	both sources cut the word in the same place; the members differ only in form (prAYc|prAg) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
prAgagra	prAgagra		50391	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	prAYc + agra	prAg + agra	prAYc + agra	prAg + agra	1	prAg—agra	({#prAYc#} + {#agra#})		form_diffs=prAYc|prAg	both sources cut the word in the same place; the members differ only in form (prAYc|prAg) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
prAgapam	prAgapam		50393	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	prAk + apam	prAg + apam	prAk + apam	prAg + apam	1	prAg—apa/m	({#prAk#} + {#apam#} aus {#apAk#})		form_diffs=prAk|prAg; index_members_unattested=apam; pwg_members_unattested=apam	both sources cut the word in the same place; the members differ only in form (prAk|prAg) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
prAgdeSa	prAgdeSa		50424	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	prAYc + deSa	prAg + deSa	prAYc + deSa	prAg + deSa	1	prAg—deSa	({#prAYc#} + {#deSa#})		form_diffs=prAYc|prAg	both sources cut the word in the same place; the members differ only in form (prAYc|prAg) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
prAgdiS	prAgdiS		50421	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	prAYc + diS	prAg + diS	prAYc + diS	prAg + diS	1	prAg—diS	({#prAYc#} + {#diS#})		form_diffs=prAYc|prAg	both sources cut the word in the same place; the members differ only in form (prAYc|prAg) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
prAgdvAr	prAgdvAr		50425	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	prAYc + dvAr	prAg + dvAr	prAYc + dvAr	prAg + dvAr	1	prAg—dvAr	({#prAYc#} + {#dvAr#})		form_diffs=prAYc|prAg	both sources cut the word in the same place; the members differ only in form (prAYc|prAg) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
prAgdvAra~~h1	prAgdvAra	1	50426	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	prAYc + dvAra	prAg + dvAra	prAYc + dvAra	prAg + dvAra	1	prAg—dvAra	({#prAYc#} + {#dvAra#})		form_diffs=prAYc|prAg	both sources cut the word in the same place; the members differ only in form (prAYc|prAg) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
prAgdvAra~~h2	prAgdvAra	2	50426	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	prAYc + dvAra	prAg + dvAra	prAYc + dvAra	prAg + dvAra	1	prAg—dvAra	({#prAYc#} + {#dvAra#})		form_diffs=prAYc|prAg	both sources cut the word in the same place; the members differ only in form (prAYc|prAg) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
prAggrIva	prAggrIva		50412	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	prAYc + grIvA	prAg + grIva	prAYc + grIvA	prAg + grIva	1	prAg—grIva	({#prAYc#} + {#grIvA#})	3	form_diffs=prAYc|prAg; grIvA|grIva	both sources cut the word in the same place; the members differ only in form (prAYc|prAg; grIvA|grIva) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
prAgjAti	prAgjAti		50416	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	prAYc + jAti	prAg + jAti	prAYc + jAti	prAg + jAti	1	prAg—jAti	({#prAYc#} + {#jAti#})		form_diffs=prAYc|prAg	both sources cut the word in the same place; the members differ only in form (prAYc|prAg) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
prAgjyotiza	prAgjyotiza		50417	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	prAYc + jyotis	prAg + jyotiza	prAYc + jyotis	prAg + jyotiza	1	prAg—jyotiza	({#prAYc#} + {#jyotis#})	63	form_diffs=prAYc|prAg; jyotis|jyotiza	both sources cut the word in the same place; the members differ only in form (prAYc|prAg; jyotis|jyotiza) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
