key1_slp1	key2_accented	iast	form_key	case_class	L	pc	source_xml
SIlakA	s4i1laka1	śīlakā	śīlakā	grade	25129	345-3	SCH-grade-12427_cases.xml
SIlana	s4i1lana	śīlana	śīlana	grade	25130	345-3	SCH-grade-12427_cases.xml
SIlikA	s4i1lika1	śīlikā	śīlikā	grade	25134	346-1	SCH-grade-12427_cases.xml
SIlitA	s4i1lita1	śīlitā	śīlitā	grade	25135	346-1	SCH-grade-12427_cases.xml
SIlIroga	s4i1li1roga	śīlīroga	śīlīroga	grade	25136	346-1	SCH-grade-12427_cases.xml
SukadeSa	S4ukades4a	śukadeśa	śukadeśa	grade	25138	346-1	SCH-grade-12427_cases.xml
SukanASa	S4ukana1s4a	śukanāśa	śukanāśa	grade	25139	346-1	SCH-grade-12427_cases.xml
SukapattrarAga	s4ukapattrara1ga	śukapattrarāga	śukapattrarāga	grade	25140	346-1	SCH-grade-12427_cases.xml
SukapAla	s4ukapa1la	śukapāla	śukapāla	grade	25141	346-1	SCH-grade-12427_cases.xml
SukaBAziRI	s4ukabha1s2in2i1	śukabhāṣiṇī	śukabhāṣinī	grade	25142	346-1	SCH-grade-12427_cases.xml
SukasaMvAda	S4ukasam2va1da	śukasaṃvāda	śukasanvāda	grade	25143	346-1	SCH-grade-12427_cases.xml
Sukin	s4ukin	śukin	śukin	grade	25144	346-1	SCH-grade-12427_cases.xml
SukticUrRaka	s4ukticu1rn2aka	śukticūrṇaka	śukticūrnaka	grade	25145	346-1	SCH-grade-12427_cases.xml
Suktya	s4uktya	śuktya	śuktya	grade	25146	346-1	SCH-grade-12427_cases.xml
Sukra	s4ukra	śukra	śukra	grade	25147	346-1	SCH-grade-12427_cases.xml
Sukrapulaka	s4ukrapulaka	śukrapulaka	śukrapulaka	grade	25148	346-1	SCH-grade-12427_cases.xml
SukramocanatA	s4ukramocanata1	śukramocanatā	śukramocanatā	grade	25149	346-1	SCH-grade-12427_cases.xml
Suklagarutmant	s4uklagarutmant	śuklagarutmant	śuklagarutmant	grade	25152	346-1	SCH-grade-12427_cases.xml
Suklavarza	s4uklavars2a	śuklavarṣa	śuklavarṣa	grade	25154	346-1	SCH-grade-12427_cases.xml
SucicCada	s4ucicchada	śucicchada	śucicchada	grade	25157	346-1	SCH-grade-12427_cases.xml
SucidUzitA	s4ucidu1s2ita1	śucidūṣitā	śucidūṣitā	grade	25158	346-1	SCH-grade-12427_cases.xml
Sucipakza	s4ucipaks2a	śucipakṣa	śucipakṣa	grade	25159	346-1	SCH-grade-12427_cases.xml
Suciruci	s4uciruci	śuciruci	śuciruci	grade	25160	346-1	SCH-grade-12427_cases.xml
SuRqavAla	S4un2d2ava1la	śuṇḍavāla	śunḍavāla	grade	25163	346-1	SCH-grade-12427_cases.xml
SutaSuta	s4utas4uta	śutaśuta	śutaśuta	grade	25166	346-2	SCH-grade-12427_cases.xml
SudDaboDa	s4uddhabodha	śuddhabodha	śuddhabodha	grade	25169	346-2	SCH-grade-12427_cases.xml
SudDarakta	s4uddharakta	śuddharakta	śuddharakta	grade	25170	346-2	SCH-grade-12427_cases.xml
SudDavidyA	s4uddhavidya1	śuddhavidyā	śuddhavidyā	grade	25171	346-2	SCH-grade-12427_cases.xml
SudDADvan	s4uddha1dhvan	śuddhādhvan	śuddhādhvan	grade	25172	346-2	SCH-grade-12427_cases.xml
SudDetarADvan	s4uddhetara1dhvan	śuddhetarādhvan	śuddhetarādhvan	grade	25173	346-2	SCH-grade-12427_cases.xml
SudDopavAhya	s4uddhopava1hya	śuddhopavāhya	śuddhopavāhya	grade	25174	346-2	SCH-grade-12427_cases.xml
SunakapAla	s4unakapa1la	śunakapāla	śunakapāla	grade	25176	346-2	SCH-grade-12427_cases.xml
Sunakavftti	s4unakavr2tti	śunakavṛtti	śunakavṛtti	grade	25177	346-2	SCH-grade-12427_cases.xml
SunDi	s4undhi	śundhi	śundhi	grade	25178	346-2	SCH-grade-12427_cases.xml
SuBaMyuj	s4ubham2yuj	śubhaṃyuj	śubhanyuj	grade	25180	346-2	SCH-grade-12427_cases.xml
SuBakeSin	S4ubhakes4in	śubhakeśin	śubhakeśin	grade	25181	346-2	SCH-grade-12427_cases.xml
SuBagraha	s4ubhagraha	śubhagraha	śubhagraha	grade	25183	346-2	SCH-grade-12427_cases.xml
SuBacandra	S4ubhacandra	śubhacandra	śubhacandra	grade	25184	346-2	SCH-grade-12427_cases.xml
SuBadvezitA	s4ubhadves2ita1	śubhadveṣitā	śubhadveṣitā	grade	25186	346-3	SCH-grade-12427_cases.xml
SuBaloha	s4ubhaloha	śubhaloha	śubhaloha	grade	25187	346-3	SCH-grade-12427_cases.xml
SuBavant	s4ubhavant	śubhavant	śubhavant	grade	25188	346-3	SCH-grade-12427_cases.xml
SuBrayati	s4ubhray(ati)	śubhrayati	śubhrayati	grade	25189	346-3	SCH-grade-12427_cases.xml
SumP	s4umph	śumph	śumph	grade	25190	346-3	SCH-grade-12427_cases.xml
SulkAdAyin	s4ulka1da1yin	śulkādāyin	śulkādāyin	grade	25193	346-3	SCH-grade-12427_cases.xml
SulkADyakza	s4ulka1dhyaks2a	śulkādhyakṣa	śulkādhyakṣa	grade	25194	346-3	SCH-grade-12427_cases.xml
Sulba	s4ulba	śulba	śulba	grade	25195	346-3	SCH-grade-12427_cases.xml
SuSira	s4us4ira	śuśira	śuśira	grade	25196	346-3	SCH-grade-12427_cases.xml
Suzira	s4us2ira	śuṣira	śuṣira	grade	25198	346-3	SCH-grade-12427_cases.xml
Suzmavant	s4us2mavant	śuṣmavant	śuṣmavant	grade	25199	346-3	SCH-grade-12427_cases.xml
SUkaramuKa	s4u1karamukha	śūkaramukha	śūkaramukha	grade	25200	346-3	SCH-grade-12427_cases.xml
SUkA	s4u1ka1	śūkā	śūkā	grade	25201	346-3	SCH-grade-12427_cases.xml
SUtkArin	s4u1tka1rin	śūtkārin	śūtkārin	grade	25202	346-3	SCH-grade-12427_cases.xml
SUtkfta	s4u1tkr2ta	śūtkṛta	śūtkṛta	grade	25203	346-3	SCH-grade-12427_cases.xml
SUtkfti	s4u1tkr2ti	śūtkṛti	śūtkṛti	grade	25204	346-3	SCH-grade-12427_cases.xml
SUnyapramAtar	s4u1nyaprama1tar	śūnyapramātar	śūnyapramātar	grade	25206	346-3	SCH-grade-12427_cases.xml
SUnyapramAtftA	s4u1nyaprama1tr2ta1	śūnyapramātṛtā	śūnyapramātṛtā	grade	25207	346-3	SCH-grade-12427_cases.xml
SUnyaBU	s4u1nyabhu1	śūnyabhū	śūnyabhū	grade	25208	346-3	SCH-grade-12427_cases.xml
SUnyavAda	s4u1nyava1da	śūnyavāda	śūnyavāda	grade	25209	346-3	SCH-grade-12427_cases.xml
SUnyahfdayatA	s4u1nyahr2dayata1	śūnyahṛdayatā	śūnyahṛdayatā	grade	25210	347-1	SCH-grade-12427_cases.xml
SUnyahfdayatva	s4u1nyahr2dayatva	śūnyahṛdayatva	śūnyahṛdayatva	grade	25211	347-1	SCH-grade-12427_cases.xml
SUraSiromaRi	S4u1ras4iroman2i	śūraśiromaṇi	śūraśiromani	grade	25216	347-1	SCH-grade-12427_cases.xml
SUrin	s4u1rin	śūrin	śūrin	grade	25217	347-1	SCH-grade-12427_cases.xml
SUrpakaSAsana	S4u1rpakas4a1sana	śūrpakaśāsana	śūrpakaśāsana	grade	25218	347-1	SCH-grade-12427_cases.xml
SUlakara	s4u1lakara	śūlakara	śūlakara	grade	25221	347-1	SCH-grade-12427_cases.xml
SUlacita	s4u1lacita	śūlacita	śūlacita	grade	25222	347-1	SCH-grade-12427_cases.xml
SUlabanDa	s4u1labandha	śūlabandha	śūlabandha	grade	25223	347-1	SCH-grade-12427_cases.xml
SUlAkzapati	s4u1la1ks2apati	śūlākṣapati	śūlākṣapati	grade	25225	347-1	SCH-grade-12427_cases.xml
SUlAcitaka	s4u1la1citaka	śūlācitaka	śūlācitaka	grade	25226	347-1	SCH-grade-12427_cases.xml
SUlAy	s4u1la1y	śūlāy	śūlāy	grade	25227	347-1	SCH-grade-12427_cases.xml
SUlAyuDa	s4u1la1yudha	śūlāyudha	śūlāyudha	grade	25228	347-1	SCH-grade-12427_cases.xml
SfNgataru	s4r2n3gataru	śṛṅgataru	śṛngataru	grade	25230	347-1	SCH-grade-12427_cases.xml
SfNgAwaka	s4r2n3ga1t2aka	śṛṅgāṭaka	śṛngāṭaka	grade	25231	347-1	SCH-grade-12427_cases.xml
SfNgArakArikA	s4r2n3ga1raka1rika1	śṛṅgārakārikā	śṛngārakārikā	grade	25232	347-1	SCH-grade-12427_cases.xml
SfNgArabanDu	s4r2n3ga1rabandhu	śṛṅgārabandhu	śṛngārabandhu	grade	25233	347-1	SCH-grade-12427_cases.xml
SfNgAramaRqapa	s4r2n3ga1raman2d2apa	śṛṅgāramaṇḍapa	śṛngāramanḍapa	grade	25234	347-1	SCH-grade-12427_cases.xml
SfNgArayati	s4r2n3ga1ray(ati)	śṛṅgārayati	śṛngārayati	grade	25235	347-1	SCH-grade-12427_cases.xml
SfNgAravITikA	s4r2n3ga1ravi1thika1	śṛṅgāravīthikā	śṛngāravīthikā	grade	25237	347-2	SCH-grade-12427_cases.xml
SfNgArasamAgama	s4r2n3ga1rasama1gama	śṛṅgārasamāgama	śṛngārasamāgama	grade	25238	347-2	SCH-grade-12427_cases.xml
SfNgArasAra	S4r2n3ga1rasa1ra	śṛṅgārasāra	śṛngārasāra	grade	25239	347-2	SCH-grade-12427_cases.xml
SfNgArahAra	s4r2n3ga1raha1ra	śṛṅgārahāra	śṛngārahāra	grade	25240	347-2	SCH-grade-12427_cases.xml
SfNgibera	s4r2n3gibera	śṛṅgibera	śṛngibera	grade	25243	347-2	SCH-grade-12427_cases.xml
SfNgiSuktija	S4r2n3gis4uktija	śṛṅgiśuktija	śṛngiśuktija	grade	25244	347-2	SCH-grade-12427_cases.xml
SfNgI	s4r2n3gi1	śṛṅgī	śṛngī	grade	25245	347-2	SCH-grade-12427_cases.xml
SfRi	s4r2n2i	śṛṇi	śṛni	grade	25246	347-2	SCH-grade-12427_cases.xml
SeKara	s4ekhara	śekhara	śekhara	grade	25247	347-2	SCH-grade-12427_cases.xml
SeKaratva	s4ekharatva	śekharatva	śekharatva	grade	25248	347-2	SCH-grade-12427_cases.xml
SeKarika	s4ekharika	śekharika	śekharika	grade	25250	347-2	SCH-grade-12427_cases.xml
SePAlitA	s4epha1lita1	śephālitā	śephālitā	grade	25252	347-2	SCH-grade-12427_cases.xml
SezaBojana	s4es2abhojana	śeṣabhojana	śeṣabhojana	grade	25258	347-2	SCH-grade-12427_cases.xml
SezaSayana	S4es2as4ayana	śeṣaśayana	śeṣaśayana	grade	25259	347-2	SCH-grade-12427_cases.xml
SezA	s4es2a1	śeṣā	śeṣā	grade	25260	347-2	SCH-grade-12427_cases.xml
SEtya	s4aitya	śaitya	śaitya	grade	25261	347-2	SCH-grade-12427_cases.xml
SEbya	s4aibya	śaibya	śaibya	grade	25262	347-2	SCH-grade-12427_cases.xml
SEla	s4aila	śaila	śaila	grade	25264	347-3	SCH-grade-12427_cases.xml
SElaBU	s4ailabhu1	śailabhū	śailabhū	grade	25266	347-3	SCH-grade-12427_cases.xml
SElAtmajA	s4aila1tmaja1	śailātmajā	śailātmajā	grade	25267	347-3	SCH-grade-12427_cases.xml
SElAlin	s4aila1lin	śailālin	śailālin	grade	25269	347-3	SCH-grade-12427_cases.xml
SEvalavarRa	s4aivalavarn2a	śaivalavarṇa	śaivalavarna	grade	25272	347-3	SCH-grade-12427_cases.xml
SEvali	s4aivali	śaivali	śaivali	grade	25273	347-3	SCH-grade-12427_cases.xml
SEveya	S4aiveya	śaiveya	śaiveya	grade	25275	347-3	SCH-grade-12427_cases.xml
SESirya	s4ais4irya	śaiśirya	śaiśirya	grade	25276	347-3	SCH-grade-12427_cases.xml
SokavallI	s4okavalli1	śokavallī	śokavallī	grade	25277	347-3	SCH-grade-12427_cases.xml
SokAlu	s4oka1lu	śokālu	śokālu	grade	25280	347-3	SCH-grade-12427_cases.xml
SoRamaRi	s4on2aman2i	śoṇamaṇi	śonamani	grade	25283	347-3	SCH-grade-12427_cases.xml
SoRamARikya	s4on2ama1n2ikya	śoṇamāṇikya	śonamānikya	grade	25284	347-3	SCH-grade-12427_cases.xml
SoRayazwI	s4on2ayas2t2i1	śoṇayaṣṭī	śonayaṣṭī	grade	25285	347-3	SCH-grade-12427_cases.xml
SoRAmlAna	s4on2a1mla1na	śoṇāmlāna	śonāmlāna	grade	25286	347-3	SCH-grade-12427_cases.xml
SoRita	s4on2ita	śoṇita	śonita	grade	25288	347-3	SCH-grade-12427_cases.xml
SoDana	s4odhana	śodhana	śodhana	grade	25291	347-3	SCH-grade-12427_cases.xml
SoBanadeva	S4obhanadeva	śobhanadeva	śobhanadeva	grade	25292	347-3	SCH-grade-12427_cases.xml
SoBAvant	s4obha1vant	śobhāvant	śobhāvant	grade	25294	347-3	SCH-grade-12427_cases.xml
SOcopakaraRa	s4aucopakaran2a	śaucopakaraṇa	śaucopakarana	grade	25298	348-1	SCH-grade-12427_cases.xml
SOWya	s4aut2hya	śauṭhya	śauṭhya	grade	25299	348-1	SCH-grade-12427_cases.xml
SOna	s4auna	śauna	śauna	grade	25301	348-1	SCH-grade-12427_cases.xml
SOnaka	s4aunaka	śaunaka	śaunaka	grade	25302	348-1	SCH-grade-12427_cases.xml
SOryaSAlitA	s4auryas4a1lita1	śauryaśālitā	śauryaśālitā	grade	25303	348-1	SCH-grade-12427_cases.xml
SOlka	s4aulka	śaulka	śaulka	grade	25304	348-1	SCH-grade-12427_cases.xml
SyAnatA	s4ya1nata1	śyānatā	śyānatā	grade	25307	348-1	SCH-grade-12427_cases.xml
SyAmalA	S4ya1mala1	śyāmalā	śyāmalā	grade	25309	348-1	SCH-grade-12427_cases.xml
SyAmalikA	s4ya1malika1	śyāmalikā	śyāmalikā	grade	25310	348-1	SCH-grade-12427_cases.xml
SyAmavarRIkfta	s4ya1mavarn2i1kr2ta	śyāmavarṇīkṛta	śyāmavarnīkṛta	grade	25312	348-1	SCH-grade-12427_cases.xml
SyAmABujaMga	s4ya1ma1bhujam2ga	śyāmābhujaṃga	śyāmābhujanga	grade	25315	348-1	SCH-grade-12427_cases.xml
SyAmASman	s4ya1ma1s4man	śyāmāśman	śyāmāśman	grade	25318	348-1	SCH-grade-12427_cases.xml
SyAmikA	s4ya1mika1	śyāmikā	śyāmikā	grade	25319	348-1	SCH-grade-12427_cases.xml
SyAmIBAva	s4ya1mi1bha1va	śyāmībhāva	śyāmībhāva	grade	25320	348-1	SCH-grade-12427_cases.xml
Syena	s4yena	śyena	śyena	grade	25321	348-1	SCH-grade-12427_cases.xml
Sra	s4ra	śra	śra	grade	25323	348-2	SCH-grade-12427_cases.xml
SradDAlu	s4raddha1lu	śraddhālu	śraddhālu	grade	25330	348-2	SCH-grade-12427_cases.xml
SradDAlutA	s4raddha1luta1	śraddhālutā	śraddhālutā	grade	25331	348-2	SCH-grade-12427_cases.xml
SradDeya	s4raddheya	śraddheya	śraddheya	grade	25333	348-2	SCH-grade-12427_cases.xml
Srama	s4rama	śrama	śrama	grade	25336	348-2	SCH-grade-12427_cases.xml
Sramada	s4ramada	śramada	śramada	grade	25339	348-2	SCH-grade-12427_cases.xml
SramanIra	s4ramani1ra	śramanīra	śramanīra	grade	25340	348-2	SCH-grade-12427_cases.xml
Sramasalila	s4ramasalila	śramasalila	śramasalila	grade	25341	348-2	SCH-grade-12427_cases.xml
SramAmBas	s4rama1mbhas	śramāmbhas	śramāmbhas	grade	25342	348-2	SCH-grade-12427_cases.xml
Srayin	s4rayin	śrayin	śrayin	grade	25344	348-3	SCH-grade-12427_cases.xml
SravaRaka	s4ravan2aka	śravaṇaka	śravanaka	grade	25346	348-3	SCH-grade-12427_cases.xml
SravaRagatatva	s4ravan2agatatva	śravaṇagatatva	śravanagatatva	grade	25347	348-3	SCH-grade-12427_cases.xml
SravaRagocaratA	[s4ravan2agocarata1]	śravaṇagocaratā	śravanagocaratā	grade	25348	348-3	SCH-grade-12427_cases.xml
SravaRatAqana	s4ravan2ata1d2ana	śravaṇatāḍana	śravanatāḍana	grade	25349	348-3	SCH-grade-12427_cases.xml
SravaRavezwana	s4ravan2aves2t2ana	śravaṇaveṣṭana	śravanaveṣṭana	grade	25351	348-3	SCH-grade-12427_cases.xml
SrAk	s4ra1k	śrāk	śrāk	grade	25354	348-3	SCH-grade-12427_cases.xml
SrAva	s4ra1va	śrāva	śrāva	grade	25357	348-3	SCH-grade-12427_cases.xml
Sri	s4ri	śri	śri	grade	25358	348-3	SCH-grade-12427_cases.xml
SrIkawanaka	S4ri1kat2anaka	śrīkaṭanaka	śrīkaṭanaka	grade	25362	348-3	SCH-grade-12427_cases.xml
SrIKaRqAdri	s4ri1khan2d2a1dri	śrīkhaṇḍādri	śrīkhanḍādri	grade	25364	348-3	SCH-grade-12427_cases.xml
SrICattrakarI	s4ri1chattrakari1	śrīchattrakarī	śrīchattrakarī	grade	25365	348-3	SCH-grade-12427_cases.xml
SrInAyaka	S4ri1na1yaka	śrīnāyaka	śrīnāyaka	grade	25367	348-3	SCH-grade-12427_cases.xml
SrIpuYja	S4ri1pun5ja	śrīpuñja	śrīpunja	grade	25369	349-1	SCH-grade-12427_cases.xml
SrIBUti	S4ri1bhu1ti	śrībhūti	śrībhūti	grade	25372	349-1	SCH-grade-12427_cases.xml
SrImuKa	s4ri1mukha	śrīmukha	śrīmukha	grade	25373	349-1	SCH-grade-12427_cases.xml
SrImunigupta	S4ri1munigupta	śrīmunigupta	śrīmunigupta	grade	25374	349-1	SCH-grade-12427_cases.xml
SrIra	s4ri1ra	śrīra	śrīra	grade	25375	349-1	SCH-grade-12427_cases.xml
SrIvatsa	s4ri1vatsa	śrīvatsa	śrīvatsa	grade	25376	349-1	SCH-grade-12427_cases.xml
SrIvatsalakzman	s4ri1vatsalaks2man	śrīvatsalakṣman	śrīvatsalakṣman	grade	25377	349-1	SCH-grade-12427_cases.xml
SrIvarman	S4ri1varman	śrīvarman	śrīvarman	grade	25379	349-1	SCH-grade-12427_cases.xml
SrIvfkza	s4ri1vr2ks2a	śrīvṛkṣa	śrīvṛkṣa	grade	25380	349-1	SCH-grade-12427_cases.xml
SrISAla	S4ri1s4a1la	śrīśāla	śrīśāla	grade	25381	349-1	SCH-grade-12427_cases.xml
SrIsaMGa	s4ri1sam2gha	śrīsaṃgha	śrīsangha	grade	25382	349-1	SCH-grade-12427_cases.xml
SrutasAgara	S4rutasa1gara	śrutasāgara	śrutasāgara	grade	25386	349-1	SCH-grade-12427_cases.xml
Sruti	[s4ruti	śruti	śruti	grade	25387	349-1	SCH-grade-12427_cases.xml
Srutikavitar	s4rutikavitar	śrutikavitar	śrutikavitar	grade	25388	349-1	SCH-grade-12427_cases.xml
SrutidAna	s4rutida1na	śrutidāna	śrutidāna	grade	25389	349-1	SCH-grade-12427_cases.xml
SrutiDfti	s4rutidhr2ti	śrutidhṛti	śrutidhṛti	grade	25390	349-1	SCH-grade-12427_cases.xml
SrutipASa	s4rutipa1s4a	śrutipāśa	śrutipāśa	grade	25391	349-1	SCH-grade-12427_cases.xml
Srutimukuwa	s4rutimukut2a	śrutimukuṭa	śrutimukuṭa	grade	25392	349-1	SCH-grade-12427_cases.xml
Srutyanta	s4rutyanta	śrutyanta	śrutyanta	grade	25393	349-1	SCH-grade-12427_cases.xml
Srutyantavid	s4rutyantavid	śrutyantavid	śrutyantavid	grade	25394	349-1	SCH-grade-12427_cases.xml
SreRika	s4ren2ika	śreṇika	śrenika	grade	25395	349-1	SCH-grade-12427_cases.xml
SreRIBU	s4ren2i1bhu1	śreṇībhū	śrenībhū	grade	25396	349-1	SCH-grade-12427_cases.xml
SreRIsiMha	s4ren2i1sim2ha	śreṇīsiṃha	śrenīsinha	grade	25397	349-2	SCH-grade-12427_cases.xml
SrezWi	s4res2t2hi	śreṣṭhi	śreṣṭhi	grade	25400	349-2	SCH-grade-12427_cases.xml
SrEgarBi	S4raigarbhi	śraigarbhi	śraigarbhi	grade	25402	349-2	SCH-grade-12427_cases.xml
SroRIsadman	s4ron2i1sadman	śroṇīsadman	śronīsadman	grade	25405	349-2	SCH-grade-12427_cases.xml
Srotar	s4rotar	śrotar	śrotar	grade	25406	349-2	SCH-grade-12427_cases.xml
Srotriyakitava	S4rotriyakitava	śrotriyakitava	śrotriyakitava	grade	25408	349-2	SCH-grade-12427_cases.xml
SlakzRaparRI	s4laks2n2aparn2i1	ślakṣṇaparṇī	ślakṣnaparnī	grade	25410	349-2	SCH-grade-12427_cases.xml
SlaTaBU	s4lathabhu1	ślathabhū	ślathabhū	grade	25411	349-2	SCH-grade-12427_cases.xml
SlAGita	s4la1ghita	ślāghita	ślāghita	grade	25413	349-2	SCH-grade-12427_cases.xml
SlokabanDa	s4lokabandha	ślokabandha	ślokabandha	grade	25418	349-2	SCH-grade-12427_cases.xml
SvadaMzwrA	s4vadam2s2t2ra1	śvadaṃṣṭrā	śvadanṣṭrā	grade	25422	349-2	SCH-grade-12427_cases.xml
Svitray	s4vitray	śvitray	śvitray	grade	25429	349-3	SCH-grade-12427_cases.xml
SvetatA	s4vetata1	śvetatā	śvetatā	grade	25433	349-3	SCH-grade-12427_cases.xml
SvetatAra	s4vetata1ra	śvetatāra	śvetatāra	grade	25434	349-3	SCH-grade-12427_cases.xml
SvetaprAya	s4vetapra1ya	śvetaprāya	śvetaprāya	grade	25436	349-3	SCH-grade-12427_cases.xml
SvetaBaNga	s4vetabhan3ga	śvetabhaṅga	śvetabhanga	grade	25437	349-3	SCH-grade-12427_cases.xml
SvetaBikzu	s4vetabhiks2u	śvetabhikṣu	śvetabhikṣu	grade	25438	349-3	SCH-grade-12427_cases.xml
SvetamAna	s4vetama1na	śvetamāna	śvetamāna	grade	25439	349-3	SCH-grade-12427_cases.xml
Svetaraktatva	s4vetaraktatva	śvetaraktatva	śvetaraktatva	grade	25441	349-3	SCH-grade-12427_cases.xml
SvetaraktIkfta	s4vetarakti1kr2ta	śvetaraktīkṛta	śvetaraktīkṛta	grade	25442	349-3	SCH-grade-12427_cases.xml
SvetasurA	s4vetasura1	śvetasurā	śvetasurā	grade	25444	349-3	SCH-grade-12427_cases.xml
SvetASman	s4veta1s4man	śvetāśman	śvetāśman	grade	25445	349-3	SCH-grade-12427_cases.xml
SvetIkf	s4veti1kr2	śvetīkṛ	śvetīkṛ	grade	25448	349-3	SCH-grade-12427_cases.xml
zajaka	S2ajaka	ṣajaka	ṣajaka	grade	25451	350-1	SCH-grade-12427_cases.xml
zawka	s2at2ka	ṣaṭka	ṣaṭka	grade	25452	350-1	SCH-grade-12427_cases.xml
zawtarkIrasa	s2at2tarki1rasa	ṣaṭtarkīrasa	ṣaṭtarkīrasa	grade	25454	350-1	SCH-grade-12427_cases.xml
zawpada	s2at2pada	ṣaṭpada	ṣaṭpada	grade	25455	350-1	SCH-grade-12427_cases.xml
zawpadma	s2at2padma	ṣaṭpadma	ṣaṭpadma	grade	25457	350-1	SCH-grade-12427_cases.xml
zawpAzARaka	s2at2pa1s2a1n2aka	ṣaṭpāṣāṇaka	ṣaṭpāṣānaka	grade	25458	350-1	SCH-grade-12427_cases.xml
zawprajYa	s2at2prajn5a:	ṣaṭprajña	ṣaṭprajna	grade	25459	350-1	SCH-grade-12427_cases.xml
zaqantara	s2ad2antara	ṣaḍantara	ṣaḍantara	grade	25462	350-2	SCH-grade-12427_cases.xml
zaqAsya	s2ad2a1sya	ṣaḍāsya	ṣaḍāsya	grade	25465	350-2	SCH-grade-12427_cases.xml
zaqAhuta	s2ad2a1huta	ṣaḍāhuta	ṣaḍāhuta	grade	25466	350-2	SCH-grade-12427_cases.xml
zaqIkzaRa	s2ad2i1ks2an2a	ṣaḍīkṣaṇa	ṣaḍīkṣana	grade	25467	350-2	SCH-grade-12427_cases.xml
zaqBakzaRa	s2ad2bhaks2an2a	ṣaḍbhakṣaṇa	ṣaḍbhakṣana	grade	25469	350-2	SCH-grade-12427_cases.xml
zaQAnya	s2ad2ha1nya	ṣaḍhānya	ṣaḍhānya	grade	25474	350-3	SCH-grade-12427_cases.xml
zazwitamIdfSa	s2as2t2itami1dr2s4a	ṣaṣṭitamīdṛśa	ṣaṣṭitamīdṛśa	grade	25475	350-3	SCH-grade-12427_cases.xml
zazwimfttikA	s2as2t2imr2ttika1	ṣaṣṭimṛttikā	ṣaṣṭimṛttikā	grade	25476	350-3	SCH-grade-12427_cases.xml
zAqAhuta	s2a1d2a1huta	ṣāḍāhuta	ṣāḍāhuta	grade	25477	350-3	SCH-grade-12427_cases.xml
zAqguRyaprastAva	S2a1d2gun2yaprasta1va	ṣāḍguṇyaprastāva	ṣāḍgunyaprastāva	grade	25479	350-3	SCH-grade-12427_cases.xml
zARmAsI	s2a1n2ma1si1	ṣāṇmāsī	ṣānmāsī	grade	25480	350-3	SCH-grade-12427_cases.xml
zARmuKa	s2a1n2mukha	ṣāṇmukha	ṣānmukha	grade	25481	350-3	SCH-grade-12427_cases.xml
zAzwIka	s2a1s2t2i1ka	ṣāṣṭīka	ṣāṣṭīka	grade	25482	350-3	SCH-grade-12427_cases.xml
ziNga	s2in3ga	ṣiṅga	ṣinga	grade	25483	350-3	SCH-grade-12427_cases.xml
zoDAvaSyaka	S2odha1vas4yaka	ṣodhāvaśyaka	ṣodhāvaśyaka	grade	25484	350-3	SCH-grade-12427_cases.xml
zwA	s2t2a1	ṣṭā	ṣṭā	grade	25485	350-3	SCH-grade-12427_cases.xml
sa	sa	sa	sa	grade	25486	350-3	SCH-grade-12427_cases.xml
saMyamaDara	Sam2yamadhara	saṃyamadhara	sanyamadhara	grade	25488	350-3	SCH-grade-12427_cases.xml
saMyamana	sam2yamana	saṃyamana	sanyamana	grade	25489	350-3	SCH-grade-12427_cases.xml
saMyAtI	sam2ya1ti1	saṃyātī	sanyātī	grade	25492	350-3	SCH-grade-12427_cases.xml
saMyAna	sam2ya1na	saṃyāna	sanyāna	grade	25493	350-3	SCH-grade-12427_cases.xml
saMyukta	sam2yukta	saṃyukta	sanyukta	grade	25494	350-3	SCH-grade-12427_cases.xml
saMyugya	sam2yugya	saṃyugya	sanyugya	grade	25496	350-3	SCH-grade-12427_cases.xml
saMyutabanDa	sam2yutabandha	saṃyutabandha	sanyutabandha	grade	25497	350-2	SCH-grade-12427_cases.xml
saMyUhya	sam2yu1hya	saṃyūhya	sanyūhya	grade	25498	350-2	SCH-grade-12427_cases.xml
saMyoga	sam2yoga	saṃyoga	sanyoga	grade	25499	350-2	SCH-grade-12427_cases.xml
saMroDa	sam2rodha	saṃrodha	sanrodha	grade	25504	350-2	SCH-grade-12427_cases.xml
saMlApin	sam2la1pin	saṃlāpin	sanlāpin	grade	25506	350-2	SCH-grade-12427_cases.xml
saMvatsarottara	sam2vatsarottara	saṃvatsarottara	sanvatsarottara	grade	25509	350-2	SCH-grade-12427_cases.xml
saMvanana	sam2vanana	saṃvanana	sanvanana	grade	25510	350-2	SCH-grade-12427_cases.xml
saMvara	sam2vara	saṃvara	sanvara	grade	25511	350-2	SCH-grade-12427_cases.xml
saMvargaRa	sam2vargan2a	saṃvargaṇa	sanvargana	grade	25512	350-2	SCH-grade-12427_cases.xml
saMvartaka	sam2vartaka	saṃvartaka	sanvartaka	grade	25515	350-2	SCH-grade-12427_cases.xml
saMvartana	sam2vartana	saṃvartana	sanvartana	grade	25517	350-2	SCH-grade-12427_cases.xml
saMvalana	sam2valana	saṃvalana	sanvalana	grade	25519	350-2	SCH-grade-12427_cases.xml
saMvIRa	sam2vi1n2a	saṃvīṇa	sanvīna	grade	25528	351-1	SCH-grade-12427_cases.xml
